mol_idx,top_score,uq,error,pred_template_orig_freq,tier
8376,0.9475563,0.052443683,1,5,1) very rare (1-5)
8377,0.24316181,0.7568382,1,5,1) very rare (1-5)
8378,0.33782873,0.66217124,1,1,1) very rare (1-5)
8379,0.82917005,0.17082995,1,1,1) very rare (1-5)
8380,0.0950343,0.9049657,1,1,1) very rare (1-5)
8381,0.114356585,0.8856434,1,1,1) very rare (1-5)
8382,0.066819794,0.9331802,1,1,1) very rare (1-5)
8383,0.090865865,0.90913415,1,1,1) very rare (1-5)
8384,0.86937636,0.13062364,1,1,1) very rare (1-5)
8385,0.14350456,0.85649544,1,1,1) very rare (1-5)
8386,0.28101647,0.71898353,1,1,1) very rare (1-5)
8387,0.021332229,0.9786678,1,2,1) very rare (1-5)
8388,0.34886238,0.6511376,1,2,1) very rare (1-5)
8389,0.21114646,0.7888535,1,1,1) very rare (1-5)
8390,0.17905968,0.8209403,1,3,1) very rare (1-5)
8391,0.042266652,0.95773333,1,1,1) very rare (1-5)
8392,0.7807464,0.2192536,1,1,1) very rare (1-5)
8393,0.96843284,0.031567156,1,2,1) very rare (1-5)
8394,0.06578836,0.9342116,1,1,1) very rare (1-5)
8395,0.08637221,0.9136278,1,3,1) very rare (1-5)
8396,0.33140475,0.66859525,1,2,1) very rare (1-5)
8397,0.12444126,0.87555873,1,5,1) very rare (1-5)
8398,0.8940898,0.10591018,1,3,1) very rare (1-5)
8399,0.024589568,0.97541046,1,1,1) very rare (1-5)
8400,0.09248784,0.9075122,1,5,1) very rare (1-5)
8401,0.027305588,0.9726944,1,3,1) very rare (1-5)
8402,0.51957256,0.48042744,1,5,1) very rare (1-5)
8403,0.08520311,0.9147969,1,1,1) very rare (1-5)
8404,0.23149274,0.76850724,1,2,1) very rare (1-5)
8405,0.12494284,0.87505716,1,2,1) very rare (1-5)
8406,0.13800254,0.8619975,1,1,1) very rare (1-5)
8407,0.14410725,0.8558928,1,3,1) very rare (1-5)
8408,0.06014641,0.9398536,1,1,1) very rare (1-5)
8409,0.349174,0.650826,0,1,1) very rare (1-5)
8410,0.27707765,0.7229223,1,1,1) very rare (1-5)
8411,0.061512657,0.93848735,1,1,1) very rare (1-5)
8412,0.035093714,0.9649063,1,2,1) very rare (1-5)
8413,0.040001784,0.9599982,1,1,1) very rare (1-5)
8414,0.17445065,0.82554936,1,3,1) very rare (1-5)
8415,0.018705979,0.98129404,1,1,1) very rare (1-5)
8416,0.11824759,0.88175243,1,3,1) very rare (1-5)
8417,0.4691842,0.53081584,1,1,1) very rare (1-5)
8418,0.76611644,0.23388356,1,4,1) very rare (1-5)
8419,0.024702078,0.9752979,1,1,1) very rare (1-5)
8420,0.11920509,0.8807949,1,4,1) very rare (1-5)
8421,0.16635211,0.8336479,1,5,1) very rare (1-5)
8422,0.50903046,0.49096954,1,5,1) very rare (1-5)
8423,0.2696372,0.7303628,1,1,1) very rare (1-5)
8424,0.03171119,0.9682888,1,2,1) very rare (1-5)
8425,0.06432126,0.9356787,1,4,1) very rare (1-5)
8426,0.36074302,0.63925695,1,2,1) very rare (1-5)
8427,0.4740754,0.52592456,1,4,1) very rare (1-5)
8428,0.17883828,0.82116175,1,1,1) very rare (1-5)
8429,0.016885957,0.98311406,1,5,1) very rare (1-5)
8430,0.07508741,0.9249126,1,5,1) very rare (1-5)
8431,0.17542525,0.82457477,1,1,1) very rare (1-5)
8432,0.23765351,0.7623465,1,3,1) very rare (1-5)
8433,0.06763361,0.9323664,1,2,1) very rare (1-5)
8434,0.20634724,0.7936528,1,1,1) very rare (1-5)
8435,0.27763292,0.72236705,1,3,1) very rare (1-5)
8436,0.053329453,0.94667053,1,1,1) very rare (1-5)
8437,0.5561811,0.44381893,0,5,1) very rare (1-5)
8438,0.2515418,0.7484582,1,4,1) very rare (1-5)
8439,0.42296162,0.5770384,1,1,1) very rare (1-5)
8440,0.58544296,0.41455704,1,2,1) very rare (1-5)
8441,0.0830875,0.9169125,1,1,1) very rare (1-5)
8442,0.2271924,0.7728076,1,1,1) very rare (1-5)
8443,0.23801424,0.7619858,1,1,1) very rare (1-5)
8444,0.18962611,0.8103739,1,2,1) very rare (1-5)
8445,0.8856811,0.11431891,1,5,1) very rare (1-5)
8446,0.07636926,0.9236307,1,1,1) very rare (1-5)
8447,0.14647694,0.8535231,1,1,1) very rare (1-5)
8448,0.026689498,0.97331053,1,1,1) very rare (1-5)
8449,0.015717478,0.9842825,1,5,1) very rare (1-5)
8450,0.05847436,0.94152564,1,4,1) very rare (1-5)
8451,0.13570197,0.86429805,1,3,1) very rare (1-5)
8452,0.040410206,0.9595898,1,1,1) very rare (1-5)
8453,0.015200476,0.9847995,1,1,1) very rare (1-5)
8454,0.8856811,0.11431891,1,5,1) very rare (1-5)
8455,0.03270479,0.9672952,1,1,1) very rare (1-5)
8456,0.046124056,0.95387596,1,3,1) very rare (1-5)
8457,0.7135332,0.28646678,1,5,1) very rare (1-5)
8458,0.03417551,0.9658245,1,1,1) very rare (1-5)
8459,0.56714386,0.43285614,1,1,1) very rare (1-5)
8460,0.112306975,0.88769305,1,4,1) very rare (1-5)
8461,0.24210343,0.75789654,0,1,1) very rare (1-5)
8462,0.17686902,0.82313097,0,5,1) very rare (1-5)
8463,0.051583435,0.9484166,1,1,1) very rare (1-5)
8464,0.3803591,0.6196409,1,4,1) very rare (1-5)
8465,0.15323122,0.8467688,1,1,1) very rare (1-5)
8466,0.019222578,0.98077744,1,1,1) very rare (1-5)
8467,0.02949415,0.97050583,1,1,1) very rare (1-5)
8468,0.14465545,0.85534453,1,4,1) very rare (1-5)
8469,0.492348,0.50765204,1,2,1) very rare (1-5)
8470,0.8682052,0.13179481,1,1,1) very rare (1-5)
8471,0.24426924,0.75573075,1,4,1) very rare (1-5)
8472,0.14998905,0.85001093,1,2,1) very rare (1-5)
8473,0.4090354,0.59096456,1,1,1) very rare (1-5)
8474,0.14615011,0.8538499,1,3,1) very rare (1-5)
8475,0.04175045,0.95824957,1,2,1) very rare (1-5)
8476,0.05760456,0.94239545,1,3,1) very rare (1-5)
8477,0.3601253,0.6398747,0,4,1) very rare (1-5)
8478,0.7778808,0.22211921,1,1,1) very rare (1-5)
8479,0.046839666,0.95316035,1,1,1) very rare (1-5)
8480,0.18654841,0.8134516,1,4,1) very rare (1-5)
8481,0.07222905,0.927771,1,5,1) very rare (1-5)
8482,0.7256383,0.27436173,1,5,1) very rare (1-5)
8483,0.84082884,0.15917116,1,1,1) very rare (1-5)
8484,0.04915169,0.95084834,1,1,1) very rare (1-5)
8485,0.04263016,0.95736986,1,1,1) very rare (1-5)
8486,0.09169604,0.908304,1,1,1) very rare (1-5)
8487,0.16443731,0.8355627,1,1,1) very rare (1-5)
8488,0.10725279,0.8927472,1,3,1) very rare (1-5)
8489,0.026836617,0.97316337,1,1,1) very rare (1-5)
8490,0.019123662,0.9808763,1,5,1) very rare (1-5)
8491,0.21062349,0.7893765,1,1,1) very rare (1-5)
8492,0.11948718,0.88051283,1,1,1) very rare (1-5)
8493,0.07838534,0.92161465,1,1,1) very rare (1-5)
8494,0.32888615,0.67111385,1,5,1) very rare (1-5)
8495,0.028029947,0.9719701,1,2,1) very rare (1-5)
8496,0.3115137,0.68848634,1,4,1) very rare (1-5)
8497,0.06582419,0.9341758,1,1,1) very rare (1-5)
8498,0.027089516,0.97291046,1,1,1) very rare (1-5)
8499,0.07774527,0.92225474,1,2,1) very rare (1-5)
8500,0.17468558,0.8253144,1,2,1) very rare (1-5)
8501,0.24362746,0.7563726,1,3,1) very rare (1-5)
8502,0.54329115,0.45670885,1,3,1) very rare (1-5)
8503,0.2970403,0.70295966,1,1,1) very rare (1-5)
8504,0.45571107,0.54428893,0,2,1) very rare (1-5)
8505,0.08327833,0.9167217,1,2,1) very rare (1-5)
8506,0.6265682,0.3734318,1,3,1) very rare (1-5)
8507,0.07006038,0.9299396,1,5,1) very rare (1-5)
8508,0.084341034,0.91565895,1,1,1) very rare (1-5)
8509,0.18542512,0.8145749,1,5,1) very rare (1-5)
8510,0.24070199,0.759298,0,1,1) very rare (1-5)
8511,0.7511573,0.24884272,1,1,1) very rare (1-5)
8512,0.013878189,0.98612183,1,1,1) very rare (1-5)
8513,0.15220356,0.84779644,1,4,1) very rare (1-5)
8514,0.45350212,0.5464979,0,1,1) very rare (1-5)
8515,0.23772307,0.76227695,1,1,1) very rare (1-5)
8516,0.04054174,0.95945823,1,1,1) very rare (1-5)
8517,0.67317194,0.32682806,1,5,1) very rare (1-5)
8518,0.29151306,0.7084869,1,4,1) very rare (1-5)
8519,0.932492,0.06750798,1,1,1) very rare (1-5)
8520,0.316007,0.683993,1,1,1) very rare (1-5)
8521,0.3518243,0.6481757,1,3,1) very rare (1-5)
8522,0.16367024,0.83632976,1,1,1) very rare (1-5)
8523,0.020239742,0.9797602,1,2,1) very rare (1-5)
8524,0.03016351,0.9698365,1,1,1) very rare (1-5)
8525,0.09958967,0.90041035,1,2,1) very rare (1-5)
8526,0.20632266,0.79367733,1,5,1) very rare (1-5)
8527,0.19223763,0.8077624,1,1,1) very rare (1-5)
8528,0.73842996,0.26157004,1,5,1) very rare (1-5)
8529,0.17149144,0.82850856,1,3,1) very rare (1-5)
8530,0.06630073,0.93369925,1,1,1) very rare (1-5)
8531,0.17890137,0.8210986,1,1,1) very rare (1-5)
8532,0.1391068,0.8608932,1,5,1) very rare (1-5)
8533,0.058295418,0.9417046,1,1,1) very rare (1-5)
8534,0.14971375,0.85028625,1,5,1) very rare (1-5)
8535,0.49879575,0.50120425,1,2,1) very rare (1-5)
8536,0.2517725,0.7482275,1,2,1) very rare (1-5)
8537,0.050305974,0.94969404,1,1,1) very rare (1-5)
8538,0.03429118,0.9657088,1,3,1) very rare (1-5)
8539,0.02819429,0.9718057,1,1,1) very rare (1-5)
8540,0.57783824,0.42216176,0,1,1) very rare (1-5)
8541,0.4577187,0.54228127,1,3,1) very rare (1-5)
8542,0.93297046,0.067029536,1,4,1) very rare (1-5)
8543,0.049948342,0.95005167,1,1,1) very rare (1-5)
8544,0.10166833,0.89833164,1,4,1) very rare (1-5)
8545,0.060048614,0.93995136,1,1,1) very rare (1-5)
8546,0.03890149,0.9610985,1,2,1) very rare (1-5)
8547,0.10895389,0.8910461,1,1,1) very rare (1-5)
8548,0.6188428,0.38115722,1,5,1) very rare (1-5)
8549,0.04892734,0.95107263,1,1,1) very rare (1-5)
8550,0.9026554,0.09734458,1,5,1) very rare (1-5)
8551,0.72047746,0.27952254,1,1,1) very rare (1-5)
8552,0.08848375,0.91151625,1,1,1) very rare (1-5)
8553,0.022550562,0.9774494,1,1,1) very rare (1-5)
8554,0.50246894,0.49753106,1,5,1) very rare (1-5)
8555,0.17852628,0.8214737,1,1,1) very rare (1-5)
8556,0.059309073,0.94069093,1,4,1) very rare (1-5)
8557,0.07711782,0.9228822,1,1,1) very rare (1-5)
8558,0.092967786,0.9070322,1,3,1) very rare (1-5)
8559,0.47027066,0.52972937,1,1,1) very rare (1-5)
8560,0.049640052,0.95035994,1,1,1) very rare (1-5)
8561,0.3187232,0.6812768,1,1,1) very rare (1-5)
8562,0.27082857,0.7291714,1,2,1) very rare (1-5)
8563,0.28691006,0.71308994,1,3,1) very rare (1-5)
8564,0.17312711,0.8268729,1,1,1) very rare (1-5)
8565,0.015011927,0.9849881,1,1,1) very rare (1-5)
8566,0.4043281,0.5956719,0,1,1) very rare (1-5)
8567,0.24419816,0.75580186,1,2,1) very rare (1-5)
8568,0.46137828,0.5386217,1,1,1) very rare (1-5)
8569,0.6311112,0.3688888,1,2,1) very rare (1-5)
8570,0.09742939,0.9025706,1,1,1) very rare (1-5)
8571,0.5907154,0.4092846,0,2,1) very rare (1-5)
8572,0.05797081,0.9420292,1,1,1) very rare (1-5)
8573,0.19040625,0.80959374,1,1,1) very rare (1-5)
8574,0.6891806,0.3108194,1,3,1) very rare (1-5)
8575,0.14892325,0.8510767,1,2,1) very rare (1-5)
8576,0.07795315,0.92204684,1,2,1) very rare (1-5)
8577,0.14887485,0.8511251,1,1,1) very rare (1-5)
8578,0.035113625,0.96488637,1,1,1) very rare (1-5)
8579,0.054660365,0.9453396,1,1,1) very rare (1-5)
8580,0.019947223,0.98005277,1,1,1) very rare (1-5)
8581,0.8700639,0.1299361,1,1,1) very rare (1-5)
8582,0.05380359,0.94619644,1,2,1) very rare (1-5)
8583,0.8980095,0.10199052,1,1,1) very rare (1-5)
8584,0.14019345,0.85980654,1,3,1) very rare (1-5)
8585,0.18103541,0.8189646,1,2,1) very rare (1-5)
8586,0.3353919,0.6646081,1,2,1) very rare (1-5)
8587,0.1872634,0.81273663,1,4,1) very rare (1-5)
8588,0.089930065,0.91006994,1,2,1) very rare (1-5)
8589,0.7654978,0.2345022,1,5,1) very rare (1-5)
8590,0.49861786,0.5013821,1,1,1) very rare (1-5)
8591,0.09519264,0.9048073,1,5,1) very rare (1-5)
8592,0.40099487,0.5990051,0,1,1) very rare (1-5)
8593,0.10548689,0.89451313,1,1,1) very rare (1-5)
8594,0.12464923,0.8753508,1,1,1) very rare (1-5)
8595,0.72544646,0.27455354,1,3,1) very rare (1-5)
8596,0.10750826,0.89249176,1,1,1) very rare (1-5)
8597,0.11575159,0.88424844,1,2,1) very rare (1-5)
8598,0.10761686,0.89238316,1,2,1) very rare (1-5)
8599,0.13260083,0.86739916,1,1,1) very rare (1-5)
8600,0.09269175,0.9073082,1,5,1) very rare (1-5)
8601,0.17464148,0.8253585,1,1,1) very rare (1-5)
8602,0.04041372,0.95958626,1,1,1) very rare (1-5)
8603,0.2945257,0.70547426,1,1,1) very rare (1-5)
8604,0.12615328,0.8738467,1,2,1) very rare (1-5)
8605,0.274276,0.725724,1,1,1) very rare (1-5)
8606,0.70579916,0.29420084,1,2,1) very rare (1-5)
8607,0.7983935,0.20160651,1,3,1) very rare (1-5)
8608,0.6260348,0.3739652,1,2,1) very rare (1-5)
8609,0.044199478,0.95580053,1,2,1) very rare (1-5)
8610,0.05433215,0.94566786,1,1,1) very rare (1-5)
8611,0.17017478,0.8298252,1,2,1) very rare (1-5)
8612,0.9071899,0.092810094,1,1,1) very rare (1-5)
8613,0.800789,0.199211,1,1,1) very rare (1-5)
8614,0.76204,0.23795998,0,1,1) very rare (1-5)
8615,0.83503526,0.16496474,1,4,1) very rare (1-5)
8616,0.033302367,0.96669763,1,5,1) very rare (1-5)
8617,0.38299382,0.6170062,0,3,1) very rare (1-5)
8618,0.10927155,0.8907285,1,1,1) very rare (1-5)
8619,0.1001047,0.8998953,1,3,1) very rare (1-5)
8620,0.4611355,0.5388645,1,4,1) very rare (1-5)
8621,0.67002267,0.32997733,1,3,1) very rare (1-5)
8622,0.031144748,0.96885526,1,3,1) very rare (1-5)
8623,0.16199297,0.83800703,1,5,1) very rare (1-5)
8624,0.033194654,0.96680534,1,1,1) very rare (1-5)
8625,0.037956778,0.9620432,1,2,1) very rare (1-5)
8626,0.2695026,0.73049736,1,1,1) very rare (1-5)
8627,0.007593107,0.9924069,1,1,1) very rare (1-5)
8628,0.27173987,0.72826016,1,1,1) very rare (1-5)
8629,0.23781426,0.76218575,1,4,1) very rare (1-5)
8630,0.57602316,0.42397684,1,1,1) very rare (1-5)
8631,0.21249859,0.7875014,1,4,1) very rare (1-5)
8632,0.024541574,0.97545844,1,1,1) very rare (1-5)
8633,0.17001699,0.829983,1,2,1) very rare (1-5)
8634,0.21308152,0.78691846,1,3,1) very rare (1-5)
8635,0.4419172,0.5580828,1,2,1) very rare (1-5)
8636,0.63964444,0.36035556,1,5,1) very rare (1-5)
8637,0.047090612,0.9529094,1,1,1) very rare (1-5)
8638,0.07853687,0.92146313,1,2,1) very rare (1-5)
8639,0.18908639,0.8109136,1,5,1) very rare (1-5)
8640,0.8488216,0.15117842,1,4,1) very rare (1-5)
8641,0.043929033,0.95607096,1,1,1) very rare (1-5)
8642,0.9055642,0.09443581,0,3,1) very rare (1-5)
8643,0.35935166,0.64064837,1,2,1) very rare (1-5)
8644,0.20211565,0.79788435,1,2,1) very rare (1-5)
8645,0.22301586,0.77698416,1,1,1) very rare (1-5)
8646,0.12626415,0.87373585,1,2,1) very rare (1-5)
8647,0.8131319,0.18686807,0,2,1) very rare (1-5)
8648,0.021662489,0.9783375,1,1,1) very rare (1-5)
8649,0.03892755,0.96107244,1,2,1) very rare (1-5)
8650,0.5845989,0.4154011,1,2,1) very rare (1-5)
8651,0.04685732,0.9531427,1,2,1) very rare (1-5)
8652,0.39529678,0.6047032,1,1,1) very rare (1-5)
8653,0.1094286,0.8905714,1,2,1) very rare (1-5)
8654,0.25903887,0.74096113,1,2,1) very rare (1-5)
8655,0.67637634,0.32362366,1,2,1) very rare (1-5)
8656,0.024778346,0.97522163,1,5,1) very rare (1-5)
8657,0.16386887,0.8361311,1,1,1) very rare (1-5)
8658,0.67743313,0.32256687,1,5,1) very rare (1-5)
8659,0.2521058,0.74789417,0,3,1) very rare (1-5)
8660,0.043914113,0.95608586,1,1,1) very rare (1-5)
8661,0.033460878,0.96653914,1,2,1) very rare (1-5)
8662,0.018723704,0.9812763,1,3,1) very rare (1-5)
8663,0.017060732,0.98293924,1,1,1) very rare (1-5)
8664,0.1479774,0.8520226,0,2,1) very rare (1-5)
8665,0.16715527,0.83284473,1,2,1) very rare (1-5)
8666,0.36118978,0.6388102,1,2,1) very rare (1-5)
8667,0.02426,0.97574,1,1,1) very rare (1-5)
8668,0.7350408,0.26495922,1,3,1) very rare (1-5)
8669,0.5826365,0.41736352,1,2,1) very rare (1-5)
8670,0.26777142,0.7322286,1,1,1) very rare (1-5)
8671,0.1508239,0.8491761,1,2,1) very rare (1-5)
8672,0.10321644,0.8967836,1,5,1) very rare (1-5)
8673,0.119925305,0.8800747,1,1,1) very rare (1-5)
8674,0.03675073,0.96324927,1,1,1) very rare (1-5)
8675,0.5825624,0.4174376,1,1,1) very rare (1-5)
8676,0.24945156,0.7505484,1,2,1) very rare (1-5)
8677,0.22869843,0.77130157,1,3,1) very rare (1-5)
8678,0.13793533,0.86206466,1,1,1) very rare (1-5)
8679,0.48826945,0.51173055,1,1,1) very rare (1-5)
8680,0.22130688,0.77869314,1,5,1) very rare (1-5)
8681,0.01752652,0.9824735,1,1,1) very rare (1-5)
8682,0.4598914,0.54010856,1,1,1) very rare (1-5)
8683,0.043399263,0.9566007,1,2,1) very rare (1-5)
8684,0.14070137,0.85929865,1,1,1) very rare (1-5)
8685,0.25751784,0.7424822,1,1,1) very rare (1-5)
8686,0.37078828,0.6292117,1,5,1) very rare (1-5)
8687,0.01649907,0.98350096,1,1,1) very rare (1-5)
8688,0.02113553,0.9788645,1,1,1) very rare (1-5)
8689,0.228241,0.77175903,1,1,1) very rare (1-5)
8690,0.12658948,0.8734105,1,3,1) very rare (1-5)
8691,0.022839334,0.9771607,1,1,1) very rare (1-5)
8692,0.072257,0.927743,1,2,1) very rare (1-5)
8693,0.24340773,0.7565923,0,5,1) very rare (1-5)
8694,0.8374878,0.16251218,1,2,1) very rare (1-5)
8695,0.1714705,0.8285295,1,2,1) very rare (1-5)
8696,0.043512307,0.9564877,1,1,1) very rare (1-5)
8697,0.86081284,0.13918716,1,5,1) very rare (1-5)
8698,0.05963399,0.940366,1,1,1) very rare (1-5)
8699,0.14643908,0.8535609,1,1,1) very rare (1-5)
8700,0.052576974,0.94742304,1,4,1) very rare (1-5)
8701,0.589393,0.41060698,1,5,1) very rare (1-5)
8702,0.13612977,0.86387026,1,3,1) very rare (1-5)
8703,0.058149774,0.94185024,1,1,1) very rare (1-5)
8704,0.10318354,0.8968165,1,1,1) very rare (1-5)
8705,0.11905149,0.8809485,1,1,1) very rare (1-5)
8706,0.15666464,0.8433354,1,3,1) very rare (1-5)
8707,0.04217386,0.95782614,1,1,1) very rare (1-5)
8708,0.38765928,0.6123407,1,2,1) very rare (1-5)
8709,0.100758195,0.8992418,0,1,1) very rare (1-5)
8710,0.3594352,0.6405648,1,3,1) very rare (1-5)
8711,0.9227959,0.07720411,1,2,1) very rare (1-5)
8712,0.059506718,0.9404933,1,3,1) very rare (1-5)
8713,0.106275044,0.893725,1,1,1) very rare (1-5)
8714,0.5199946,0.48000538,1,1,1) very rare (1-5)
8715,0.019937197,0.9800628,1,1,1) very rare (1-5)
8716,0.11131867,0.88868135,1,1,1) very rare (1-5)
8717,0.10313061,0.8968694,1,1,1) very rare (1-5)
8718,0.2907372,0.7092628,1,4,1) very rare (1-5)
8719,0.34434286,0.6556572,1,1,1) very rare (1-5)
8720,0.47975317,0.52024686,1,2,1) very rare (1-5)
8721,0.80691975,0.19308025,1,5,1) very rare (1-5)
8722,0.015726758,0.98427325,1,1,1) very rare (1-5)
8723,0.025484534,0.97451544,1,4,1) very rare (1-5)
8724,0.13832776,0.8616722,1,3,1) very rare (1-5)
8725,0.09414848,0.90585154,1,5,1) very rare (1-5)
8726,0.11456597,0.88543403,1,1,1) very rare (1-5)
8727,0.15009357,0.84990644,1,1,1) very rare (1-5)
8728,0.3877221,0.61227787,1,5,1) very rare (1-5)
8729,0.08403856,0.91596144,1,4,1) very rare (1-5)
8730,0.5360773,0.46392268,1,5,1) very rare (1-5)
8731,0.04512173,0.9548783,1,3,1) very rare (1-5)
8732,0.13077384,0.86922616,1,1,1) very rare (1-5)
8733,0.5144361,0.48556387,1,2,1) very rare (1-5)
8734,0.20542447,0.7945755,1,1,1) very rare (1-5)
8735,0.02106284,0.97893715,1,3,1) very rare (1-5)
8736,0.021786701,0.9782133,1,1,1) very rare (1-5)
8737,0.17114024,0.82885975,1,2,1) very rare (1-5)
8738,0.09664277,0.9033572,1,1,1) very rare (1-5)
8739,0.45026127,0.54973876,0,2,1) very rare (1-5)
8740,0.0543777,0.9456223,1,2,1) very rare (1-5)
8741,0.18034427,0.8196557,1,4,1) very rare (1-5)
8742,0.2260484,0.7739516,1,5,1) very rare (1-5)
8743,0.35729522,0.6427048,1,4,1) very rare (1-5)
8744,0.09836844,0.90163153,1,3,1) very rare (1-5)
8745,0.61862487,0.38137513,1,2,1) very rare (1-5)
8746,0.41265708,0.5873429,1,5,1) very rare (1-5)
8747,0.47976178,0.5202382,1,2,1) very rare (1-5)
8748,0.4618903,0.53810966,1,2,1) very rare (1-5)
8749,0.16036318,0.8396368,1,2,1) very rare (1-5)
8750,0.41605455,0.58394545,1,3,1) very rare (1-5)
8751,0.3912793,0.60872066,1,1,1) very rare (1-5)
8752,0.029542286,0.97045773,1,1,1) very rare (1-5)
8753,0.5979371,0.4020629,1,4,1) very rare (1-5)
8754,0.020184787,0.9798152,1,2,1) very rare (1-5)
8755,0.13387078,0.8661292,1,3,1) very rare (1-5)
8756,0.034209922,0.9657901,1,1,1) very rare (1-5)
8757,0.41202253,0.58797747,0,1,1) very rare (1-5)
8758,0.109822705,0.8901773,1,1,1) very rare (1-5)
8759,0.5622098,0.43779022,1,3,1) very rare (1-5)
8760,0.023086322,0.9769137,1,2,1) very rare (1-5)
8761,0.41015953,0.5898405,1,5,1) very rare (1-5)
8762,0.034717683,0.9652823,1,3,1) very rare (1-5)
8763,0.022668103,0.9773319,1,2,1) very rare (1-5)
8764,0.28877226,0.7112278,1,2,1) very rare (1-5)
8765,0.1741606,0.8258394,1,4,1) very rare (1-5)
8766,0.17048672,0.8295133,1,1,1) very rare (1-5)
8767,0.031945415,0.9680546,1,1,1) very rare (1-5)
8768,0.04878072,0.95121926,1,3,1) very rare (1-5)
8769,0.85272455,0.14727545,1,4,1) very rare (1-5)
8770,0.513414,0.48658597,1,1,1) very rare (1-5)
8771,0.9814291,0.0185709,0,2,1) very rare (1-5)
8772,0.03035777,0.9696422,1,1,1) very rare (1-5)
8773,0.11883955,0.88116044,1,1,1) very rare (1-5)
8774,0.23924717,0.7607528,1,1,1) very rare (1-5)
8775,0.09638767,0.9036123,1,1,1) very rare (1-5)
8776,0.34494522,0.6550548,1,1,1) very rare (1-5)
8777,0.8596503,0.14034969,1,4,1) very rare (1-5)
8778,0.13074589,0.8692541,1,5,1) very rare (1-5)
8779,0.30800906,0.691991,1,2,1) very rare (1-5)
8780,0.19063646,0.80936354,1,2,1) very rare (1-5)
8781,0.66736686,0.33263314,1,2,1) very rare (1-5)
8782,0.43034542,0.5696546,1,1,1) very rare (1-5)
8783,0.34695312,0.65304685,1,4,1) very rare (1-5)
8784,0.2499964,0.7500036,1,1,1) very rare (1-5)
8785,0.09881754,0.9011825,1,1,1) very rare (1-5)
8786,0.020707218,0.9792928,1,1,1) very rare (1-5)
8787,0.33234766,0.66765237,1,1,1) very rare (1-5)
8788,0.20867577,0.79132426,1,1,1) very rare (1-5)
8789,0.40483224,0.59516776,1,3,1) very rare (1-5)
8790,0.01634882,0.98365116,1,1,1) very rare (1-5)
8791,0.42620364,0.5737964,0,1,1) very rare (1-5)
8792,0.121235736,0.8787643,1,4,1) very rare (1-5)
8793,0.08867542,0.91132456,1,5,1) very rare (1-5)
8794,0.122999154,0.87700087,1,1,1) very rare (1-5)
8795,0.249643,0.75035703,1,2,1) very rare (1-5)
8796,0.6578217,0.3421783,1,5,1) very rare (1-5)
8797,0.0438344,0.9561656,1,1,1) very rare (1-5)
8798,0.18789893,0.81210107,1,1,1) very rare (1-5)
8799,0.14362936,0.8563706,1,5,1) very rare (1-5)
8800,0.44568598,0.554314,1,4,1) very rare (1-5)
8801,0.02976316,0.97023684,1,2,1) very rare (1-5)
8802,0.88069624,0.11930376,1,1,1) very rare (1-5)
8803,0.020299423,0.97970057,1,1,1) very rare (1-5)
8804,0.24106392,0.75893605,1,1,1) very rare (1-5)
8805,0.0145495655,0.98545045,1,4,1) very rare (1-5)
8806,0.04248039,0.9575196,1,1,1) very rare (1-5)
8807,0.9397941,0.060205877,1,2,1) very rare (1-5)
8808,0.55106956,0.44893044,1,5,1) very rare (1-5)
8809,0.054022133,0.94597787,1,1,1) very rare (1-5)
8810,0.23565343,0.7643466,1,1,1) very rare (1-5)
8811,0.10076411,0.8992359,1,2,1) very rare (1-5)
8812,0.692199,0.307801,1,2,1) very rare (1-5)
8813,0.023048975,0.976951,1,1,1) very rare (1-5)
8814,0.84816635,0.15183365,1,3,1) very rare (1-5)
8815,0.048538156,0.95146185,1,5,1) very rare (1-5)
8816,0.069676526,0.9303235,1,1,1) very rare (1-5)
8817,0.10597351,0.8940265,1,4,1) very rare (1-5)
8818,0.17771949,0.8222805,0,4,1) very rare (1-5)
8819,0.68831724,0.31168276,0,1,1) very rare (1-5)
8820,0.5444037,0.45559633,1,3,1) very rare (1-5)
8821,0.9456288,0.05437118,1,4,1) very rare (1-5)
8822,0.52143353,0.47856647,1,1,1) very rare (1-5)
8823,0.28477034,0.71522963,1,2,1) very rare (1-5)
8824,0.19063368,0.80936635,1,1,1) very rare (1-5)
8825,0.13506442,0.8649356,1,5,1) very rare (1-5)
8826,0.0062868074,0.9937132,1,1,1) very rare (1-5)
8827,0.031294253,0.9687058,1,4,1) very rare (1-5)
8828,0.38566732,0.6143327,1,4,1) very rare (1-5)
8829,0.07033364,0.92966634,1,1,1) very rare (1-5)
8830,0.8378178,0.16218221,1,1,1) very rare (1-5)
8831,0.10330413,0.89669585,1,4,1) very rare (1-5)
8832,0.117936805,0.8820632,1,1,1) very rare (1-5)
8833,0.13878672,0.86121327,1,1,1) very rare (1-5)
8834,0.26692128,0.7330787,1,5,1) very rare (1-5)
8835,0.08795359,0.91204643,1,5,1) very rare (1-5)
8836,0.42956012,0.5704399,1,1,1) very rare (1-5)
8837,0.030691264,0.96930873,1,5,1) very rare (1-5)
8838,0.13455458,0.86544544,0,1,1) very rare (1-5)
8839,0.49232727,0.5076727,1,3,1) very rare (1-5)
8840,0.6582817,0.34171832,1,5,1) very rare (1-5)
8841,0.16586736,0.8341327,1,2,1) very rare (1-5)
