mol_idx,top_score,error,frequency,tier,ensemble_mean_score,ensemble_std_score
884,0.5274186,0,372,4) very common (100+),0.309717155,0.06689664719399227
885,0.14699484,1,0,1) very rare (1-5),0.204211705,0.12523586618447857
886,0.024285441,1,4,1) very rare (1-5),0.05423727525,0.017005033976531296
887,0.95399386,1,0,1) very rare (1-5),0.9781816375,0.017338697618310837
888,0.25024444,0,8,2) rare (6-20),0.20838166749999998,0.08813825590310098
889,0.9802325,0,78,3) common (21-100),0.9742154749999999,0.00850437289526248
890,0.20914282,1,1,1) very rare (1-5),0.22679071499999998,0.04520508845630019
891,0.98237926,0,89,3) common (21-100),0.9767903124999999,0.008332016665277891
892,0.86649424,1,0,1) very rare (1-5),0.6815443349999999,0.08344640069088465
893,0.14880542,0,372,4) very common (100+),0.3172385875,0.06088342868533621
894,0.30933258,1,18,2) rare (6-20),0.327521925,0.11952942769874987
895,0.67047334,1,28,3) common (21-100),0.6509250875,0.16526776829407927
896,0.2587251,1,71,3) common (21-100),0.3169356975,0.0463706754845303
897,0.55056363,1,14,2) rare (6-20),0.4922824675,0.1483104673637878
898,0.52053946,0,1,1) very rare (1-5),0.41575503999999996,0.05271543955982914
899,0.17618468,0,0,1) very rare (1-5),0.06932964999999999,0.04312132182733768
900,0.3866408,1,268,4) very common (100+),0.3247342525,0.09740045550277508
901,0.540191,1,4,1) very rare (1-5),0.66073465,0.14349368560734266
902,0.3141903,0,2,1) very rare (1-5),0.58451494,0.17712807532556435
903,0.6923584,0,1070,4) very common (100+),0.7792411875,0.0985317791806048
904,0.6323953,0,7,2) rare (6-20),0.214664155,0.081590127929959
905,0.01950471,1,275,4) very common (100+),0.025372337000000002,0.013518388755476243
906,0.1754176,1,17,2) rare (6-20),0.1450605625,0.04318440351423785
907,0.58830804,1,63,3) common (21-100),0.584962715,0.16565007559455042
908,0.93407166,0,63,3) common (21-100),0.7723619500000001,0.12226037580445885
909,0.38423407,0,1290,4) very common (100+),0.284049135,0.037494404524479046
910,0.55359864,0,13,2) rare (6-20),0.34333616,0.1035741814060956
911,0.78392166,0,17,2) rare (6-20),0.7991806275,0.05727892369973679
912,0.25243476,1,1290,4) very common (100+),0.313635225,0.1030950741198806
913,0.43493226,0,2,1) very rare (1-5),0.60092105,0.010104552814078394
914,0.5531774,0,6,2) rare (6-20),0.7017036,0.09537054243973868
915,0.7509898,0,18,2) rare (6-20),0.540442585,0.18195081293419585
916,0.053572927,1,178,4) very common (100+),0.10777498575000001,0.052273668042525666
917,0.55228144,1,0,1) very rare (1-5),0.46752801750000006,0.1635940145248179
918,0.83189,0,166,4) very common (100+),0.8249779125000001,0.05792820223425953
919,0.7484377,0,1290,4) very common (100+),0.6705572875,0.09340775860287501
920,0.69097716,0,82,3) common (21-100),0.76729254,0.054240135029723156
921,0.05902051,1,0,1) very rare (1-5),0.08706269750000001,0.0065243299049148945
922,0.98661697,0,1000,4) very common (100+),0.96676905,0.010867793384468648
923,0.52268887,0,105,4) very common (100+),0.41783139999999996,0.033658746047260144
924,0.9454329,0,118,4) very common (100+),0.919002145,0.06995701951333566
925,0.484491,1,23,3) common (21-100),0.43866827750000004,0.08628141433393766
926,0.56182635,1,4,1) very rare (1-5),0.6095570450000001,0.17262313447533714
927,0.94078815,0,4,1) very rare (1-5),0.8466286074999999,0.05923133923162356
928,0.8749554,1,343,4) very common (100+),0.7373866250000001,0.060283437331052
929,0.22951025,0,2,1) very rare (1-5),0.24015089750000002,0.046722453719794284
930,0.4420375,0,275,4) very common (100+),0.6294004599999999,0.07831944630249756
931,0.15457532,1,20,2) rare (6-20),0.321266875,0.12176318155473137
932,0.10838387,1,11,2) rare (6-20),0.1877230225,0.0698464883575697
933,0.1200413,0,1,1) very rare (1-5),0.11045016424999998,0.0418577942044269
934,0.4462918,1,6,2) rare (6-20),0.1727468875,0.09626712421841514
935,0.5858694,1,0,1) very rare (1-5),0.81425525,0.09858647168989518
936,0.9351962,0,18,2) rare (6-20),0.9793225274999999,0.012222877063390966
937,0.4680859,1,13,2) rare (6-20),0.31488478750000004,0.11097565996330983
938,0.8845904,0,1290,4) very common (100+),0.7649184250000001,0.11197970155522327
939,0.049272016,1,0,1) very rare (1-5),0.06608678525,0.02164287713342424
940,0.45497033,1,0,1) very rare (1-5),0.3034675875,0.09205167209876049
941,0.10539866,1,1,1) very rare (1-5),0.1054763975,0.01362062164281448
942,0.42620516,0,5,1) very rare (1-5),0.61505484,0.09115127233955293
943,0.30004665,0,28,3) common (21-100),0.4563647725,0.053834455229398094
944,0.4513628,0,261,4) very common (100+),0.7266390549999999,0.09563605311161855
945,0.8327497,0,178,4) very common (100+),0.613609665,0.12725022434546857
946,0.091132365,1,0,1) very rare (1-5),0.17618380375,0.126031434153422
947,0.35419604,1,6,2) rare (6-20),0.2874339575,0.11136933802678485
948,0.03992828,1,0,1) very rare (1-5),0.02783375475,0.0065357736671755
949,0.476504,0,69,3) common (21-100),0.7624128,0.1583365054034912
950,0.07490533,0,0,1) very rare (1-5),0.100801361,0.030973741796274518
951,0.20781907,0,5,1) very rare (1-5),0.13647629249999998,0.049664634387016474
952,0.7350291,0,223,4) very common (100+),0.70678219,0.12350879917906782
953,0.50078166,1,12,2) rare (6-20),0.83577798,0.12347872313798194
954,0.19940025,1,111,4) very common (100+),0.35416082,0.16970716771798
955,0.17984289,0,159,4) very common (100+),0.3265799325,0.08383260110422656
956,0.79857403,0,90,3) common (21-100),0.66707867,0.11463149014424637
957,0.38569117,1,44,3) common (21-100),0.5979462625,0.12598531960696538
958,0.70063317,1,1,1) very rare (1-5),0.70755754,0.10337084167645051
959,0.1506849,1,14,2) rare (6-20),0.3379965325,0.06992110175899453
960,0.18263215,0,0,1) very rare (1-5),0.17431116125,0.11795139862585237
961,0.1939108,0,1,1) very rare (1-5),0.1392029475,0.06378266802894081
962,0.2800816,1,0,1) very rare (1-5),0.3173541275,0.13694765967238456
963,0.39738828,1,70,3) common (21-100),0.2338753,0.08415095849013812
964,0.076804005,1,8,2) rare (6-20),0.1406816575,0.059128777015767194
965,0.8698473,0,1070,4) very common (100+),0.824962,0.058250296718858036
966,0.86099404,1,96,3) common (21-100),0.84648357,0.05883396325899223
967,0.23038763,1,10,2) rare (6-20),0.34186829750000003,0.12487180110554312
968,0.6453535,0,45,3) common (21-100),0.7092816750000001,0.15921337946352646
969,0.27922016,0,105,4) very common (100+),0.2495268125,0.09572015601245418
970,0.49964756,0,4,1) very rare (1-5),0.4068984575,0.07993035536041153
971,0.7901886,1,20,2) rare (6-20),0.90794975,0.027751876100770217
972,0.602097,1,68,3) common (21-100),0.20804018000000002,0.06658394884199006
973,0.51661986,0,63,3) common (21-100),0.47888919500000005,0.06410780334776318
974,0.6680959,0,46,3) common (21-100),0.4768967325,0.13025045398109816
975,0.14819615,1,1,1) very rare (1-5),0.2865425725,0.12185300089304846
976,0.5545884,1,0,1) very rare (1-5),0.6203572374999999,0.16120531897826515
977,0.617623,1,261,4) very common (100+),0.6570610575000001,0.13778378918756523
978,0.82812047,1,2,1) very rare (1-5),0.835873125,0.06752442667567657
979,0.12688021,1,6,2) rare (6-20),0.18679165,0.1137562047641967
980,0.2726128,0,111,4) very common (100+),0.35153015499999996,0.07985224700613924
981,0.23947574,1,18,2) rare (6-20),0.50766849,0.09140926321699186
982,0.9225019,0,1290,4) very common (100+),0.8373577275,0.12184043032711622
983,0.1914583,1,1070,4) very common (100+),0.2968309925,0.052210529030820685
984,0.74896014,0,62,3) common (21-100),0.6364551925,0.1271305480543625
985,0.056183048,0,0,1) very rare (1-5),0.06413327149999999,0.017308660870686582
986,0.6027228,1,142,4) very common (100+),0.37744561,0.191381958397936
987,0.3497217,1,1290,4) very common (100+),0.6526949325,0.18513952200344494
988,0.71066535,0,47,3) common (21-100),0.7911671200000001,0.009633953003507952
989,0.8668908,1,76,3) common (21-100),0.8449249825,0.08718640127758988
990,0.2694342,1,3,1) very rare (1-5),0.0250068295,0.005142622903361207
991,0.5097056,1,0,1) very rare (1-5),0.3659286115,0.18087472768285245
992,0.7298125,0,1070,4) very common (100+),0.7272931675000001,0.12500534684347134
993,0.07336706,1,32,3) common (21-100),0.0828590815,0.02531284916843572
994,0.46078604,1,1,1) very rare (1-5),0.22427819999999998,0.06264052195703951
995,0.28353316,1,38,3) common (21-100),0.1259711135,0.03902477812107004
996,0.16146804,1,0,1) very rare (1-5),0.07832264824999999,0.037124269744640136
997,0.32670757,0,118,4) very common (100+),0.5058071625,0.19076353836801418
998,0.96510834,0,62,3) common (21-100),0.934237825,0.047254860023934836
999,0.14809908,1,13,2) rare (6-20),0.35734557250000004,0.15600575363311048
1000,0.41532877,0,2,1) very rare (1-5),0.39315933249999996,0.06292013478121346
1001,0.56216115,0,0,1) very rare (1-5),0.3394432625,0.09155215419334337
1002,0.10118246,0,7,2) rare (6-20),0.12231475875,0.023618558630544746
1003,0.091235764,0,68,3) common (21-100),0.08148316024999999,0.06096312678223003
1004,0.035569947,1,16,2) rare (6-20),0.21128409250000002,0.11059901236582391
1005,0.46792063,1,5,1) very rare (1-5),0.37389787500000005,0.06459632596689013
1006,0.047118053,1,1,1) very rare (1-5),0.03857270525,0.01439283884174
1007,0.7967112,0,53,3) common (21-100),0.813724735,0.1659086793058027
1008,0.38993308,1,7,2) rare (6-20),0.41666128500000005,0.05035412715026171
1009,0.9584298,0,421,4) very common (100+),0.9720810200000001,0.00853074659879486
1010,0.9711591,0,24,3) common (21-100),0.97336063,0.008469518742815298
1011,0.055470597,1,0,1) very rare (1-5),0.12408400624999999,0.040210224953068745
1012,0.5121329,1,22,3) common (21-100),0.4894765675,0.13385838692837618
1013,0.31493822,1,76,3) common (21-100),0.5962039425,0.10036290958185162
1014,0.97134364,0,159,4) very common (100+),0.9697638625,0.023683023624881974
1015,0.46830824,0,118,4) very common (100+),0.397715825,0.19639748499168064
1016,0.9856689,0,178,4) very common (100+),0.9297452,0.022620805933448774
1017,0.6791666,1,146,4) very common (100+),0.575660975,0.13528469937287374
1018,0.104699805,1,94,3) common (21-100),0.07829985925,0.04447039840908913
1019,0.7807242,0,27,3) common (21-100),0.8931867725,0.05109547907635634
1020,0.9623231,0,39,3) common (21-100),0.879209825,0.04814175934863489
1021,0.8612044,1,1,1) very rare (1-5),0.8715612975,0.017050433994828935
1022,0.32332435,0,1,1) very rare (1-5),0.25373749500000004,0.10010740996572293
1023,0.14354841,0,223,4) very common (100+),0.3462298175,0.11710768231966003
1024,0.85476106,1,1,1) very rare (1-5),0.742765475,0.0794375456652072
1025,0.33784854,0,0,1) very rare (1-5),0.1476410585,0.04641521863945517
1026,0.34472054,0,85,3) common (21-100),0.499887355,0.20677876817280846
1027,0.04816423,1,8,2) rare (6-20),0.033984115499999995,0.009457979902271981
1028,0.12524739,1,0,1) very rare (1-5),0.16237043,0.08282734000880777
1029,0.18637678,1,0,1) very rare (1-5),0.3540383675,0.10599711723184584
1030,0.8283818,0,372,4) very common (100+),0.7006386525,0.19354213671443776
1031,0.08143064,1,5,1) very rare (1-5),0.07927505074999999,0.025422268220763596
1032,0.26607922,1,27,3) common (21-100),0.17364084,0.06870959500556671
1033,0.2924832,1,6,2) rare (6-20),0.12584448399999998,0.02921188459087975
1034,0.9392574,1,1,1) very rare (1-5),0.618850035,0.17969816819915743
1035,0.7262968,1,3,1) very rare (1-5),0.5217474775,0.08790638604139357
1036,0.7065544,1,5,1) very rare (1-5),0.3467318125,0.09549723569730917
1037,0.3129483,0,134,4) very common (100+),0.38303541249999995,0.11915699244551939
1038,0.821795,0,107,4) very common (100+),0.71493205,0.08454029611046024
1039,0.18237379,0,5,1) very rare (1-5),0.151847435,0.08317921390943488
1040,0.72788215,0,1070,4) very common (100+),0.7916284750000001,0.13206958942787275
1041,0.90529436,1,105,4) very common (100+),0.8559387625,0.031400202565854865
1042,0.32619193,1,20,2) rare (6-20),0.25348124,0.0700067274816942
1043,0.98205477,0,89,3) common (21-100),0.9923671425,0.0024875106434383057
1044,0.33387482,1,3,1) very rare (1-5),0.23468819000000002,0.08467486115141051
1045,0.4209747,1,70,3) common (21-100),0.46962667500000005,0.030377614015542367
1046,0.54395247,1,66,3) common (21-100),0.32030176,0.08065071573864549
1047,0.07656984,1,24,3) common (21-100),0.13470159,0.06616286493283902
1048,0.3909421,1,0,1) very rare (1-5),0.27918410250000003,0.14291964339716434
1049,0.59940076,1,42,3) common (21-100),0.5775087475,0.1652839971245576
1050,0.7200736,0,1070,4) very common (100+),0.701161165,0.11187241862142305
1051,0.035682548,1,13,2) rare (6-20),0.11907777124999999,0.10060656246079368
1052,0.65632224,0,700,4) very common (100+),0.5028594875,0.07525071533538714
1053,0.3579171,1,75,3) common (21-100),0.6517685074999999,0.11679524235684074
1054,0.433992,1,4,1) very rare (1-5),0.63948606,0.1382375471328734
1055,0.27017307,1,10,2) rare (6-20),0.409938245,0.04554825005920453
1056,0.08684301,1,19,2) rare (6-20),0.176857355,0.058186405393249936
1057,0.7927482,0,42,3) common (21-100),0.6700994650000001,0.14381468007931136
1058,0.033651333,0,23,3) common (21-100),0.07408967824999999,0.04313157185092266
1059,0.86429554,0,0,1) very rare (1-5),0.897681325,0.03873069174419265
1060,0.34260574,1,0,1) very rare (1-5),0.39220527250000004,0.17407437615871
1061,0.9332068,0,1290,4) very common (100+),0.7857988174999999,0.08130028392582905
1062,0.5750105,0,1070,4) very common (100+),0.6372108675,0.09435978114046771
1063,0.12678704,1,3,1) very rare (1-5),0.0949113075,0.01955722580550649
1064,0.26615885,0,16,2) rare (6-20),0.56252289,0.19412453132430574
1065,0.6886849,0,18,2) rare (6-20),0.32717082500000005,0.15184069173909714
1066,0.822632,0,1000,4) very common (100+),0.7431155049999999,0.0902510396921959
1067,0.019544823,1,0,1) very rare (1-5),0.05349547675,0.012660953195542453
1068,0.7074065,0,421,4) very common (100+),0.678926785,0.12636474103585493
1069,0.33402118,1,0,1) very rare (1-5),0.2351509125,0.11508817149868104
1070,0.31252477,0,3,1) very rare (1-5),0.222775045,0.151742795926645
1071,0.119487494,0,105,4) very common (100+),0.1776496775,0.09217228847599541
1072,0.69883394,1,91,3) common (21-100),0.719557045,0.11435113131832944
1073,0.79423976,1,2,1) very rare (1-5),0.6261060025,0.07938585777899941
1074,0.47902137,1,7,2) rare (6-20),0.5206700375,0.0686211685454927
1075,0.29065505,1,1,1) very rare (1-5),0.3277741925,0.12404816219010488
1076,0.79948324,1,20,2) rare (6-20),0.67226775,0.1608509954237174
1077,0.84074855,0,1290,4) very common (100+),0.6899028700000001,0.17246937751986727
1078,0.97007096,0,22,3) common (21-100),0.8924115975,0.06781868567244223
1079,0.41241178,1,3,1) very rare (1-5),0.527547115,0.06379859195027955
1080,0.27884638,0,0,1) very rare (1-5),0.22505561000000002,0.05776195786920705
1081,0.12913252,1,2,1) very rare (1-5),0.13126434250000002,0.0698947391932048
1082,0.82345647,0,1290,4) very common (100+),0.639050275,0.1321077980135233
1083,0.88012564,0,106,4) very common (100+),0.7937216575,0.019690775628814616
1084,0.24914354,0,17,2) rare (6-20),0.3699809575,0.07267452866335578
1085,0.14025956,0,2,1) very rare (1-5),0.231664816,0.14411614629577488
1086,0.9381048,1,3,1) very rare (1-5),0.8800722075,0.030595231951248046
1087,0.54878944,0,3,1) very rare (1-5),0.49828491999999996,0.029196418139582635
1088,0.08580946,1,2,1) very rare (1-5),0.1420786175,0.02089502796518274
1089,0.4004538,1,134,4) very common (100+),0.259402315,0.08270573607286515
1090,0.3386625,0,14,2) rare (6-20),0.29083085,0.039740892847656924
1091,0.2470066,0,1,1) very rare (1-5),0.2611276625,0.031310621013438386
1092,0.3121555,0,0,1) very rare (1-5),0.43719872750000005,0.032529226825188585
1093,0.91175395,0,11,2) rare (6-20),0.962633185,0.009410433915111188
1094,0.27232793,1,1,1) very rare (1-5),0.31712131375,0.15759799509264058
1095,0.9505828,0,274,4) very common (100+),0.9504071425,0.029634676020613385
1096,0.41578996,0,166,4) very common (100+),0.22758002500000002,0.09330494774681364
1097,0.87535393,0,1290,4) very common (100+),0.8223253574999999,0.06783872908425259
1098,0.79446644,0,7,2) rare (6-20),0.87572525,0.04067004347246881
1099,0.19602561,1,1,1) very rare (1-5),0.1910817025,0.05591812336749973
1100,0.09475102,1,1,1) very rare (1-5),0.47363929250000003,0.14697092236855788
1101,0.9303387,0,1000,4) very common (100+),0.8765120025,0.07902820200792258
1102,0.8374919,0,1,1) very rare (1-5),0.5281658475000001,0.20836461127123834
1103,0.34947988,1,81,3) common (21-100),0.17356493675,0.1526231470474114
1104,0.506018,0,105,4) very common (100+),0.262044335,0.03747502278667587
1105,0.7879241,0,237,4) very common (100+),0.7609713725,0.059502184523728796
1106,0.48148644,1,4,1) very rare (1-5),0.6350295375,0.08330475033756611
1107,0.48040774,1,62,3) common (21-100),0.48813032250000005,0.06848876093140262
1108,0.29725254,1,0,1) very rare (1-5),0.22067552375,0.106019099905388
1109,0.955765,0,84,3) common (21-100),0.929790875,0.019782362958880157
1110,0.29816183,1,81,3) common (21-100),0.2741065675,0.15497130243067642
1111,0.8554831,0,1290,4) very common (100+),0.61781598,0.15175368437625034
1112,0.9285939,0,1290,4) very common (100+),0.6716074375,0.1629775389411836
1113,0.6454953,0,700,4) very common (100+),0.60873862,0.22953915756302495
1114,0.07193124,1,0,1) very rare (1-5),0.0662400115,0.04685817084292216
1115,0.119972244,1,8,2) rare (6-20),0.24063201250000002,0.14646216836779138
1116,0.087908916,1,2,1) very rare (1-5),0.10107886925000001,0.045949804864295514
1117,0.026744194,1,274,4) very common (100+),0.05413107125,0.008872822756252612
1118,0.15220356,0,4,1) very rare (1-5),0.1406729375,0.04406271295959679
1119,0.033478312,1,0,1) very rare (1-5),0.037919023999999996,0.015546769436861986
1120,0.71746415,0,145,4) very common (100+),0.63739634,0.13189667061391505
1121,0.98132414,0,421,4) very common (100+),0.9832128375,0.003259557611351382
1122,0.24004932,1,0,1) very rare (1-5),0.1623467325,0.07424358333749773
1123,0.115011014,1,76,3) common (21-100),0.1857512225,0.0884740659023723
1124,0.62169915,1,0,1) very rare (1-5),0.3949501025,0.13932414073375374
1125,0.68172616,1,28,3) common (21-100),0.8318803899999999,0.08398284819827975
1126,0.49969357,1,0,1) very rare (1-5),0.46463691500000004,0.049857649772181135
1127,0.32520032,1,39,3) common (21-100),0.5149450225000001,0.20210419240830502
1128,0.13496582,1,1,1) very rare (1-5),0.48558391749999996,0.16788387238734134
1129,0.7126149,0,21,3) common (21-100),0.688989225,0.11268328833774276
1130,0.025062773,1,6,2) rare (6-20),0.04298177375,0.02008679561102123
1131,0.06597716,1,4,1) very rare (1-5),0.1029094185,0.017628432027004183
1132,0.7437897,0,1,1) very rare (1-5),0.681292325,0.1348151445189741
1133,0.14790909,1,36,3) common (21-100),0.3471254,0.13424699973534399
1134,0.91398966,0,1000,4) very common (100+),0.85007142,0.09144429560604858
1135,0.35407898,1,4,1) very rare (1-5),0.4131979425,0.05864736165806113
1136,0.4153224,0,5,1) very rare (1-5),0.26305387999999996,0.13651429167090381
1137,0.040815413,1,0,1) very rare (1-5),0.04312341975,0.0195068029723821
1138,0.56160736,1,3,1) very rare (1-5),0.6600805574999999,0.05994275325394153
1139,0.10254073,1,3,1) very rare (1-5),0.04418392475,0.012333051267151621
1140,0.5124837,0,700,4) very common (100+),0.5225482875,0.13416122941637415
1141,0.15291771,0,1,1) very rare (1-5),0.1638896425,0.05977561465874122
1142,0.4284791,0,71,3) common (21-100),0.40866642,0.10792792094289225
1143,0.019487942,1,6,2) rare (6-20),0.07457321575,0.07807911227259072
1144,0.18715875,1,8,2) rare (6-20),0.1782431625,0.08077806966175732
1145,0.97823,1,89,3) common (21-100),0.9592400999999999,0.033181280246645815
1146,0.5859514,1,1290,4) very common (100+),0.6834578124999999,0.16659254532876724
1147,0.7424102,1,54,3) common (21-100),0.557640655,0.11939892390476171
1148,0.43057132,0,22,3) common (21-100),0.37900994,0.05444654989219794
1149,0.7386198,1,3,1) very rare (1-5),0.8422963824999999,0.02666220329245726
1150,0.0481919,1,39,3) common (21-100),0.0559462075,0.031412290467837736
1151,0.5186195,1,0,1) very rare (1-5),0.399221825,0.16365761674651297
1152,0.7522229,0,3,1) very rare (1-5),0.7445890399999999,0.09944535433654907
1153,0.23404,0,1,1) very rare (1-5),0.492248915,0.21015178913294713
1154,0.53004444,1,160,4) very common (100+),0.6704699325,0.16319832983893987
1155,0.7505119,1,0,1) very rare (1-5),0.6358112025,0.1586626857810765
1156,0.0994423,1,4,1) very rare (1-5),0.08621447825,0.059624657466302466
1157,0.49834087,0,37,3) common (21-100),0.530464955,0.1725314804938747
1158,0.7724292,0,4,1) very rare (1-5),0.8184771375000001,0.08092336535407567
1159,0.12822913,1,0,1) very rare (1-5),0.08785142400000001,0.02988791971349793
1160,0.21784598,0,55,3) common (21-100),0.21278415,0.03858217488864125
1161,0.4299816,1,1070,4) very common (100+),0.464361015,0.15038258998069784
1162,0.9268579,0,421,4) very common (100+),0.9548861325,0.009025607321342359
1163,0.575229,0,700,4) very common (100+),0.59138399,0.053228236038937546
1164,0.6963579,0,237,4) very common (100+),0.40823191249999996,0.16068072787995696
1165,0.49542058,1,142,4) very common (100+),0.43708289499999997,0.09145760369961631
1166,0.64613867,1,76,3) common (21-100),0.6786305825000001,0.0948778157926784
1167,0.9702105,0,89,3) common (21-100),0.959886275,0.021432604782846056
1168,0.12713516,1,1,1) very rare (1-5),0.12752182625,0.06845283664995268
1169,0.06118679,0,1,1) very rare (1-5),0.11045484,0.07498744526010104
1170,0.2804802,0,42,3) common (21-100),0.5081196025000001,0.10633830256629156
1171,0.3904649,1,1,1) very rare (1-5),0.452878735,0.16717270742444973
1172,0.22861166,1,25,3) common (21-100),0.4149584825,0.11472633305186682
1173,0.96163636,0,10,2) rare (6-20),0.9387580999999999,0.033304426701190944
1174,0.73092604,1,105,4) very common (100+),0.80744681,0.05947518661056304
1175,0.43734995,0,17,2) rare (6-20),0.584972915,0.10009335040592618
1176,0.10960715,1,0,1) very rare (1-5),0.160469525,0.0660949510936866
1177,0.4417566,1,4,1) very rare (1-5),0.3978730425,0.08547954974423952
1178,0.5615556,1,0,1) very rare (1-5),0.73960011,0.11890928293395917
1179,0.11248241,1,0,1) very rare (1-5),0.210637635,0.11613366919222531
1180,0.057108052,1,0,1) very rare (1-5),0.0986666465,0.04472288800707918
1181,0.54039127,0,1290,4) very common (100+),0.44196936,0.07610632137845581
1182,0.37849504,1,11,2) rare (6-20),0.5053302799999999,0.09926553970351618
1183,0.080111906,1,4,1) very rare (1-5),0.154624655,0.03748018320278922
1184,0.9474402,0,70,3) common (21-100),0.9588047925,0.01502639398050705
1185,0.52585834,0,1290,4) very common (100+),0.6336926949999999,0.10497715638181825
1186,0.19156255,1,275,4) very common (100+),0.41333680250000004,0.12936795407654444
1187,0.43768734,1,78,3) common (21-100),0.520651825,0.1930155863266018
1188,0.96616805,0,142,4) very common (100+),0.803769425,0.07401548014205322
1189,0.48063493,1,1,1) very rare (1-5),0.48231911499999996,0.1762779419407779
1190,0.9321961,1,1070,4) very common (100+),0.6641259374999999,0.1475517876704807
1191,0.98952454,0,211,4) very common (100+),0.9670512824999999,0.012788322317451119
1192,0.11267764,1,1,1) very rare (1-5),0.19532192850000002,0.05602395814181489
1193,0.25819746,1,5,1) very rare (1-5),0.30822743750000003,0.13434815619524862
1194,0.03134607,1,2,1) very rare (1-5),0.029667332,0.012588637218334298
1195,0.26707438,1,275,4) very common (100+),0.28153631125,0.17444780606866128
1196,0.701863,1,18,2) rare (6-20),0.5803797125,0.14890896448682114
1197,0.08170575,1,3,1) very rare (1-5),0.0773387605,0.035195325952937756
1198,0.11397664,1,24,3) common (21-100),0.12704018849999998,0.04574925713793085
1199,0.18236406,1,0,1) very rare (1-5),0.14962363,0.05283414196970128
1200,0.7626193,1,142,4) very common (100+),0.6710000924999999,0.13082404447771506
1201,0.2726444,1,86,3) common (21-100),0.39094158999999995,0.07813656019137105
1202,0.23806624,1,0,1) very rare (1-5),0.26174914,0.1112609470676079
1203,0.051430847,1,92,3) common (21-100),0.028577796750000002,0.004973859655643764
1204,0.31855416,1,0,1) very rare (1-5),0.39883919125,0.20521889078908137
1205,0.08820371,1,1,1) very rare (1-5),0.2041553325,0.10786486236660005
1206,0.33849475,1,160,4) very common (100+),0.3196027025,0.06911527632870405
1207,0.67127055,1,69,3) common (21-100),0.7277963675,0.07926136420856297
1208,0.2534583,1,1,1) very rare (1-5),0.2937040325,0.11637184248015203
1209,0.06700973,1,0,1) very rare (1-5),0.0865150965,0.015915011975544558
1210,0.5059768,1,1070,4) very common (100+),0.6173711825,0.0772006233466953
1211,0.065690294,1,5,1) very rare (1-5),0.147125551,0.08694917831959628
1212,0.31432897,1,1,1) very rare (1-5),0.48733354749999996,0.11827049610137884
1213,0.24860273,1,372,4) very common (100+),0.435031155,0.11209144292163464
1214,0.4721329,1,2,1) very rare (1-5),0.770035955,0.0432507229022802
1215,0.34011197,1,1,1) very rare (1-5),0.139126884,0.028484878125731524
1216,0.1726382,1,86,3) common (21-100),0.18127464000000001,0.06449265729342062
1217,0.9131823,0,700,4) very common (100+),0.8919828625,0.03833430699203025
1218,0.1632421,1,4,1) very rare (1-5),0.2030447625,0.073629068240915
1219,0.8956413,0,372,4) very common (100+),0.84196614,0.060447413762449775
1220,0.8905903,0,2,1) very rare (1-5),0.69730624,0.047184631598474934
1221,0.06941285,1,0,1) very rare (1-5),0.18042867499999998,0.07760027131942145
1222,0.52328944,0,1070,4) very common (100+),0.43797760750000003,0.149533781589904
1223,0.15743777,1,5,1) very rare (1-5),0.36904115000000004,0.05330830760188745
1224,0.38489786,1,0,1) very rare (1-5),0.5830622974999999,0.2738069290743317
1225,0.811049,0,4,1) very rare (1-5),0.8423753625,0.03943671811925427
1226,0.29207605,1,3,1) very rare (1-5),0.2874242675,0.09908362368764008
1227,0.07274528,1,0,1) very rare (1-5),0.12139628225,0.05258287824628968
1228,0.3624336,1,17,2) rare (6-20),0.219929359,0.1704979275579049
1229,0.18770319,1,0,1) very rare (1-5),0.20737602500000002,0.08356467107271992
1230,0.40062124,0,268,4) very common (100+),0.50615437,0.08731571489688268
1231,0.09148147,1,1,1) very rare (1-5),0.13236541699999999,0.07914678550642898
1232,0.15687108,1,1,1) very rare (1-5),0.16881980125,0.046197786831443884
1233,0.388319,0,421,4) very common (100+),0.2830932325,0.15948191466594175
1234,0.30494523,1,1290,4) very common (100+),0.298420415,0.13920634507495652
1235,0.3272301,1,2,1) very rare (1-5),0.330723775,0.09320258338970452
1236,0.7041826,1,58,3) common (21-100),0.76802634,0.05176003092716569
1237,0.19464986,0,14,2) rare (6-20),0.21674574375000003,0.09832425520661899
1238,0.2560106,1,36,3) common (21-100),0.31744287499999996,0.08272166814779562
1239,0.118231215,1,0,1) very rare (1-5),0.179411455,0.07507608999624198
1240,0.727158,1,5,1) very rare (1-5),0.9069646925,0.0543524906531234
1241,0.7802345,1,15,2) rare (6-20),0.628855205,0.10223878588737119
1242,0.15929954,1,18,2) rare (6-20),0.275556115,0.03466525802226596
1243,0.8830005,1,1290,4) very common (100+),0.820739275,0.07887549930908126
1244,0.22123441,1,14,2) rare (6-20),0.31841458749999996,0.02911004701840189
1245,0.4345058,0,66,3) common (21-100),0.429156195,0.06853902931971007
1246,0.016528074,1,88,3) common (21-100),0.0992307745,0.04572335288657925
1247,0.1435585,1,19,2) rare (6-20),0.16512487150000002,0.08904659530989592
1248,0.5729959,1,19,2) rare (6-20),0.59375213,0.20766279780641908
1249,0.28480235,1,3,1) very rare (1-5),0.42769343,0.14468259185040597
1250,0.11244238,1,7,2) rare (6-20),0.041204581500000004,0.012848843624297956
