,Template,Frequency,Class
216,[C:1]-[P:3]=[O:2]>>Br-[C:1].C-[O:2]-[P:3]_000_000_000,2,217
217,[c:1]-[C:2]>>I-[c:1].C-N(-C)-[C:2]_00_00_00,2,218
218,[c:1]:[n:2]:[n:3]:[c:4]>>C-C-O-[C:1].[N:2]-[N:3]=[C:4]_0100_0000_0000,2,219
219,[C:1]-[C:2]-[O:3]>>[Br]-[Mg]-[C:1].[C:2]=[O:3]_00-1_000_000,2,220
220,[c:2]1:[c:3]:[c:4]:[s:5]:[n:1]:1>>[N:1]-[C:2]=[C:3]-[C:4]=[S:5]_20000_00000_00000,2,221
221,[C:2]=[C:3].[C:1]-[C:5]-[O:4]>>Br-[C:1].[c:2]:[c:3].[O:4]=[c:5]_000-10_00000_00000,2,222
222,[c:1]-[c:2]>>Br-[c:1].[c:2]-B1-O-C-C-C-O-1_00_00_00,2,223
223,[N:1]-[C:2]>>[N:1].C-C(-C)(-C)-O-C(=O)-O-[C:2]_20_10_00,3,224
224,[c:1]-[C:2]>>Cl-[c:1].[C:2]-[Cu]_00_00_00,3,225
225,[c:1]-[c:2]>>Cl-[c:1].[Zn+]-[c:2]_00_00_00,3,226
226,[C:1]-[C:2]>>Cl-[C:1].[C:2]-[Mg+]_00_00_00,3,227
227,[c:1]:[c:3]:[c:4]:[c:5]:[n:2]>>[c:1].[N:2].C-O-[C:3]-[C:4]-[C:5]=O_11010_00000_00000,3,228
228,[C:1]-[C:2]-[O:3]>>I-[C:1].[C:2]=[O:3]_00-1_000_000,3,229
229,[c:1]-[C:2]>>Br-[c:1].C-[CH2]-[Sn](-[C:2])(-[CH2]-C)-[CH2]-C_00_00_00,3,230
230,[C:1]1-[C:2]-[O:3]-1>>C-[S+](-C)-[C:1].[C:2]=[O:3]_100_000_000,3,231
231,[C:1]-[c:2]>>I-[C:1].I-[c:2]_00_00_00,3,232
232,[c:1]-[c:2]>>Br-[c:1].[Mg+]-[c:2]_00_00_00,3,233
233,[O:1]-[C:2]>>[O:1].Br-[C:2]_10_00_01,3,234
234,[n:1]:[c:3]:[n:2]>>[N:1].[N:2].O=[C:3]_121_000_000,3,235
235,[N:1]-[S:2]>>[N:1].F-[S:2]_10_00_00,3,236
236,[C:1]1-[C:2]-[O:3]-1>>[C:1]=[C:2].C-C(=O)-O-[O:3]_001_000_000,3,237
237,[c:1]1:[n:3]:[n:4]:[n:5]:[n:2]:1>>[C:1]#[N:2].C-C-C-[CH2]-[Sn](-[CH2]-C-C-C)(-[CH2]-C-C-C)-[N:3]=[N:4]=[N:5]_00-100_0001-1_00000,3,238
238,[O:3].[c:1]-[C:2]>>[c:1].[C:2]-[O:3]_10-1_000_000,3,239
239,[C:1]-[C:2]>>Cl-[C:1].Br-[C:2]_00_00_00,3,240
240,[c:2]:[s:3]:[n:1]>>[N:1].[C:2]=[S:3]_200_000_000,3,241
241,[N:1]-[C:2]=[N:3]>>[N:1].[C:2]#[N:3]_10-1_000_000,3,242
242,[C:1]-[S:3]=[O:2]>>Br-[C:1].[O:2]-[S:3]_010_000_000,3,243
243,[n:1]:[c:2]>>[N:1].F-[c:2]_10_00_00,3,244
244,[O:3]-[C:4].[C:1]=[C:2]>>[c:1]:[c:2].[O:3]=[c:4]_00-1-1_0000_0000,3,245
245,[c:1]-[c:2]>>Cl-[c:1].[Mg+]-[c:2]_00_00_00,3,246
246,[n:1]:[c:2]>>[N:1].O=[C:2]_20_00_00,3,247
247,[c:1]-[C:2]>>Br-[c:1].[Br]-[Zn]-[C:2]_00_00_00,3,248
248,[C:2]-[C:3]-[Cl:1]>>[Cl:1].[C:2]=[C:3]_1-10_000_000,3,249
249,[N:1]-[C:2]>>[N:1].[C:2]-O-C-c1:c:c:c:c:c:1_10_00_00,3,250
250,[C:2]-[N:1]-[C:3]>>[N:1].Cl-[C:2].Br-[C:3]_200_000_000,3,251
251,[C:2]1-[C:3]-[O:1]-1>>C-C(-C)(-C)-O-[O:1].[C:2]=[C:3]_100_000_000,3,252
252,[C:1]-[c:2]>>Cl-[C:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C_00_00_00,3,253
253,[C:2]-[N:1]-[C:3]>>[N:1].I-[C:2].I-[C:3]_200_000_000,3,254
254,[O:1]-[C:2]>>[O:1].F-[C:2]_10_00_00,3,255
255,[O:1]-[C:2]>>[O:1].C-S(=O)(=O)-O-[C:2]_10_00_02,3,256
256,[N:4]-[C:3](-[N:1])=[S:2]>>[N:1].[S:2]-[C:3]#[N:4]_100-2_0-100_0000,3,257
257,[c:1]-[C:2]>>Br-[c:1].C=C-B1-O-B(-[C:2])-O-B(-C=C)-O-1_00_00_00,3,258
258,[N:4]-[c:3](:[n:1]):[n:2]>>[N:1].[N:2].S=[C:3]=[N:4]_210-1_0000_0000,3,259
259,[c:4]1:[c:3]:[n:1]:[n:2]:[c:5]:1>>[N:1]-[N:2].O=[C:3]-[C:4]-[C:5]=O_21010_00000_00000,4,260
260,[c:1]-[C:2]>>I-[c:1].C-O-N(-C)-[C:2]_00_00_00,4,261
261,[c:1]-[C:2]>>I-[c:1].[C:2]-[Zn+]_00_00_00,4,262
262,[N:1]-[C:2]>>[N:1].O-[C:2]_10_00_01,4,263
263,[C:1]-[P:3]=[O:2]>>Cl-[C:1].C-C-[O:2]-[P:3]_000_000_000,4,264
264,[c:1]:[n:2]:[c:3]:[n:4]>>O=[C:1].[N:2]=[C:3]\[N:4]_0200_0000_0000,4,265
265,[c:1]:[n:3]:[n:4]:[c:2]>>F-[c:1].O=[C:2].[N:3]-[N:4]_0012_0000_0000,4,266
266,[c:1]-[c:2]>>I-[c:1].I-[c:2]_00_00_00,4,267
267,[N:1]-[C:2]>>[N:1].O-[C:2]_10_00_02,4,268
268,[C:1]-[c:2]>>Br-[C:1].I-[c:2]_00_00_00,4,269
269,[c:1]-[C:2]>>C-C1(-C)-O-B(-[c:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[C:2]_00_00_00,4,270
270,[N:1]-[C:2]>>[N:1].F-[C:2]_10_00_00,4,271
271,[Br:1]-[C:2]-[C:3]>>[Br:1].[C:2]=[C:3]_10-1_000_000,4,272
272,[C:1]-[S:3]=[O:2]>>Br-[C:1].[O:2]-[S:3]_000_0-10_000,4,273
273,[c:3]1:[c:2]:[n:1]:[c:5]:[c:4]:1>>[N:1].O=[C:2]-[C:3]-[C:4]-[C:5]=O_30110_10000_00000,4,274
274,[c:1]-[S:3]=[O:2]>>I-[c:1].[O:2]-[S:3]_000_0-10_000,4,275
275,[C:1]-[N:3]-[C:2]=[O:4]>>[C:1]-[C:2]=[N:3]-[O:4]_00-11_0000_0000,4,276
276,[c:1]-[C:2]>>Cl-[c:1].C-B1-O-B(-C)-O-B(-[C:2])-O-1_00_00_00,4,277
277,[N:1]-[C:2]>>[N:1].C-S(=O)(=O)-O-[C:2]_00_-10_02,4,278
278,[O:4]-[c:3](:[c:1]):[c:5]:[c:6]:[n:2]>>[c:1].[N:2].C-C-O-[C:3](=[O:4])-[C:5]-[C:6]=O_120-110_000000_000000,4,279
279,[C:1]-[c:2]>>I-[C:1].O-B(-O)-[c:2]_00_00_00,4,280
280,[c:1]-[B:2]>>I-[c:1].C-C1(-C)-O-B(-[B:2])-O-C-1(-C)-C_00_00_00,4,281
281,[N:1]-[C:2]>>[N:1].C-S(=O)(=O)-O-[C:2]_00_-10_01,4,282
282,[N:1]-[C:2]>>[N:1].O=C(-O-[C:2])-c1:c:c:c:c:c:1_10_00_00,4,283
283,[O:1]-[S:2]>>[O:1].F-[S:2]_10_00_00,4,284
284,[c:1]:[c:2]>>[C:1].O=[C:2]_20_00_00,4,285
285,[C:1]1-[C:3]-[C:4]=[C:5]-[C:6]-[C:2]-1>>[C:1]=[C:2].[C:3]=[C:4]-[C:5]=[C:6]_000000_000000_000000,4,286
286,[C:1]1-[C:2]-[C:3]-[C:4]-[N:5]-[C:6]-1>>[c:1]1:[c:2]:[c:3]:[c:4]:[n:5]:[c:6]:1_-1-1-1-1-1-1_000000_000000,4,287
287,[N:1]-[C:2]>>[N:1].C-C-C-C-O-[C:2]_10_00_00,4,288
288,[c:4]1:[c:3]:[c:2]:[n:1]:[s:5]:1>>[N:1]-[C:2]=[C:3]-[C:4]=[S:5]_20000_00000_00000,4,289
289,[n:1]:[c:2]:[n:3]:[n:4]>>[n:1].O=[C:2].[N:3]-[N:4]_0121_0000_0000,5,290
290,[N:1]-[c:2]>>[N:1].Br-[c:2]_00_-10_00,5,291
291,[S:1]-[C:3]-[S:2]>>[S:1].[S:2].O=[C:3]_110_000_000,5,292
292,[n:1]-[C:2]>>[n:1].C-C(=O)-O-[C:2]_10_00_00,5,293
293,[C:1]-[c:2]>>Br-[C:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C_00_00_00,5,294
294,[c:1]:[c:3]:[c:4]:[c:5]:[n:2]>>[c:1].[N:2].O=[C:3]/[C:4]=[C:5]_12001_00000_00000,5,295
295,[C:1]-[S:3]=[O:2]>>Cl-[C:1].[O:2]-[S:3]_000_0-10_000,5,296
296,[c:2]:[c:4]:[c:3]:[n:1]>>[N:1].O=[C:2].O=[C:3]-[C:4]_2002_0000_0000,5,297
297,[N:1]-[C:2]>>[N:1].C-C-O-[C:2]_20_10_00,5,298
298,[C:1]-[C:2]>>Br-[C:1].[C:2]-[Mg+]_00_00_00,5,299
299,[N:1]-[c:2]>>[N:1].Br-[c:2]_20_10_00,5,300
300,[c:1]:[c:3]:[c:4]:[c:5]:[n:2]>>[c:1].[N:2].O-[C:3]-[C:4](-O)-[C:5]-O_12101_00000_00000,5,301
301,[c:1]-[C:2]>>F-C(-F)(-F)-S(=O)(=O)-O-[c:1].C-C-C-[CH2]-[Sn](-[C:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,6,302
302,[N:1]-[C:2]>>[N:1].C-C-C(=O)-O-[C:2]_10_00_00,6,303
303,[C:1]-[C:2]-[O:3]>>Cl-[C:1].[C:2]=[O:3]_00-1_000_000,6,304
304,[N:2]-[C:3]-[c:1]>>[c:1].[N:2].O=[C:3]_110_000_000,6,305
305,[S:1]-[c:2]>>[S:1].F-[c:2]_00_-10_00,6,306
306,[S:1]-[C:2]>>[S:1].Cl-[C:2]_00_-10_00,6,307
307,[c:1]-[c:2]>>I-[c:1].[CH3]-[Sn](-[CH3])(-[CH3])-[c:2]_00_00_00,6,308
308,[c:2]1:[c:3]:[c:4]:[c:5]:[n:1]:1>>[N:1].O=[C:2]-[C:3]-[C:4]-[C:5]=O_30110_10000_00000,6,309
309,[C:1]1-[C:3]-[O:2]-1>>[C:1]=[O:2].C-[S+](-C)(=O)-[C:3]_001_000_000,6,310
310,[N:1]-[C:2]>>[N:1].C-C(-C)(-C)-C(=O)-O-[C:2]_10_00_00,6,311
311,[C:1]-[C:2]>>[C:1].Cl-[C:2]_10_00_00,6,312
312,[C:1]-[c:2]>>F-C(-F)(-F)-S(=O)(=O)-O-[C:1].C-C-C-[CH2]-[Sn](-[c:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,6,313
313,[c:1]:[n:2]:[c:3]:[c:4]>>Cl-[c:1].[N:2]-[C:3]=[C:4]_0100_0000_0000,6,314
314,[c:1]-[C:2]>>Br-[c:1].[C:2]-[Sn](-[CH3])(-[CH3])-[CH3]_00_00_00,6,315
315,[c:1]-[C:2]>>Br-[c:1].C-[Si](-C)(-C)-[C:2]_00_00_00,6,316
316,[N:1]-[C:2]>>[N:1].Cl-C-C(=O)-O-[C:2]_10_00_00,6,317
317,[c:1]-[C:2]>>Br-[c:1].Br-[C:2]_00_00_00,6,318
318,[c:2]:[c:3]:[n:1]>>[N:1].[C:2]#[C:3]_1-10_000_000,6,319
319,[C:1]-[c:2]>>Cl-[C:1].[Zn+]-[c:2]_00_00_00,6,320
320,[C:1]1-[C:2]-[C:3]-1>>I-[C:1]-I.[C:2]=[C:3]_000_000_000,6,321
321,[c:1]-[C:2]>>[c:1].Br-[C:2]_10_00_00,6,322
322,[c:4]1:[c:3]:[c:2]:[n:1]:[c:5]:1>>[N:1].O=[C:2]-[C:3]-[C:4]-[C:5]=O_20110_00000_00000,6,323
323,[N:1]-[c:2]>>O=C(-[N:1])-[c:2]_00_00_00,6,324
324,[c:1]:[n:2]:[n:3]:[c:4]>>Br-[c:1].[N:2]-[N:3]=[C:4]_0100_0000_0000,6,325
325,[C:1]=[C:2]>>Br-[C:1]-Br.O=[C:2]_00_00_00,6,326
326,[C:3]1-[C:1]-[C:2]-[C:6]-[C:5]=[C:4]-1>>[C:1]=[C:2].[C:3]=[C:4]-[C:5]=[C:6]_000000_000000_000000,6,327
327,[C:3]1-[C:1]-[O:2]-1>>[C:1]=[O:2].C-[S+](-C)(=O)-[C:3]_001_000_000,7,328
328,[n:1]:[c:3]:[n:2]>>[N:1].[N:2].O=[C:3]_211_000_000,7,329
329,[c:1]-[C:2]>>I-[c:1].O-B(-O)-[C:2]_00_00_00,7,330
330,[c:1]-[C:2]>>Br-[c:1].[C:2]-[Mg+]_00_00_00,7,331
331,[c:1]-[C:2]=[N:3]>>[c:1].O=[C:2]-[N:3]_101_000_000,7,332
332,[c:1]-[C:2]>>[c:1].C-C(=O)-O-[C:2]_10_00_00,7,333
333,[c:1]-[Sn:2]>>[c:1].[Cl]-[Sn:2]_10_00_00,7,334
334,[C:1]1-[C:2]-[C:3]-1>>[C:1]=[C:2].C-[S+](-C)(=O)-[C:3]_001_000_000,7,335
335,[C:1]=[C:2]>>O=[C:1].C-O-P(=O)(-[C:2])-O-C_01_00_00,7,336
336,[C:1]-[C:2]>>[C:1].Br-[C:2]_10_00_00,7,337
337,[c:2]:[c:3]:[c:4]:[n:1]>>[N:1].I-[c:2].[C:3]#[C:4]_1000_0000_0000,7,338
338,[c:1]-[c:2]>>Br-[c:1].Cl-[c:2]_00_00_00,7,339
339,[N:1]-[C:2]>>[N:1].C-O-[C:2]_20_10_00,7,340
340,[N:4]-[c:3](:[n:1]):[n:2]>>[N:1].[N:2].S=[C:3]=[N:4]_120-1_0000_0000,7,341
341,[C:1]1-[C:2]-[C:3]-[C:4]=[C:5]-[C:6]-1>>[C:1]=[C:2].[C:3]=[C:4]-[C:5]=[C:6]_000000_000000_000000,8,342
342,[c:1]-[C:2]>>[Mg+]-[c:1].C-O-N(-C)-[C:2]_00_00_00,8,343
343,[c:1]-[C:2]>>I-[c:1].[C:2]-[Cu]_00_00_00,8,344
344,[S:1]-[c:2]>>[S:1].Br-[c:2]_00_-10_00,8,345
345,[c:1]1:[c:2]:[n:3]:[n:4]:[n:5]:1>>[C:1]#[C:2].[N:3]=[N:4]=[N:5]_00000_0001-1_00000,8,346
346,[C:1]-[c:2]>>C-C1(-C)-O-B(-[C:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_00_00_00,8,347
347,[n:1]:[c:3]:[n:2]>>[N:1].[N:2].[C:3](-n1:c:c:n:c:1)-n1:c:c:n:c:1_110_000_000,8,348
348,[c:1]-[c:2]>>Br-[c:1].C-C1(-C)-C-O-B(-[c:2])-O-C-1_00_00_00,9,349
349,[c:1]-[S:3]=[O:2]>>Br-[c:1].[O:2]-[S:3]_000_0-10_000,9,350
350,[C:1]-[C:2]-[C:3]-[N:4]>>[c:1]:[c:2]:[c:3]:[n:4]_-1-1-1-1_0000_0000,9,351
351,[C:1]-[C:2]>>[C:1].C-S(=O)(=O)-O-[C:2]_00_-10_00,9,352
352,[c:1]-[C:2]>>I-[c:1].C-C-C-[CH2]-[Sn](-[C:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,9,353
353,[N:1]-[C:3]-[N:2]>>[N:1].C-[Si](-C)(-C)-[N:2]=[C:3]_1-20_000_000,9,354
354,[c:2]:[n:4]:[c:3]:[n:1]>>[N:1].O-[C:2].O=[C:3]-[N:4]_2001_0000_0000,9,355
355,[c:1]-[C:2]>>Cl-[c:1].[C:2]-[Mg+]_00_00_00,9,356
356,[S:1]-[C:2]>>[S:1].I-[C:2]_10_00_00,9,357
357,[c:1]-[C:2]>>Cl-[c:1].[C:2]-[Zn+]_00_00_00,9,358
358,[c:1]-[Sn:2]>>Br-[c:1].[Cl]-[Sn:2]_00_00_00,9,359
359,[c:2]1:[c:1]:[s:5]:[c:4]:[n:3]:1>>Cl-[C:1]-[C:2]=O.[N:3]-[C:4]=[S:5]_10200_00000_00000,9,360
360,[c:1]-[I:2]>>N-[c:1].I-C-[I:2]_00_00_00,10,361
361,[c:1]-[C:2]>>Cl-[c:1].O-B(-O)-[C:2]_00_00_00,10,362
362,[N:1]-[C:2]>>[N:1].Cl-[C:2]_20_10_00,10,363
363,[c:1]1:[n:3]:[n:4]:[n:5]:[n:2]:1>>[C:1]#[N:2].C-[Si](-C)(-C)-[N:3]=[N:4]=[N:5]_00-100_0001-1_00000,10,364
364,[C:1]-[C:3]-[N:2]>>[C:1].[N:2].O=[C:3]_110_000_000,10,365
365,[c:1]:[n:2]:[c:3]:[n:4]>>O=[C:1].[N:2]-[C:3]=[N:4]_0200_0000_0000,10,366
366,[N:1]-[c:2]>>[N:1].F-[c:2]_20_10_00,11,367
367,[O:1]-[c:2]>>[O:1].Br-[c:2]_00_-10_00,11,368
368,[C:2]-[N:1]-[C:3]>>[N:1].[C:2]-O-[C:3]_200_000_000,11,369
369,[N:1]-[c:2]>>[N:1].Cl-[c:2]_20_10_00,11,370
370,[n:1]-[C:2]-[N:3]>>[n:1].[C:2]=[N:3]_10-1_000_000,11,371
371,[C:1]1-[C:2]-[C:3]-[N:4]-[C:5]-[C:6]-1>>[c:1]1:[c:2]:[c:3]:[n:4]:[c:5]:[c:6]:1_-1-1-1-1-1-1_000000_000000,11,372
372,[N:1]-[c:2]>>[N:1].Cl-[c:2]_00_-10_00,11,373
373,[c:1]-[C:2]>>Br-[c:1].C-B1-O-B(-C)-O-B(-[C:2])-O-1_00_00_00,11,374
374,[c:1]-[C:2]>>I-[c:1].C-[Si](-C)(-C)-[C:2]_00_00_00,11,375
375,[c:1]-[C:2]>>O-B(-O)-[c:1].F-C(-F)(-F)-S(=O)(=O)-O-[C:2]_00_00_00,12,376
376,[c:1]-[C:2]>>Br-[c:1].I-[C:2]_00_00_00,12,377
377,[O:1]-[C:2]>>[O:1].O-[C:2]_10_00_01,12,378
378,[c:3]1:[c:4]:[c:5]:[n:1]:[n:2]:1>>[N:1]-[N:2].O=[C:3]-[C:4]-[C:5]=O_21010_00000_00000,12,379
379,[C:1]=[C:2]>>O=[C:1].O=[C:2]_00_00_00,12,380
380,[C:2]-[N:1]-[C:3]>>[N:1].Br-[C:2].Br-[C:3]_200_000_000,12,381
381,[C:1]1-[C:2]-[C:3]-[C:4]-[C:5]-[N:6]-1>>[c:1]1:[c:2]:[c:3]:[c:4]:[c:5]:[n:6]:1_-1-1-1-1-1-1_000000_000000,12,382
382,[C:2]-[C:3]-[N:1]>>[N:1].[C:2].O=[C:3]_110_000_000,12,383
383,[c:1]:[n:2]:[c:3]:[c:4]>>F-[c:1].[N:2]-[C:3]=[C:4]_0100_0000_0000,12,384
384,[c:4]:[c:3]:[c:2]:[n:1]>>[N:1].C-C-O-[C:2]/[C:3]=[C:4]_1000_0000_0000,12,385
385,[C:1]-[Cl:2]>>O-[C:1].Cl-C(-Cl)(-Cl)-[Cl:2]_00_00_00,12,386
386,[c:1]-[C:2]>>I-[c:1].C-C1(-C)-O-B(-[C:2])-O-C-1(-C)-C_00_00_00,13,387
387,[c:1]-[C:2]>>Br-[c:1].Cl-[C:2]_00_00_00,13,388
388,[C:1]-[c:2]>>Cl-[C:1].O-B(-O)-[c:2]_00_00_00,13,389
389,[C:2]1-[C:3]-[O:1]-1>>O-[O:1].[C:2]=[C:3]_100_000_000,13,390
390,[S:1]-[C:2]>>[S:1].Br-[C:2]_00_-10_00,14,391
391,[N:1]-[c:2]>>[N:1].O-B(-O)-[c:2]_10_00_00,14,392
392,[c:1]-[c:2]>>C-C1(-C)-O-B(-[c:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_00_00_00,14,393
393,[C:1]-[P:3]=[O:2]>>Br-[C:1].C-C-[O:2]-[P:3]_000_000_000,14,394
394,[C:1]=[C:2]>>C=[C:1].C=[C:2]_00_00_00,15,395
395,[c:1]-[c:2]>>Br-[c:1].I-[c:2]_00_00_00,15,396
396,[c:1]-[c:2]>>Br-[c:1].[CH3]-[Sn](-[CH3])(-[CH3])-[c:2]_00_00_00,15,397
397,[c:1]-[C:2]>>Cl-[c:1].C-C1(-C)-O-B(-[C:2])-O-C-1(-C)-C_00_00_00,15,398
398,[c:4]1:[n:3]:[c:2]:[c:1]:[s:5]:1>>Cl-[C:1]-[C:2]=O.[N:3]-[C:4]=[S:5]_10200_00000_00000,15,399
399,[N:1]-[S:2]>>[N:1].O-[S:2]_10_00_00,16,400
400,[S:1]-[c:2]>>[S:1].Cl-[c:2]_00_-10_00,16,401
401,[N:1]-[C:2]>>[N:1].O-[C:2]_20_10_00,17,402
402,[N:1]-[C:2]>>[N:1].Cl-C(-Cl)(-Cl)-C-O-[C:2]_10_00_00,17,403
403,[C:1]-[C:3]-[N:2]>>[C:1].[N:2].O=[C:3]_010_-100_000,18,404
404,[N:1]=[C:2]>>[N:1].Cl-[C:2]-Cl_20_00_00,18,405
405,[O:1]-[C:2]>>[O:1].[C:2]=[N+]=[N-]_1-1_00_00,18,406
406,[S:1]-[c:2]>>[S:1].I-[c:2]_10_00_00,18,407
407,[N:1]-[c:2]>>[N:1].O-[c:2]_10_00_00,18,408
408,[n:1]:[c:3]:[n:2]>>[N:1].[N:2].O-[C:3]=O_210_000_000,18,409
409,[C:1]=[C:2]>>[C:1]#[C:2]_-1-1_00_00,19,410
410,[C:1]-[c:2]>>[C:1].F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_10_00_00,19,411
411,[c:1]-[c:2]>>Cl-[c:1].C-C-C-[CH2]-[Sn](-[c:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,19,412
412,[c:1]-[C:2]>>Cl-[c:1].C-C-C-[CH2]-[Sn](-[C:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,20,413
413,[c:1]-[c:2]>>I-[c:1].C-C-C-[CH2]-[Sn](-[c:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,21,414
414,[O:1]-[c:2]>>[O:1].F-[c:2]_00_-10_00,21,415
415,[C:1]-[C:2]-[O:3]>>Br-[C:1].[C:2]=[O:3]_00-1_000_000,21,416
416,[C:1]-[c:2]>>Br-[C:1].O-B(-O)-[c:2]_00_00_00,22,417
417,[S:1]-[c:2]>>[S:1].F-[c:2]_10_00_00,23,418
418,[O:1]-[C:2]>>[O:1].Br-[C:2]_00_-10_00,24,419
419,[N:1]-[C:2]>>[N:1].C-S(=O)(=O)-O-[C:2]_00_-10_00,24,420
420,[N:1]-[C:2]>>[N:1].I-[C:2]_00_-10_00,24,421
421,[c:1]-[C:2]>>Br-[c:1].[C:2]-[Zn+]_00_00_00,24,422
422,[C:2]-[N:1]-[C:3]>>[N:1].Cl-[C:2].Cl-[C:3]_200_000_000,24,423
423,[C:1]-[c:2]>>[C:1].Cl-[c:2]_10_00_00,24,424
424,[O:1]-[C:2]>>[O:1].O-[C:2]_10_00_02,24,425
425,[O:1]-[C:2]>>[O:1].Cl-[C:2]_00_-10_00,26,426
426,[c:3]1:[c:4]:[c:5]:[n:1]:[n:2]:1>>[N:1]-[N:2].O=[C:3]-[C:4]-[C:5]=O_12010_00000_00000,27,427
427,[c:1]1:[c:2]:[n:3]:[n:4]:[n:5]:1>>[C:1]#[C:2].[N:3]=[N:4]=[N:5]_00000_00-110_00000,27,428
428,[O:1]-[c:2]>>[O:1].O-[c:2]_10_00_00,27,429
429,[n:1]-[C:2]>>[n:1].O-[C:2]_10_00_00,27,430
430,[c:1]-[C:2]>>Br-[c:1].C-C1(-C)-O-B(-[C:2])-O-C-1(-C)-C_00_00_00,28,431
431,[O:1]-[c:2]>>[O:1].O-B(-O)-[c:2]_10_00_00,28,432
432,[O:1]-[c:2]>>[O:1].I-[c:2]_10_00_00,28,433
433,[C:1]1-[C:2]-[O:3]-1>>[C:1]=[C:2].Cl-c1:c:c:c:c(-C(=O)-O-[O:3]):c:1_001_000_000,29,434
434,[c:1]1:[n:2]:[n:3]:[n:4]:[n:5]:1>>[C:1]#[N:2].[N:3]=[N:4]=[N:5]_0000-1_00-11-1_00000,29,435
435,[N:1]-[C:2]>>[N:1].O=[C:2]_2-1_10_00,29,436
436,[c:1]1:[n:3]:[n:4]:[n:5]:[n:2]:1>>[C:1]#[N:2].[N:3]=[N:4]=[N:5]_00-100_00-11-1_00000,29,437
437,[c:4]1:[n:3]:[n:2]:[c:1]:[o:5]:1>>O=[C:1]-[N:2]-[N:3]-[C:4]=[O:5]_01100_00000_00000,30,438
438,[c:1]-[C:2]-[O:3]>>[Mg+]-[c:1].[C:2]=[O:3]_00-1_000_000,30,439
439,[C:1]-[C:2]>>[C:1].Br-[C:2]_00_-10_00,30,440
440,[c:1]-[c:2]>>Br-[c:1].Br-[c:2]_00_00_00,30,441
441,[c:1]-[B:2]>>Br-[c:1].C-C1(-C)-O-B(-[B:2])-O-C-1(-C)-C_00_00_00,32,442
442,[c:1]1:[c:2]:[n:3]:[c:4]:[s:5]:1>>Br-[C:1]-[C:2]=O.[N:3]-[C:4]=[S:5]_10200_00000_00000,32,443
443,[c:2]1:[c:1]:[s:5]:[c:4]:[n:3]:1>>Br-[C:1]-[C:2]=O.[N:3]-[C:4]=[S:5]_10200_00000_00000,33,444
444,[c:1]-[C:2]>>Br-[c:1].[C:2]-[Cu]_00_00_00,33,445
445,[C:1]-[C:2]>>[C:1]-[Mg+].C-O-N(-C)-[C:2]_00_00_00,33,446
446,[C:1]=[C:2]>>O=[C:1].[C:2]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_00_00_00,34,447
447,[N:1]-[c:2]>>[N:1].F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_10_00_00,36,448
448,[N:1]-[C:3]-[c:2]>>[N:1].[c:2].O=[C:3]_110_000_000,37,449
449,[C:1]-[N:2]>>[C:1]=[N:2]_-1-1_00_00,37,450
450,[c:1]-[C:2]>>Br-[c:1].C-C-C-[CH2]-[Sn](-[C:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,37,451
451,[c:1]:[c:4]:[c:3]:[n:2]>>[c:1].N-[N:2].O=[C:3]-[C:4]_1002_0000_0000,39,452
452,[c:1]-[C:2]>>Br-[c:1].C-N(-C)-[C:2]_00_00_00,40,453
453,[S:1]-[c:2]>>[S:1].Br-[c:2]_10_00_00,41,454
454,[N:1]-[C:2]>>[N:1].C-C(-C)(-C)-O-[C:2]_10_00_00,42,455
455,[n:1]-[C:2]>>[n:1].C-C(-C)(-C)-O-C(=O)-O-[C:2]_10_00_00,42,456
456,[c:1]-[C:2]>>Br-[c:1].O-B(-O)-[C:2]_00_00_00,42,457
457,[n:1]-[c:2]>>[n:1].I-[c:2]_10_00_00,42,458
458,[c:1]-[C:2]>>Br-[c:1].C-O-N(-C)-[C:2]_00_00_00,42,459
459,[N:1]-[C:2]>>[N:1].Cl-[C:2]_00_-10_00,43,460
460,[c:1]-[c:2]>>O-B(-O)-[c:1].F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_00_00_00,43,461
461,[n:1]-[c:2]>>[n:1].O-B(-O)-[c:2]_10_00_00,46,462
462,[C:2]-[O:4]-[C:3]-[O:1]>>[O:1].O-[C:2].[C:3]=[O:4]_1000_0000_0000,47,463
