mol_idx,top_score,uq,pred_top1,true_reactants,error
202,0.602,0.398,Cc1c(-c2cccc(C(F)(F)F)c2)c(=O)c(C(=O)O)cn1C(C)C.N#CN=S(=O)(c1ccc(CN)cc1)C1CC1,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][c:3]1[c:4](-[c:5]2[cH:6][cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14]2)[c:15](=[O:16])[c:17]([C:18](=[O:19])[NH:20][CH2:21][c:22]2[cH:23][cH:24][c:25]([S:26](=[N:27][C:28]#[N:29])[CH:30]3[CH2:31][CH2:32]3)[cH:33][cH:34]2)[cH:35][n:36]1[CH:37]([CH3:38])[CH3:39],1
203,0.184,0.8160000000000001,CC(C)(C)C1=CC(C(C)(C)C)CCC1=O,[CH3:1][C:2]([CH3:3])([CH3:4])[CH:5]1[CH2:6][CH2:7][CH:8]([OH:9])[CH:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[CH2:15]1,1
204,0.538,0.46199999999999997,COc1ccc(OC)c2c1CC(C)C1(C2)OCCO1,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([O:7][CH3:8])[c:9]2[c:10]1[CH2:11][C@@H:12]([CH3:13])[C@H:14]([OH:15])[CH2:16]2,1
205,0.346,0.654,C=CCC(=O)N1[C@@H](C(OC)OC)CCC[C@H]1c1ccc(F)cc1,[CH2:1]=[CH:2][CH2:3][C:4](=[O:5])[N:6]1[C@H:7]([c:8]2[cH:9][cH:10][c:11]([F:12])[cH:13][cH:14]2)[CH2:15][CH2:16][CH2:17][C@@H:18]1[CH2:19][OH:20],1
206,0.361,0.639,CC(C)(NC(=O)c1cccc[n+]1[O-])Oc1ccc(C#N)cc1,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][C:3]1([CH3:4])[N:5]=[C:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[c:13]2[cH:14][c:15]([C:16]#[N:17])[cH:18][cH:19][c:20]2[O:21]1,1
207,0.434,0.5660000000000001,COc1cccc2c1OC1(CCCC1)O2.O=C(Cl)Cc1c(Cl)c[n+]([O-])cc1Cl,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][O:3][c:4]1[cH:5][cH:6][c:7]([C:8](=[O:9])[CH2:10][c:11]2[c:12]([Cl:13])[cH:14][n:15][cH:16][c:17]2[Cl:18])[c:19]2[c:20]1[O:21][C:22]1([CH2:23][CH2:24][CH2:25][CH2:26]1)[O:27]2,1
208,0.352,0.648,COC(OC)[C@@H]1OC[C@H](C)[C@H](OC)[C@H]1O[Si](C)(C)C(C)(C)C,[CH3:1][O:2][C@H:3]1[C@@H:4]([CH3:5])[CH2:6][O:7][C@@H:8]([CH2:9][OH:10])[C@@H:11]1[O:12][Si:13]([CH3:14])([CH3:15])[C:16]([CH3:17])([CH3:18])[CH3:19],1
209,0.891,0.10899999999999999,CC(=O)Cl.c1ccc2c(c1)CCCCS2,[CH3:1][CH:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[S:10][CH2:11][CH2:12][CH2:13][CH2:14]2,1
210,0.137,0.863,CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[c]1cccc[n+]1[O-].O=[N+]([O-])c1ccc2c(c1)C(OS(=O)(=O)C(F)(F)F)=CC(C(F)(F)F)(C(F)(F)F)O2,O=C(O[OH:1])c1cccc(Cl)c1.[O:2]=[N+:3]([O-:4])[c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[C:11]([c:12]1[cH:13][cH:14][cH:15][cH:16][n:17]1)=[CH:18][C:19]([C:20]([F:21])([F:22])[F:23])([C:24]([F:25])([F:26])[F:27])[O:28]2,1
211,0.361,0.639,CCCCCCCBr.COc1c(C)cnc(CS(=O)c2nc3c(C)c(O)c(C)cc3[nH]2)c1C,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][O:9][c:10]1[c:11]([CH3:12])[cH:13][c:14]2[nH:15][c:16]([S:17][CH2:18][c:19]3[n:20][cH:21][c:22]([CH3:23])[c:24]([O:25][CH3:26])[c:27]3[CH3:28])[n:29][c:30]2[c:31]1[CH3:32],1
212,0.25,0.75,CCC(=O)NCc1ccc(Cl)c(Br)c1.CN(C)C=O,[CH3:1][CH2:2][C:3](=[O:4])[NH:5][CH2:6][c:7]1[cH:8][cH:9][c:10]([Cl:11])[c:12]([CH2:13][OH:14])[cH:15]1,1
213,0.624,0.376,CN(C)C=O.C[SiH](C)OC(c1ccc(Br)cc1)C(C)(C)C,[CH3:1][SiH:2]([CH3:3])[O:4][CH:5]([c:6]1[cH:7][cH:8][c:9]([CH2:10][OH:11])[cH:12][cH:13]1)[C:14]([CH3:15])([CH3:16])[CH3:17],1
214,0.202,0.798,CN(C)C=O.Fc1ccc2c(c1)C=Cc1ccccc1S2,[OH:1][CH2:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[S:9][c:10]1[cH:11][cH:12][c:13]([F:14])[cH:15][c:16]1[CH:17]=[CH:18]2,1
215,0.219,0.781,BrCc1ccccc1.[O-]Sc1ccccc1,O=C(O[OH:1])c1cccc(Cl)c1.[cH:2]1[cH:3][cH:4][c:5]([CH2:6][S:7][c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[cH:14][cH:15]1,1
216,0.621,0.379,CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)O)CCN3CC(C)C)cc1.CCCn1cc(CS(=O)c2ccc(N)cc2)nn1,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][CH2:3][CH2:4][CH2:5][O:6][CH2:7][CH2:8][O:9][c:10]1[cH:11][cH:12][c:13](-[c:14]2[cH:15][cH:16][c:17]3[c:18]([cH:19]2)[CH:20]=[C:21]([C:22](=[O:23])[NH:24][c:25]2[cH:26][cH:27][c:28]([S:29][CH2:30][c:31]4[cH:32][n:33]([CH2:34][CH2:35][CH3:36])[n:37][n:38]4)[cH:39][cH:40]2)[CH2:41][CH2:42][N:43]3[CH2:44][CH:45]([CH3:46])[CH3:47])[cH:48][cH:49]1,1
217,0.212,0.788,O=Cc1ccc(F)cc1.Oc1ccc2[nH]cnc2c1,[OH:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([O:7][c:8]2[cH:9][cH:10][c:11]3[nH:12][cH:13][n:14][c:15]3[cH:16]2)[cH:17][cH:18]1,1
218,0.768,0.23199999999999998,C=CCOC(=O)N1CC(C(C)=O)CN1.CN(C)C(=O)Cl,[CH2:1]=[CH:2][CH2:3][O:4][C:5](=[O:6])[N:7]1[CH2:8][CH:9]([CH:10]([CH3:11])[OH:12])[CH2:13][N:14]1[C:15](=[O:16])[N:17]([CH3:18])[CH3:19],1
219,0.586,0.41400000000000003,CC(C)N.CSc1ncc(C=O)c(Cl)n1,[CH3:1][S:2][c:3]1[n:4][cH:5][c:6]([CH2:7][OH:8])[c:9]([NH:10][CH:11]([CH3:12])[CH3:13])[n:14]1,1
220,0.465,0.5349999999999999,CCC(=O)c1cccc(F)c1O.COc1cc2nccc(Cl)c2cc1OC,[CH3:1][CH2:2][CH:3]([OH:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([F:10])[c:11]1[O:12][c:13]1[cH:14][cH:15][n:16][c:17]2[cH:18][c:19]([O:20][CH3:21])[c:22]([O:23][CH3:24])[cH:25][c:26]12,1
221,0.135,0.865,CON(C)C(=O)c1ccc2c(cnn2[Si](C(C)C)(C(C)C)C(C)C)c1.N#Cc1ccccc1Br,[CH3:1][CH:2]([CH3:3])[Si:4]([CH:5]([CH3:6])[CH3:7])([CH:8]([CH3:9])[CH3:10])[n:11]1[n:12][cH:13][c:14]2[cH:15][c:16]([CH:17]([OH:18])[c:19]3[cH:20][cH:21][cH:22][cH:23][c:24]3[C:25]#[N:26])[cH:27][cH:28][c:29]12,1
222,0.538,0.46199999999999997,C[C@H](C=O)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)C1CC3.O=C(Cl)c1ccccc1,[CH3:1][C@H:2]([CH2:3][OH:4])[C@H:5]1[CH2:6][CH:7]=[C:8]2[C:9]3=[C:10]([CH2:11][CH2:12][C@:13]12[CH3:14])[C@@:15]1([CH3:16])[CH2:17][CH2:18][C@H:19]([O:20][C:21](=[O:22])[c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[C:29]([CH3:30])([CH3:31])[CH:32]1[CH2:33][CH2:34]3,1
223,0.398,0.602,O=S(CC#CCBr)c1ccc(Cl)cc1.Oc1ccccc1,O=C(O[OH:1])c1cccc(Cl)c1.[Cl:2][c:3]1[cH:4][cH:5][c:6]([S:7][CH2:8][C:9]#[C:10][CH2:11][O:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[cH:19][cH:20]1,1
224,0.014,0.986,Clc1ccc(CBr)c(Cl)c1.O=[SH]c1cccc[n+]1[O-],O=C(O[OH:1])c1cccc(Cl)c1.[O-:2][n+:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[S:9][CH2:10][c:11]1[cH:12][cH:13][c:14]([Cl:15])[cH:16][c:17]1[Cl:18],1
225,0.672,0.32799999999999996,Fc1c(Cl)cc(C(F)(F)F)cc1Cl.N#Cc1c[nH]nc1[N+](=O)[O-],[N:1]#[C:2][c:3]1[cH:4][n:5](-[c:6]2[c:7]([Cl:8])[cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[cH:15][c:16]2[Cl:17])[n:18][c:19]1[NH2:20].[OH:21][OH:22],1
226,0.695,0.30500000000000005,COc1ccc(C2CCC3(CC2NC(=O)c2ccc(OCC4CC4)c(OCC4CC4)c2)OCCO3)cc1OC,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[CH2:8][CH2:9][CH:10]([OH:11])[CH2:12][CH:13]2[NH:14][C:15](=[O:16])[c:17]2[cH:18][cH:19][c:20]([O:21][CH2:22][CH:23]3[CH2:24][CH2:25]3)[c:26]([O:27][CH2:28][CH:29]3[CH2:30][CH2:31]3)[cH:32]2)[cH:33][c:34]1[O:35][CH3:36],1
227,0.552,0.44799999999999995,O=C(Cl)CCCCC(=O)OCc1ccccc1.O=C[C@H]1CNC[C@@H]1c1cccc(C(F)(F)F)c1,[O:1]=[C:2]([CH2:3][CH2:4][CH2:5][CH2:6][C:7](=[O:8])[N:9]1[CH2:10][C@H:11]([c:12]2[cH:13][cH:14][cH:15][c:16]([C:17]([F:18])([F:19])[F:20])[cH:21]2)[C@@H:22]([CH2:23][OH:24])[CH2:25]1)[O:26][CH2:27][c:28]1[cH:29][cH:30][cH:31][cH:32][cH:33]1,1
228,0.115,0.885,CCCCCCCC(=O)O,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][OH:9],1
229,0.452,0.548,CN(C)C=O.Cc1cc(Cl)cc(Cl)c1N1CCn2c1nc1c(Cl)cccc12,[CH3:1][c:2]1[cH:3][c:4]([Cl:5])[cH:6][c:7]([Cl:8])[c:9]1[N:10]1[CH2:11][CH2:12][n:13]2[c:14]1[n:15][c:16]1[c:17]([Cl:18])[cH:19][cH:20][c:21]([CH2:22][OH:23])[c:24]21,1
230,0.149,0.851,CC(C)(C)OC(=O)N1CC2C(C1)C2C1OCCO1,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH:10]2[CH:11]([CH2:12][OH:13])[CH:14]2[CH2:15]1,1
231,0.256,0.744,COc1ccc2c(c1)OCC(c1ccc(O)cc1)C2CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F,O=S([O-])O[OH:1].[OH:2][c:3]1[cH:4][cH:5][c:6]([CH:7]2[CH2:8][O:9][c:10]3[cH:11][c:12]([OH:13])[cH:14][cH:15][c:16]3[CH:17]2[CH2:18][CH2:19][CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][S:27][CH2:28][CH2:29][CH2:30][C:31]([F:32])([F:33])[C:34]([F:35])([F:36])[F:37])[cH:38][cH:39]1,1
232,0.419,0.581,COC(CCC(NS(=O)C(C)(C)C)(c1ccc(C#N)c(F)c1)c1cncn1C)OC,[CH3:1][n:2]1[cH:3][n:4][cH:5][c:6]1[C:7]([CH2:8][CH2:9][CH2:10][OH:11])([NH:12][S:13](=[O:14])[C:15]([CH3:16])([CH3:17])[CH3:18])[c:19]1[cH:20][cH:21][c:22]([C:23]#[N:24])[c:25]([F:26])[cH:27]1,1
233,0.584,0.41600000000000004,c1ccc(COCC2(C3OCCO3)CCC3(CC2)OCCO3)cc1,[OH:1][CH2:2][C:3]1([CH2:4][O:5][CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH2:13][CH2:14][C:15]2([CH2:16][CH2:17]1)[O:18][CH2:19][CH2:20][O:21]2,1
234,0.268,0.732,COC(OC)[C@@H]1CN(C(=O)OC(C)(C)C)CCN1C(=O)c1cc(C)n(-c2ccccc2)c1-c1ccccc1,[CH3:1][c:2]1[cH:3][c:4]([C:5](=[O:6])[N:7]2[CH2:8][CH2:9][N:10]([C:11](=[O:12])[O:13][C:14]([CH3:15])([CH3:16])[CH3:17])[CH2:18][C@H:19]2[CH2:20][OH:21])[c:22](-[c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[n:29]1-[c:30]1[cH:31][cH:32][cH:33][cH:34][cH:35]1,1
235,0.507,0.493,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2C(=O)C[C@]3(C)C(=O)C=C[C@H]3[C@@H]21,[CH3:1][C@@H:2]1[CH2:3][C:4]2=[CH:5][C:6](=[O:7])[CH2:8][CH2:9][C@@H:10]2[C@@H:11]2[C@@H:12]1[C@@H:13]1[CH2:14][CH2:15][C:16](=[O:17])[C@@:18]1([CH3:19])[CH2:20][C@H:21]2[OH:22],1
236,0.357,0.643,CON(C)C(=O)c1cc(-c2ccccc2)no1.C[CH2][Mg+],[CH3:1][CH2:2][CH:3]([OH:4])[c:5]1[cH:6][c:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:14][o:15]1,1
237,0.258,0.742,CN(C)C=O.Clc1ccc2c(c1)C(c1ccccc1Cl)=NCc1cncn1-2,[OH:1][CH2:2][c:3]1[n:4][cH:5][n:6]2[c:7]1[CH2:8][N:9]=[C:10]([c:11]1[cH:12][cH:13][cH:14][cH:15][c:16]1[Cl:17])[c:18]1[cH:19][c:20]([Cl:21])[cH:22][cH:23][c:24]1-2,1
238,0.055,0.945,C=Cc1c(C(=O)OCC)c(C(F)(F)F)nc(C(F)F)c1S(=O)c1ccccc1,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[c:7]1[c:8]([C:9]([F:10])([F:11])[F:12])[n:13][c:14]([CH:15]([F:16])[F:17])[c:18]([S:19][c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[c:26]1[CH2:27][CH3:28],1
239,0.288,0.712,CC1(C)OB(c2ccc[n+]([O-])c2)OC1(C)C.O=C(Nc1cnc(Br)c(Cl)n1)C1CC1,O=C(O[OH:1])c1cccc(Cl)c1.[O:2]=[C:3]([NH:4][c:5]1[cH:6][n:7][c:8]([Br:9])[c:10](-[c:11]2[cH:12][cH:13][cH:14][n:15][cH:16]2)[n:17]1)[CH:18]1[CH2:19][CH2:20]1,1
240,0.175,0.825,CCOC(CCCOCc1ccccc1)OCC,[OH:1][CH2:2][CH2:3][CH2:4][CH2:5][O:6][CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,1
241,0.479,0.521,CC1(C2CCC3(CC2)OCCO3)CCCCC1,[CH3:1][C:2]1([CH:3]2[CH2:4][CH2:5][CH:6]([OH:7])[CH2:8][CH2:9]2)[CH2:10][CH2:11][CH2:12][CH2:13][CH2:14]1,1
242,0.794,0.20599999999999996,COc1ccc2[nH]c(C=O)cc2c1.ClCCBr,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)[cH:9][c:10]([CH2:11][OH:12])[n:13]2[CH2:14][CH2:15][Cl:16],1
243,0.267,0.733,COc1c(C(C)(C)CC(O)(C(OC)OC)C(F)(F)F)ccc(C)c1F,[CH3:1][O:2][c:3]1[c:4]([C:5]([CH3:6])([CH3:7])[CH2:8][C:9]([OH:10])([CH2:11][OH:12])[C:13]([F:14])([F:15])[F:16])[cH:17][cH:18][c:19]([CH3:20])[c:21]1[F:22],1
244,0.089,0.911,C/C(=C(\F)C=O)c1cc2c(c(Br)c1O)C(C)(C)CC=C2C(C)C.CCI,[CH3:1][CH2:2][O:3][c:4]1[c:5](/[C:6]([CH3:7])=[C:8](/[F:9])[CH2:10][OH:11])[cH:12][c:13]2[c:14]([c:15]1[Br:16])[C:17]([CH3:18])([CH3:19])[CH2:20][CH:21]=[C:22]2[CH:23]([CH3:24])[CH3:25],1
245,0.144,0.856,CC(C)(C)NC(=O)c1cccc(Oc2ccc(N)cc2Cl)c1.O=CC1=Cc2c(Cl)ncnc2NCC1,[CH3:1][C:2]([CH3:3])([CH3:4])[NH:5][C:6](=[O:7])[c:8]1[cH:9][cH:10][cH:11][c:12]([O:13][c:14]2[cH:15][cH:16][c:17]([NH:18][c:19]3[n:20][cH:21][n:22][c:23]4[c:24]3[CH:25]=[C:26]([CH2:27][OH:28])[CH2:29][CH2:30][NH:31]4)[cH:32][c:33]2[Cl:34])[cH:35]1,1
246,0.026,0.974,COC(=O)c1csc2c(CS(=O)C(n3ccnc3)n3ccnc3)nccc12.Nc1ccccc1N,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][O:3][C:4](=[O:5])[c:6]1[cH:7][s:8][c:9]2[c:10]([CH2:11][S:12][c:13]3[n:14][c:15]4[cH:16][cH:17][cH:18][cH:19][c:20]4[nH:21]3)[n:22][cH:23][cH:24][c:25]12,1
247,0.469,0.531,CON(C)C(=O)c1cnc(Cl)nc1Cl.CSc1nccc(Br)n1,[CH3:1][S:2][c:3]1[n:4][cH:5][cH:6][c:7]([CH:8]([OH:9])[c:10]2[cH:11][n:12][c:13]([Cl:14])[n:15][c:16]2[Cl:17])[n:18]1,1
248,0.399,0.601,CCOC(=O)c1c(S(=O)Cc2nccn2C)nc2cc(OC)c(OC)cc2c1Cl.COc1ccc(B(O)O)cc1OC,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][CH2:3][O:4][C:5](=[O:6])[c:7]1[c:8]([S:9][CH2:10][c:11]2[n:12][cH:13][cH:14][n:15]2[CH3:16])[n:17][c:18]2[cH:19][c:20]([O:21][CH3:22])[c:23]([O:24][CH3:25])[cH:26][c:27]2[c:28]1-[c:29]1[cH:30][cH:31][c:32]([O:33][CH3:34])[c:35]([O:36][CH3:37])[cH:38]1,1
249,0.15,0.85,CC(C)(O)CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.C[C@@]12CCCC(=O)[C@@H]1CC=C2C1(C=O)CC1,[CH3:1][C:2]([CH3:3])([OH:4])[CH2:5][CH:6]=[CH:7][C:8]1([C:9]2=[CH:10][CH2:11][C@H:12]3[C@@H:13]([OH:14])[CH2:15][CH2:16][CH2:17][C@@:18]23[CH3:19])[CH2:20][CH2:21]1,1
250,0.594,0.406,NC(=O)c1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,O[OH:1].[N:2]#[C:3][c:4]1[n:5][n:6](-[c:7]2[c:8]([Cl:9])[cH:10][c:11]([C:12]([F:13])([F:14])[F:15])[cH:16][c:17]2[Cl:18])[c:19]([NH2:20])[c:21]1[S:22][C:23]([F:24])([F:25])[F:26],1
251,0.176,0.8240000000000001,COc1ccc2c(I)ccnc2c1.[O-]Sc1ccccc1,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][O:3][c:4]1[cH:5][cH:6][c:7]2[c:8]([S:9][c:10]3[cH:11][cH:12][cH:13][cH:14][cH:15]3)[cH:16][cH:17][n:18][c:19]2[cH:20]1,1
252,0.218,0.782,COCCOCCl.O=CCCCCCCCCO,[CH3:1][O:2][CH2:3][CH2:4][O:5][CH2:6][O:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][OH:17],1
253,0.6,0.4,CC(C)(C)OC(=O)NCCC(=O)c1cccc(N)c1.CCC(C=O)CC,[CH3:1][CH2:2][CH:3]([CH2:4][CH3:5])[CH2:6][NH:7][c:8]1[cH:9][cH:10][cH:11][c:12]([CH:13]([OH:14])[CH2:15][CH2:16][NH:17][C:18](=[O:19])[O:20][C:21]([CH3:22])([CH3:23])[CH3:24])[cH:25]1,1
254,0.442,0.558,CCCCn1c2c(ccc1=O)CCCC2.CN(C)C=O,[CH3:1][CH2:2][CH2:3][CH2:4][n:5]1[c:6](=[O:7])[c:8]([CH2:9][OH:10])[cH:11][c:12]2[c:13]1[CH2:14][CH2:15][CH2:16][CH2:17]2,1
255,0.471,0.529,C[C@@H]1CNC[C@H](C)O1.O=Cc1ccc(F)nc1Cl,[CH3:1][C@H:2]1[CH2:3][N:4]([c:5]2[n:6][c:7]([F:8])[cH:9][cH:10][c:11]2[CH2:12][OH:13])[CH2:14][C@@H:15]([CH3:16])[O:17]1,1
256,0.016,0.984,CCS(=O)c1c(C(=O)N(C)OC)ccc(=O)n1-c1c(Cl)cccc1Cl.Fc1ccc(Br)cc1,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][CH2:3][S:4][c:5]1[c:6]([C:7](=[O:8])[c:9]2[cH:10][cH:11][c:12]([F:13])[cH:14][cH:15]2)[cH:16][cH:17][c:18](=[O:19])[n:20]1-[c:21]1[c:22]([Cl:23])[cH:24][cH:25][cH:26][c:27]1[Cl:28],1
257,0.44,0.56,CN(C)C=O.Cc1cncc(Br)c1,[CH3:1][c:2]1[cH:3][n:4][cH:5][c:6]([CH2:7][OH:8])[cH:9]1,1
258,0.301,0.6990000000000001,c1ccc(CCCCC2(CCCCCCCC3OCCO3)OCCO2)cc1,[OH:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][C:10]1([CH2:11][CH2:12][CH2:13][CH2:14][c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[O:21][CH2:22][CH2:23][O:24]1,1
259,0.331,0.669,CC(=O)OC(C)=O.CC(C)NCCCC(=O)c1ccccc1,[CH3:1][C:2](=[O:3])[N:4]([CH2:5][CH2:6][CH2:7][CH:8]([OH:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[CH:16]([CH3:17])[CH3:18],1
260,0.262,0.738,CC(C)c1nc2[nH]ncc2c(-c2ccc(Cl)s2)c1C=O.CCI,[CH3:1][CH2:2][n:3]1[n:4][cH:5][c:6]2[c:7](-[c:8]3[cH:9][cH:10][c:11]([Cl:12])[s:13]3)[c:14]([CH2:15][OH:16])[c:17]([CH:18]([CH3:19])[CH3:20])[n:21][c:22]12,1
261,0.454,0.546,COC(CCCNC(=O)C1Cc2ccccc2C1)OC,[O:1]=[C:2]([NH:3][CH2:4][CH2:5][CH2:6][CH2:7][OH:8])[CH:9]1[CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[CH2:17]1,1
262,0.187,0.813,CC(=O)c1nc(Br)c(C(=O)O)[nH]1.N#Cc1cc(Cl)cc(Oc2c(Cl)ccc(CN)c2F)c1,[CH3:1][CH:2]([OH:3])[c:4]1[n:5][c:6]([Br:7])[c:8]([C:9](=[O:10])[NH:11][CH2:12][c:13]2[cH:14][cH:15][c:16]([Cl:17])[c:18]([O:19][c:20]3[cH:21][c:22]([Cl:23])[cH:24][c:25]([C:26]#[N:27])[cH:28]3)[c:29]2[F:30])[nH:31]1,1
263,0.123,0.877,COC(=O)C(C)(C)CC(CCCCO[Si](C)(C)C(C)(C)C)CC(=O)O,[CH3:1][O:2][C:3](=[O:4])[C:5]([CH3:6])([CH3:7])[CH2:8][CH:9]([CH2:10][CH2:11][OH:12])[CH2:13][CH2:14][CH2:15][CH2:16][O:17][Si:18]([CH3:19])([CH3:20])[C:21]([CH3:22])([CH3:23])[CH3:24],1
264,0.447,0.5529999999999999,Cc1csc(C2=CCNCC2)n1.O=C(CCCCl)c1ccc(F)cc1,[CH3:1][c:2]1[cH:3][s:4][c:5]([C:6]2=[CH:7][CH2:8][N:9]([CH2:10][CH2:11][CH2:12][CH:13]([OH:14])[c:15]3[cH:16][cH:17][c:18]([F:19])[cH:20][cH:21]3)[CH2:22][CH2:23]2)[n:24]1,1
265,0.498,0.502,Brc1ccc(-n2cccn2)nc1.C=CC=O,[OH:1][CH2:2]/[CH:3]=[CH:4]/[c:5]1[cH:6][cH:7][c:8](-[n:9]2[cH:10][cH:11][cH:12][n:13]2)[n:14][cH:15]1,1
266,0.705,0.29500000000000004,CN(C(=O)c1csc(C2CCNCC2)n1)C1CCC(=O)c2ccccc21.Cc1cc(C(F)(F)F)nn1CC(=O)O,[CH3:1][c:2]1[cH:3][c:4]([C:5]([F:6])([F:7])[F:8])[n:9][n:10]1[CH2:11][C:12](=[O:13])[N:14]1[CH2:15][CH2:16][CH:17]([c:18]2[n:19][c:20]([C:21](=[O:22])[N:23]([CH3:24])[C@@H:25]3[CH2:26][CH2:27][C@H:28]([OH:29])[c:30]4[cH:31][cH:32][cH:33][cH:34][c:35]43)[cH:36][s:37]2)[CH2:38][CH2:39]1,1
267,0.26,0.74,C[C@H]1C[C@@](C#N)(c2cccc(S(=O)c3ccc(Br)cc3)c2F)CCO1.Cn1nccc1B1OC(C)(C)C(C)(C)O1,O[OH:1].[CH3:2][C@H:3]1[CH2:4][C@@:5]([C:6]#[N:7])([c:8]2[cH:9][cH:10][cH:11][c:12]([S:13][c:14]3[cH:15][cH:16][c:17](-[c:18]4[cH:19][cH:20][n:21][n:22]4[CH3:23])[cH:24][cH:25]3)[c:26]2[F:27])[CH2:28][CH2:29][O:30]1,1
268,0.044,0.956,CC1=C(C2OCCO2)C(C)(C)CC2(C1)OCCO2,[CH3:1][C:2]1=[C:3]([CH2:4][OH:5])[C:6]([CH3:7])([CH3:8])[CH2:9][C:10]2([CH2:11]1)[O:12][CH2:13][CH2:14][O:15]2,1
269,0.406,0.594,CN(C)C=O.FC(F)(F)c1cc(Cl)ccc1N1CCCn2c1nc1c(Cl)cccc12,[OH:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([Cl:7])[c:8]2[n:9][c:10]3[n:11]([c:12]12)[CH2:13][CH2:14][CH2:15][N:16]3[c:17]1[cH:18][cH:19][c:20]([Cl:21])[cH:22][c:23]1[C:24]([F:25])([F:26])[F:27],1
270,0.2,0.8,CS(=O)Cc1cccc2c(C(CCC(N)=O)c3ccc(C(F)(F)F)cc3)c[nH]c12,O=C(O[OH:1])c1cccc(Cl)c1.[CH3:2][S:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][c:9]2[c:10]([CH:11]([CH2:12][CH2:13][C:14]#[N:15])[c:16]3[cH:17][cH:18][c:19]([C:20]([F:21])([F:22])[F:23])[cH:24][cH:25]3)[cH:26][nH:27][c:28]12,1
271,0.655,0.345,OB(O)c1ccc(F)cc1.[O-][n+]1ccc2c(Br)cccc2c1,O=C(O[OH:1])c1cccc(Cl)c1.[F:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][c:11]3[cH:12][n:13][cH:14][cH:15][c:16]23)[cH:17][cH:18]1,1
