mol_idx,top_score,uq,pred_top1,true_reactants,error
895,0.287,0.7130000000000001,C1COCCN1.C=O.CC(C)(CC(O)(Cc1cc2ncccc2[nH]1)C(F)(F)F)c1cc(Cl)cc2c1OCC2,O=[CH:1][c:2]1[n:3][c:4]2[cH:5][c:6]([CH2:7][C:8]([CH2:9][C:10]([CH3:11])([CH3:12])[c:13]3[cH:14][c:15]([Cl:16])[cH:17][c:18]4[c:19]3[O:20][CH2:21][CH2:22]4)([OH:23])[C:24]([F:25])([F:26])[F:27])[nH:28][c:29]2[cH:30][cH:31]1.[CH2:32]1[CH2:33][O:34][CH2:35][CH2:36][NH:37]1,1
896,0.674,0.32599999999999996,COC(=O)c1cccc(Cn2ccc3cc([N+](=O)[O-])cc(Cl)c32)c1,C[O:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]([CH2:9][n:10]2[cH:11][cH:12][c:13]3[cH:14][c:15]([N+:16](=[O:17])[O-:18])[cH:19][c:20]([Cl:21])[c:22]23)[cH:23]1,0
897,0.729,0.271,C[C@H](O)C(=O)N(C[C@@H]1CN(C(=O)OC(C)(C)C)C[C@@H]1F)[C@@H](c1nc(-c2cc(F)ccc2F)sc1Cc1ccccc1)C(C)(C)C,O=C(OCc1ccccc1)[N:1]1[CH2:2][C@@H:3]([CH2:4][N:5]([C:6]([C@H:7]([CH3:8])[OH:9])=[O:10])[C@@H:11]([c:12]2[n:13][c:14](-[c:15]3[cH:16][c:17]([F:18])[cH:19][cH:20][c:21]3[F:22])[s:23][c:24]2[CH2:25][c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[C:32]([CH3:33])([CH3:34])[CH3:35])[C@@H:36]([F:37])[CH2:38]1,1
898,0.627,0.373,NCC1(c2ccccc2)CCC2(CC1)OCCO2.O=Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,O=[CH:1][C:2]1([c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[CH2:9][CH2:10][C:11]2([CH2:12][CH2:13]1)[O:14][CH2:15][CH2:16][O:17]2.[NH2:18][CH2:19][c:20]1[cH:21][c:22]([C:23]([F:24])([F:25])[F:26])[cH:27][c:28]([C:29]([F:30])([F:31])[F:32])[cH:33]1,1
899,0.842,0.15800000000000003,CC(C)(N)CO.O=C(O)c1ccc2c(c1)-c1nc(-c3ncnn3-c3ccc(F)cc3F)cn1CCO2,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]2[c:7]([cH:8]1)-[c:9]1[n:10][c:11](-[c:12]3[n:13][cH:14][n:15][n:16]3-[c:17]3[cH:18][cH:19][c:20]([F:21])[cH:22][c:23]3[F:24])[cH:25][n:26]1[CH2:27][CH2:28][O:29]2.[CH3:30][C:31]([CH3:32])([NH2:33])[CH2:34][OH:35],0
900,0.213,0.787,OC(c1cc(-c2ccccc2)cc(-c2ccccc2)c1)c1cc(-c2ccccc2)cc(-c2ccccc2)c1,O=[C:1]([c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[cH:11][c:12](-[c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[cH:19]1)[c:20]1[cH:21][c:22](-[c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[cH:29][c:30](-[c:31]2[cH:32][cH:33][cH:34][cH:35][cH:36]2)[cH:37]1,1
901,0.722,0.278,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.O=C1OCC(c2ccc(Br)cc2)O1,Br[c:1]1[cH:2][cH:3][c:4]([CH:5]2[CH2:6][O:7][C:8](=[O:9])[O:10]2)[cH:11][cH:12]1.CC1(C)OB([B:17]2[O:16][C:14]([CH3:13])([CH3:15])[C:19]([CH3:20])([CH3:21])[O:18]2)OC1(C)C,0
902,0.313,0.687,CCc1cc(C2CC2)c(C(=O)OC)cc1C(=O)N1CCC(F)(c2ccc(C#N)cc2)CC1.NN,CO[C:1]([c:2]1[c:3]([CH:4]2[CH2:5][CH2:6]2)[cH:7][c:8]([CH2:9][CH3:10])[c:11]([C:12](=[O:13])[N:14]2[CH2:15][CH2:16][C:17]([F:18])([c:19]3[cH:20][cH:21][c:22]([C:23]#[N:24])[cH:25][cH:26]3)[CH2:27][CH2:28]2)[cH:29]1)=[O:30].[NH2:31][NH2:32],0
903,0.725,0.275,CN(C)CCCl.O=S(=O)(c1cccc(O)c1)n1ccc2ccccc21,Cl[CH2:1][CH2:2][N:3]([CH3:4])[CH3:5].[O:6]=[S:7](=[O:8])([c:9]1[cH:10][cH:11][cH:12][c:13]([OH:14])[cH:15]1)[n:16]1[cH:17][cH:18][c:19]2[cH:20][cH:21][cH:22][cH:23][c:24]12,0
904,0.461,0.5389999999999999,CCC1CNC(=O)N1.Cc1cnc(N2CCN(C(=O)c3ccc(Br)cc3)CC2)c(C)c1,COc1ccc(C[N:1]2[CH2:2][CH:3]([CH2:4][CH3:5])[N:6]([c:7]3[cH:8][cH:9][c:10]([C:11](=[O:12])[N:13]4[CH2:14][CH2:15][N:16]([c:17]5[n:18][cH:19][c:20]([CH3:21])[cH:22][c:23]5[CH3:24])[CH2:25][CH2:26]4)[cH:27][cH:28]3)[C:29]2=[O:30])cc1,1
905,0.54,0.45999999999999996,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.COc1ccc(Cl)cc1CC(CN)C(=O)O,C[O:1][C:2](=[O:3])[CH:4]([CH2:5][NH:6][C:7](=[O:8])[O:9][C:10]([CH3:11])([CH3:12])[CH3:13])[CH2:14][c:15]1[cH:16][c:17]([Cl:18])[cH:19][cH:20][c:21]1[O:22][CH3:23],1
906,0.299,0.7010000000000001,Nc1ccc(C=O)cn1.O[C@@H]1CCNC1,CC(C)(C)OC(=O)[NH:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][N:7]2[CH2:8][CH2:9][C@@H:10]([OH:11])[CH2:12]2)[cH:13][n:14]1,1
907,0.674,0.32599999999999996,O=C1CCC(Oc2ccc(F)cc2)CC1,c1ccc(C[O:1][CH:2]2[CH2:3][CH2:4][CH:5]([O:6][c:7]3[cH:8][cH:9][c:10]([F:11])[cH:12][cH:13]3)[CH2:14][CH2:15]2)cc1,1
908,0.702,0.29800000000000004,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.Cc1c(F)cncc1Br,Cl[c:1]1[n:2][cH:3][c:4]([B:5]2[O:6][C:7]([CH3:8])([CH3:9])[C:10]([CH3:11])([CH3:12])[O:13]2)[c:14]([CH3:15])[c:16]1[F:17],1
909,0.709,0.29100000000000004,NN1CCCCC1.O=C(O)c1cnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1,O[C:1](=[O:2])[c:3]1[cH:4][n:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([Br:11])[cH:12][cH:13]2)[c:14](-[c:15]2[cH:16][cH:17][c:18]([Br:19])[cH:20][cH:21]2)[n:22]1.[NH2:23][N:24]1[CH2:25][CH2:26][CH2:27][CH2:28][CH2:29]1,0
910,0.577,0.42300000000000004,COC(=O)c1cc(OCC(=O)c2ccccc2)c2ccccc2c1O,Br[CH2:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1.[O:10]=[C:11]([OH:12])[c:13]1[cH:14][c:15]([OH:16])[c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]2[c:23]1[OH:24],1
911,0.287,0.7130000000000001,CCCCCCCN=C=O.CCCCOc1cc(/C=C(/OC)C(=O)OC)ccc1-c1cccc(NC)c1,CC1(C)OB([c:1]2[cH:2][cH:3][cH:4][c:5]([N:6]([C:7]([NH:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH3:15])=[O:16])[CH3:17])[cH:18]2)OC1(C)C.I[c:19]1[c:20]([O:21][CH2:22][CH2:23][CH2:24][CH3:25])[cH:26][c:27](/[CH:28]=[C:29](/[O:30][CH3:31])[C:32](=[O:33])[O:34][CH3:35])[cH:36][cH:37]1,1
912,0.55,0.44999999999999996,NC(=O)c1cccc(-c2ccc(C=O)cn2)c1.NCCC1CC2CCC1C2,O=[CH:1][c:2]1[cH:3][cH:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][c:10]([C:11]([NH2:12])=[O:13])[cH:14]2)[n:15][cH:16]1.[NH2:17][CH2:18][CH2:19][CH:20]1[CH2:21][CH:22]2[CH2:23][CH2:24][CH:25]1[CH2:26]2,0
913,0.813,0.18700000000000006,NCCc1c[nH]c2ccc(Cl)cc12.O=C(O)c1ccc(Cl)nn1,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([Cl:7])[n:8][n:9]1.[NH2:10][CH2:11][CH2:12][c:13]1[cH:14][nH:15][c:16]2[cH:17][cH:18][c:19]([Cl:20])[cH:21][c:22]12,0
914,0.307,0.6930000000000001,[N-]=[N+]=NCC1(O)CCC2(CC1)OCCO2,O=[N+:1]([O-])[CH2:2][C:3]1([OH:4])[CH2:5][CH2:6][C:7]2([CH2:8][CH2:9]1)[O:10][CH2:11][CH2:12][O:13]2,1
915,0.535,0.46499999999999997,CN.O=Cc1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,O=[C:1]([NH:2][CH3:3])[c:4]1[cH:5][c:6]([F:7])[cH:8][cH:9][c:10]1[O:11][c:12]1[cH:13][cH:14][c:15]([Cl:16])[c:17]([Cl:18])[cH:19]1,1
916,0.462,0.538,C=CC(C)C(O)c1c(C)noc1-c1ccc(Br)cc1.CCOC(=O)C1(c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)CC1,Br[c:1]1[cH:2][cH:3][c:4](-[c:5]2[c:6]([CH:7]([CH:8]([CH:9]=[CH2:10])[CH3:11])[OH:12])[c:13]([CH3:14])[n:15][o:16]2)[cH:17][cH:18]1.CC1(C)OB([c:19]2[cH:20][cH:21][c:22]([C:23]3([C:24]([O:25][CH2:26][CH3:27])=[O:28])[CH2:29][CH2:30]3)[cH:31][cH:32]2)OC1(C)C,0
917,0.321,0.679,BrCc1ccccc1.COc1cc(C(C)=O)ccc1O,Br[CH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1.[CH3:8][O:9][c:10]1[cH:11][c:12]([C:13]([CH3:14])=[O:15])[cH:16][cH:17][c:18]1[OH:19],0
918,0.913,0.08699999999999997,CCC1(CC)CN(C2CCCC2)c2nc(Cl)ncc2NC1=O.CI,I[CH3:1].[CH3:2][CH2:3][C:4]1([CH2:5][CH3:6])[CH2:7][N:8]([CH:9]2[CH2:10][CH2:11][CH2:12][CH2:13]2)[c:14]2[n:15][c:16]([Cl:17])[n:18][cH:19][c:20]2[NH:21][C:22]1=[O:23],0
919,0.403,0.597,CN(C)CC(=O)O.Nc1ccc(Oc2ccc3c(c2)CCC(c2ccccc2)O3)nc1,Cl[CH2:1][C:2](=[O:3])[NH:4][c:5]1[cH:6][cH:7][c:8]([O:9][c:10]2[cH:11][cH:12][c:13]3[c:14]([cH:15]2)[CH2:16][CH2:17][CH:18]([c:19]2[cH:20][cH:21][cH:22][cH:23][cH:24]2)[O:25]3)[n:26][cH:27]1.[CH3:28][NH:29][CH3:30],1
920,0.531,0.469,CN1CCCn2c1cc(Cl)nc2=O.NCc1ccc(F)cc1,Cl[c:1]1[n:2][c:3](=[O:4])[n:5]2[c:6]([cH:7]1)[N:8]([CH3:9])[CH2:10][CH2:11][CH2:12]2.[NH2:13][CH2:14][c:15]1[cH:16][cH:17][c:18]([F:19])[cH:20][cH:21]1,0
921,0.662,0.33799999999999997,CI.CN(c1ccc2c(c1)nc(C(C)(C)O)n2CC1CCOCC1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,Cl[S:1]([c:2]1[cH:3][cH:4][c:5]([N+:6](=[O:7])[O-:8])[cH:9][cH:10]1)(=[O:11])=[O:12].[CH3:13][NH:14][c:15]1[cH:16][cH:17][c:18]2[c:19]([cH:20]1)[n:21][c:22]([C:23]([CH3:24])([CH3:25])[O:26][CH3:27])[n:28]2[CH2:29][CH:30]1[CH2:31][CH2:32][O:33][CH2:34][CH2:35]1,1
922,0.454,0.546,CN1CCN(CCN2C(=O)C(N)N=C(c3ccccc3)c3ccccc32)CC1.O=C(O)c1cc2ccccc2[nH]1,Br[CH2:1][CH2:2][N:3]1[c:4]2[c:5]([cH:6][cH:7][cH:8][cH:9]2)[C:10]([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)=[N:17][CH:18]([NH:19][C:20](=[O:21])[c:22]2[cH:23][c:24]3[cH:25][cH:26][cH:27][cH:28][c:29]3[nH:30]2)[C:31]1=[O:32].[CH3:33][N:34]1[CH2:35][CH2:36][NH:37][CH2:38][CH2:39]1,1
923,0.718,0.28200000000000003,N#C[C@@H]1CC(F)(F)CN1.O=C(Br)CBr,Br[C:1](=[O:2])[CH2:3][Br:4].[N:5]#[C:6][C@@H:7]1[CH2:8][C:9]([F:10])([F:11])[CH2:12][NH:13]1,0
924,0.465,0.5349999999999999,CC(C)(C)C(=O)CBr.CCC(CC)(c1ccc(O)c(C)c1)c1ccc2cc(C(=O)N(C)C)ccc2c1,Cl[C:1]([c:2]1[cH:3][c:4]2[cH:5][cH:6][c:7]([C:8]([CH2:9][CH3:10])([CH2:11][CH3:12])[c:13]3[cH:14][cH:15][c:16]([O:17][CH2:18][C:19](=[O:20])[C:21]([CH3:22])([CH3:23])[CH3:24])[c:25]([CH3:26])[cH:27]3)[cH:28][c:29]2[cH:30][cH:31]1)=[O:32].[CH3:33][NH:34][CH3:35],1
925,0.26,0.74,Brc1ccc2c(c1)CCO2.Cc1ccncc1N1CCNC1=O,Br[c:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[CH2:7][CH2:8][O:9]2.[CH3:10][c:11]1[cH:12][cH:13][n:14][cH:15][c:16]1[N:17]1[CH2:18][CH2:19][NH:20][C:21]1=[O:22],0
926,0.711,0.28900000000000003,Cc1ccc(Oc2ncc([N+](=O)[O-])cn2)c2c1OCC21CC1,O=[N+:1]([O-])[c:2]1[cH:3][n:4][c:5]([O:6][c:7]2[cH:8][cH:9][c:10]([CH3:11])[c:12]3[c:13]2[C:14]2([CH2:15][O:16]3)[CH2:17][CH2:18]2)[n:19][cH:20]1,0
927,0.682,0.31799999999999995,FC(F)(F)Cc1nc2cc(Cl)c(Cl)cc2[nH]1.O=[N+]([O-])c1cccc(CBr)c1,Br[CH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([N+:7](=[O:8])[O-:9])[cH:10]1.[F:11][C:12]([F:13])([F:14])[CH2:15][c:16]1[n:17][c:18]2[cH:19][c:20]([Cl:21])[c:22]([Cl:23])[cH:24][c:25]2[nH:26]1,0
928,0.61,0.39,O=C(c1n[nH]c2ccc(Nc3nccc(Oc4ccc([N+](=O)[O-])c5ccccc45)n3)cc12)N1CCOCC1,O[C:1]([c:2]1[n:3][nH:4][c:5]2[cH:6][cH:7][c:8]([NH:9][c:10]3[n:11][cH:12][cH:13][c:14]([O:15][c:16]4[cH:17][cH:18][c:19]([NH2:20])[c:21]5[c:22]4[cH:23][cH:24][cH:25][cH:26]5)[n:27]3)[cH:28][c:29]12)=[O:30].[CH2:31]1[CH2:32][O:33][CH2:34][CH2:35][NH:36]1,1
929,0.625,0.375,Cc1ccc(S(=O)(=O)OC=CC2=C(C(=O)OC(c3ccccc3)c3ccccc3)N3C(=O)C(N)C3SC2)cc1.O=C(OO)c1cccc(Cl)c1,CC(C)(C)OC(=O)[NH:1][CH:2]1[C:3](=[O:4])[N:5]2[C:6]([C:7](=[O:8])[O:9][CH:10]([c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[c:17]3[cH:18][cH:19][cH:20][cH:21][cH:22]3)=[C:23]([CH:24]=[CH:25][O:26][S:27]([c:28]3[cH:29][cH:30][c:31]([CH3:32])[cH:33][cH:34]3)(=[O:35])=[O:36])[CH2:37][S:38](=[O:39])[CH:40]12,1
930,0.646,0.354,COC(=O)c1ncc(C(=O)c2ccc(F)cc2)c(C)c1OCc1ccccc1,[CH3:1][O:2][C:3](=[O:4])[c:5]1[n:6][cH:7][c:8]([CH:9]=[O:10])[c:11]([CH3:12])[c:13]1[O:14][CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1.[Mg+][c:22]1[cH:23][cH:24][c:25]([F:26])[cH:27][cH:28]1,1
931,0.442,0.558,CCOC(=O)c1cc2c(Nc3ccc4[nH]ccc4c3C)c(C#N)cnc2s1,C[O:1][C:2](=[O:3])[c:4]1[cH:5][c:6]2[c:7]([NH:8][c:9]3[cH:10][cH:11][c:12]4[nH:13][cH:14][cH:15][c:16]4[c:17]3[CH3:18])[c:19]([C:20]#[N:21])[cH:22][n:23][c:24]2[s:25]1,1
932,0.418,0.5820000000000001,Cc1cccc(C(C)C)c1CO,Br[c:1]1[c:2]([CH3:3])[cH:4][cH:5][cH:6][c:7]1[CH:8]([CH3:9])[CH3:10].CN(C)[CH:11]=[O:12],1
933,0.709,0.29100000000000004,Nc1cccc(F)c1Br.O=C(O)C=Cc1ccccc1,Cl[C:1](=[O:2])[CH:3]=[CH:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1.[NH2:11][c:12]1[cH:13][cH:14][cH:15][c:16]([F:17])[c:18]1[Br:19],1
934,0.924,0.07599999999999996,C=CCC1(S(=O)(=O)Cl)CC1.Cc1c(=O)n2c(c3[nH]c(=O)n(-c4ccc(I)cc4F)c13)CCC2,Cl[S:1]([C:2]1([CH2:3][CH:4]=[CH2:5])[CH2:6][CH2:7]1)(=[O:8])=[O:9].[CH3:10][c:11]1[c:12]2[c:13]([c:14]3[n:15]([c:16]1=[O:17])[CH2:18][CH2:19][CH2:20]3)[nH:21][c:22](=[O:23])[n:24]2-[c:25]1[cH:26][cH:27][c:28]([I:29])[cH:30][c:31]1[F:32],0
935,0.924,0.07599999999999996,COC(=O)c1c(N)ccc2c1CCn1nccc1-2.O=S(=O)(Cl)c1ccc(F)cc1Br,Cl[S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]([F:8])[cH:9][c:10]1[Br:11].[CH3:12][O:13][C:14](=[O:15])[c:16]1[c:17]([NH2:18])[cH:19][cH:20][c:21]2[c:22]1[CH2:23][CH2:24][n:25]1[n:26][cH:27][cH:28][c:29]1-2,0
936,0.696,0.30400000000000005,CC(C)(C)OC(=O)N[C@H]1CC[C@H](Nc2nc(NCCN)c3ncn(C4CCCC4)c3n2)CC1,Cl[c:1]1[n:2][c:3]([NH:4][CH2:5][CH2:6][NH2:7])[c:8]2[c:9]([n:10]1)[n:11]([CH:12]1[CH2:13][CH2:14][CH2:15][CH2:16]1)[cH:17][n:18]2.[NH2:20][C@H:21]1[CH2:22][CH2:23][C@H:24]([NH2:25])[CH2:26][CH2:27]1,1
937,0.456,0.544,COc1cc(-c2cc(Br)cnc2F)c([N+](=O)[O-])cn1,I[c:1]1[cH:2][c:3]([O:4][CH3:5])[n:6][cH:7][c:8]1[NH2:9].OB(O)[c:10]1[cH:11][c:12]([Br:13])[cH:14][n:15][c:16]1[F:17],1
938,0.607,0.393,CCC(C)CCCCCBr.Oc1ccc(O)cc1,Br[CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6]([CH2:7][CH3:8])[CH3:9].[OH:10][c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1,0
939,0.795,0.20499999999999996,CC(C)(C)OC(=O)N1CCC(n2cnc(-c3ccccc3)c2)CC1,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][CH:4]([n:5]2[cH:6][n:7][c:8](-[c:9]3[cH:10][cH:11][cH:12][cH:13][cH:14]3)[cH:15]2)[CH2:16][CH2:17]1,0
940,0.506,0.494,Cc1cc(CC(=O)O)ccc1OCc1cccnc1C.Cc1ccc(C(N)c2ccccc2)c(C)c1,Cl[CH2:1][c:2]1[c:3]([CH3:4])[n:5][cH:6][cH:7][cH:8]1.[CH3:9][c:10]1[cH:11][cH:12][c:13]([CH:14]([NH:15][C:16](=[O:17])[CH2:18][c:19]2[cH:20][cH:21][c:22]([OH:23])[c:24]([CH3:25])[cH:26]2)[c:27]2[cH:28][cH:29][cH:30][cH:31][cH:32]2)[c:33]([CH3:34])[cH:35]1,1
941,0.493,0.507,CC(C)Cn1c(CNC(=O)OC(C)(C)C)c(-c2cccs2)c2cc(C(=O)O)ccc2c1=O,CC(C)(C)OC(=O)[NH:1][CH2:2][c:3]1[n:4]([CH2:5][CH:6]([CH3:7])[CH3:8])[c:9](=[O:10])[c:11]2[cH:12][cH:13][c:14]([C:15](=[O:16])[OH:17])[cH:18][c:19]2[c:20]1-[c:21]1[cH:22][cH:23][cH:24][s:25]1,0
942,0.459,0.5409999999999999,CCCc1c(CCCC(=O)OC)cccc1-c1noc(-c2ccc(OC(C)C)c(C#N)c2)n1,CC[O:1][C:2]([CH2:3][CH2:4][CH2:5][c:6]1[c:7]([CH2:8][CH2:9][CH3:10])[c:11](-[c:12]2[n:13][o:14][c:15](-[c:16]3[cH:17][cH:18][c:19]([O:20][CH:21]([CH3:22])[CH3:23])[c:24]([C:25]#[N:26])[cH:27]3)[n:28]2)[cH:29][cH:30][cH:31]1)=[O:32],1
943,0.883,0.11699999999999999,CC1(C)OB(c2ccc(N)nc2)OC1(C)C.O=C=Nc1ccccc1,[CH3:1][C:2]1([CH3:3])[O:4][B:5]([c:6]2[cH:7][cH:8][c:9]([NH2:10])[n:11][cH:12]2)[O:13][C:14]1([CH3:15])[CH3:16].[O:17]=[C:18]=[N:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1,0
944,0.566,0.43400000000000005,COc1ccc(CN(C)c2ccc(S(=O)(=O)Cl)c(F)c2)c(OC)c1.Nc1nccs1,Br[c:1]1[cH:2][cH:3][c:4]([S:5](=[O:6])(=[O:7])[NH:8][c:9]2[n:10][cH:11][cH:12][s:13]2)[c:14]([F:15])[cH:16]1.[CH3:17][NH:18][CH2:19][c:20]1[cH:21][cH:22][c:23]([O:24][CH3:25])[cH:26][c:27]1[O:28][CH3:29],1
945,0.856,0.14400000000000002,Cc1nc(-c2ccccn2)ncc1C(=O)O.Nn1ccc2c(F)cccc21,O[C:1]([c:2]1[c:3]([CH3:4])[n:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[n:13][cH:14]1)=[O:15].[NH2:16][n:17]1[cH:18][cH:19][c:20]2[c:21]([F:22])[cH:23][cH:24][cH:25][c:26]12,0
946,0.618,0.382,CCOC(=O)C(C)(Cc1ccccc1)Oc1ccc(O)cc1.Cc1oc(-c2ccccc2)nc1CCO,O[CH2:1][CH2:2][c:3]1[c:4]([CH3:5])[o:6][c:7](-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[n:14]1.[CH3:15][CH2:16][O:17][C:18](=[O:19])[C:20]([CH3:21])([CH2:22][c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[O:29][c:30]1[cH:31][cH:32][c:33]([OH:34])[cH:35][cH:36]1,0
947,0.792,0.20799999999999996,CC(C)(O)C(=O)O.CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(CC3CNC3)n(C)c2n1,O[C:1]([C:2]([CH3:3])([CH3:4])[OH:5])=[O:6].[CH3:7][CH2:8][c:9]1[n:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[n:17]1-[c:18]1[n:19][c:20]([N:21]2[CH2:22][CH2:23][O:24][CH2:25][CH2:26]2)[c:27]2[n:28][c:29]([CH2:30][CH:31]3[CH2:32][NH:33][CH2:34]3)[n:35]([CH3:36])[c:37]2[n:38]1,0
948,0.4,0.6,CCOC(=O)COc1ccc(F)c(NCc2cccc(-c3cccc(F)c3)c2)c1F,CC[O:1][C:2](=[O:3])[CH2:4][O:5][c:6]1[cH:7][cH:8][c:9]([F:10])[c:11]([NH:12][CH2:13][c:14]2[cH:15][cH:16][cH:17][c:18](-[c:19]3[cH:20][cH:21][cH:22][c:23]([F:24])[cH:25]3)[cH:26]2)[c:27]1[F:28],0
949,0.604,0.396,Fc1ccnc(Cl)c1.NC(=O)c1c[nH]cc1-c1ccccc1Cl,O[C:1](=[O:2])[c:3]1[cH:4][n:5](-[c:6]2[cH:7][cH:8][n:9][c:10]([Cl:11])[cH:12]2)[cH:13][c:14]1-[c:15]1[cH:16][cH:17][cH:18][cH:19][c:20]1[Cl:21].[NH3:22],1
950,0.765,0.235,C[C@H](N)c1nc2cc(Cl)ccc2[nH]1.O=C(O)c1ccc(C(=O)N2CCC[C@@H]2Cn2ccnc2)c(Cl)c1,O[C:1]([c:2]1[cH:3][cH:4][c:5]([C:6]([NH:7][C@@H:8]([CH3:9])[c:10]2[n:11][c:12]3[cH:13][c:14]([Cl:15])[cH:16][cH:17][c:18]3[nH:19]2)=[O:20])[cH:21][c:22]1[Cl:23])=[O:24].[cH:25]1[cH:26][n:27]([CH2:28][C@H:29]2[CH2:30][CH2:31][CH2:32][NH:33]2)[cH:34][n:35]1,1
951,0.382,0.618,CC(=O)N1CCNCC1.COC(=O)c1ccc(F)cc1,Br[c:1]1[cH:2][cH:3][c:4]([C:5]([O:6][CH3:7])=[O:8])[cH:9][cH:10]1.[CH3:11][C:12](=[O:13])[N:14]1[CH2:15][CH2:16][NH:17][CH2:18][CH2:19]1,1
952,0.19,0.81,Clc1nccn2c(C3CCC3)nc(/C=C/c3ccccc3)c12.N,I[c:1]1[n:2][c:3]([CH:4]2[CH2:5][CH2:6][CH2:7]2)[n:8]2[cH:9][cH:10][n:11][c:12]([NH2:13])[c:14]12.[CH2:15]=[CH:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,1
953,0.878,0.122,CC1CCNCC1.Fc1cc(F)c(-c2c(Cl)nc3ncncc3c2Cl)c(F)c1,Cl[c:1]1[c:2](-[c:3]2[c:4]([F:5])[cH:6][c:7]([F:8])[cH:9][c:10]2[F:11])[c:12]([Cl:13])[c:14]2[c:15]([n:16]1)[n:17][cH:18][n:19][cH:20]2.[CH3:21][CH:22]1[CH2:23][CH2:24][NH:25][CH2:26][CH2:27]1,0
954,0.635,0.365,CC(C)(C)OC(=O)NCCCC(=O)Nc1sc(Nc2ccc3ccccc3c2)nc1C(N)=O,O=C1c2ccccc2C(=O)[N:1]1[CH2:2][CH2:3][CH2:4][C:5]([NH:6][c:7]1[c:8]([C:9]([NH2:10])=[O:11])[n:12][c:13]([NH:14][c:15]2[cH:16][cH:17][c:18]3[cH:19][cH:20][cH:21][cH:22][c:23]3[cH:24]2)[s:25]1)=[O:26],1
955,0.478,0.522,CC(C)(C#N)c1cccc(C(=O)O)c1.Nc1ccc(Cl)c(O)c1,Cl[C:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]([CH3:8])([CH3:9])[C:10]#[N:11])[cH:12]1)=[O:13].[NH2:14][c:15]1[cH:16][cH:17][c:18]([Cl:19])[c:20]([OH:21])[cH:22]1,1
956,0.66,0.33999999999999997,COc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(I)cc1,C[O:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][CH2:9][N:10]([c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[CH:17]2[c:18]1[cH:19][cH:20][c:21]([I:22])[cH:23][cH:24]1,0
