mol_idx,top_score,uq,pred_top1,true_reactants,error,ensemble_mean_score,ensemble_std_score,ensemble_uq
561,0.83,0.17,CC(C)(C)OC(=O)N[C@@H](COCc1ccc(Cl)c(Cl)c1)C(=O)O.O=c1[nH]c2ccccc2n1C1CCNCC1,O[C:1]([C@@H:2]([NH:3][C:4]([O:5][C:6]([CH3:7])([CH3:8])[CH3:9])=[O:10])[CH2:11][O:12][CH2:13][c:14]1[cH:15][cH:16][c:17]([Cl:18])[c:19]([Cl:20])[cH:21]1)=[O:22].[O:23]=[c:24]1[nH:25][c:26]2[cH:27][cH:28][cH:29][cH:30][c:31]2[n:32]1[CH:33]1[CH2:34][CH2:35][NH:36][CH2:37][CH2:38]1,0,0.8355,0.05061867244406949,0.16449999999999998
562,0.617,0.383,COC(=O)c1ccc(CN(C)CCN(C)CC(=O)Nc2ccc(OCC(F)(F)C(F)(F)F)cc2)cc1,C[O:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([CH2:8][N:9]([CH3:10])[CH2:11][CH2:12][N:13]([CH3:14])[CH2:15][C:16](=[O:17])[NH:18][c:19]2[cH:20][cH:21][c:22]([O:23][CH2:24][C:25]([F:26])([F:27])[C:28]([F:29])([F:30])[F:31])[cH:32][cH:33]2)[cH:34][cH:35]1,0,0.58925,0.05561643192438725,0.41074999999999995
563,0.709,0.291,COC(OC)c1cc(C)c(C#N)c(C)c1,[CH3:1][O:2][CH:3]([O:4][CH3:5])[c:6]1[cH:7][c:8]([CH3:9])[c:10]([C:11]#[N:12])[c:13]([CH3:14])[cH:15]1,0,0.731,0.04972423956180729,0.269
564,0.449,0.5509999999999999,COc1cnc(-c2cnccn2)c2[nH]cc(C(=O)C(=O)O)c12.O=c1c(-c2ccccc2)c(N2CCNCC2)c1=O,Br[c:1]1[n:2][cH:3][c:4]([O:5][CH3:6])[c:7]2[c:8]1[nH:9][cH:10][c:11]2[C:12](=[O:13])[C:14](=[O:15])[N:16]1[CH2:17][CH2:18][N:19]([c:20]2[c:21](-[c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[c:28](=[O:29])[c:30]2=[O:31])[CH2:32][CH2:33]1.CCCC[Sn](CCCC)(CCCC)[c:34]1[cH:35][n:36][cH:37][cH:38][n:39]1,1,0.41274999999999995,0.2110786287145148,0.58725
565,0.733,0.267,COc1cc(C(=O)O)cc(S(C)(=O)=O)c1.C[C@H](C[C@H](O)[C@@H](N)Cc1ccccc1)C(=O)NC1CC2CCC1C2,O[C:1]([c:2]1[cH:3][c:4]([O:5][CH3:6])[cH:7][c:8]([S:9]([CH3:10])(=[O:11])=[O:12])[cH:13]1)=[O:14].[CH3:15][C@H:16]([CH2:17][C@H:18]([OH:19])[C@@H:20]([NH2:21])[CH2:22][c:23]1[cH:24][cH:25][cH:26][cH:27][cH:28]1)[C:29](=[O:30])[NH:31][CH:32]1[CH2:33][CH:34]2[CH2:35][CH2:36][CH:37]1[CH2:38]2,0,0.7565,0.06082968025561204,0.24350000000000005
566,0.147,0.853,Cc1cc(C2=NOC(c3cc(Cl)cc(Cl)c3)(C(F)(F)F)C2)ccc1Br.SCc1ccccc1,F[c:1]1[c:2]([CH3:3])[cH:4][c:5]([C:6]2=[N:7][O:8][C:9]([c:10]3[cH:11][c:12]([Cl:13])[cH:14][c:15]([Cl:16])[cH:17]3)([C:18]([F:19])([F:20])[F:21])[CH2:22]2)[cH:23][cH:24]1.[SH:25][CH2:26][c:27]1[cH:28][cH:29][cH:30][cH:31][cH:32]1,1,0.20075,0.12088501768209327,0.79925
567,0.584,0.416,O=C(CC(F)(F)C(F)(F)C(F)(F)F)c1ccccc1.[CH3][Mg+],O=C(C(F)(F)C(F)(F)C(F)(F)F)[O:1][C:2]([CH3:3])([CH2:4][C:5]([F:6])([F:7])[C:8]([F:9])([F:10])[C:11]([F:12])([F:13])[F:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1,1,0.5605,0.06269170599050562,0.4395
568,0.431,0.569,CC1(C)C(=O)N(C2CCNCC2)c2nccnc21.Clc1nc2ccccc2s1,Cl[c:1]1[n:2][c:3]2[cH:4][cH:5][cH:6][cH:7][c:8]2[s:9]1.[CH3:10][C:11]1([CH3:12])[C:13](=[O:14])[N:15]([CH:16]2[CH2:17][CH2:18][NH:19][CH2:20][CH2:21]2)[c:22]2[n:23][cH:24][cH:25][n:26][c:27]21,0,0.46849999999999997,0.0463923485070545,0.5315000000000001
569,0.131,0.869,CC1(C)OB(c2ccc(CN3CCS(=O)(=O)CC3)cc2)OC1(C)C.Nc1nc2cccc(Br)n2n1,Br[c:1]1[cH:2][cH:3][cH:4][c:5]2[n:6][c:7]([NH2:8])[n:9][n:10]12.OB(O)[c:11]1[cH:12][cH:13][c:14]([CH2:15][N:16]2[CH2:17][CH2:18][S:19](=[O:20])(=[O:21])[CH2:22][CH2:23]2)[cH:24][cH:25]1,1,0.23075,0.0856748942222866,0.76925
570,0.299,0.7010000000000001,C[C@H](CO)N1Cc2c(ccc(Cl)c2N)C1=O.O=C(O)CC12CC3CC(CC(C3)C1)C2,Cl[C:1](=[O:2])[CH2:3][C:4]12[CH2:5][CH:6]3[CH2:7][CH:8]([CH2:9][CH:10]([CH2:11]3)[CH2:12]1)[CH2:13]2.[CH3:14][C@H:15]([CH2:16][OH:17])[N:18]1[CH2:19][c:20]2[c:21]([cH:22][cH:23][c:24]([Cl:25])[c:26]2[NH2:27])[C:28]1=[O:29],1,0.20850000000000002,0.054242511003824295,0.7915
571,0.345,0.655,NC(=O)c1nn(CC(=O)O)c2ccccc12.O=C(Nc1cccc(-c2cc(F)c(F)cc2Cl)c1F)[C@@H]1C[C@@H](F)CN1,O[C:1]([CH2:2][n:3]1[n:4][c:5]([C:6]([NH2:7])=[O:8])[c:9]2[c:10]1[cH:11][cH:12][cH:13][cH:14]2)=[O:15].[O:16]=[C:17]([NH:18][c:19]1[cH:20][cH:21][cH:22][c:23](-[c:24]2[cH:25][c:26]([F:27])[c:28]([F:29])[cH:30][c:31]2[Cl:32])[c:33]1[F:34])[C@@H:35]1[CH2:36][C@@H:37]([F:38])[CH2:39][NH:40]1,0,0.3205,0.11285056490775755,0.6795
572,0.857,0.143,COc1ccc(C2=NN(C3CCN(C(=O)[C@@H](Cc4ccc(C)cc4)NC(=O)OC(C)(C)C)CC3)C(=O)[C@@H]3CCCC[C@H]23)cc1OC,CC(C)(C)OC(=O)[NH:1][C@@H:2]([C:3]([N:4]1[CH2:5][CH2:6][CH:7]([N:8]2[N:9]=[C:10]([c:11]3[cH:12][cH:13][c:14]([O:15][CH3:16])[c:17]([O:18][CH3:19])[cH:20]3)[C@@H:21]3[C@H:22]([C:23]2=[O:24])[CH2:25][CH2:26][CH2:27][CH2:28]3)[CH2:29][CH2:30]1)=[O:31])[CH2:32][c:33]1[cH:34][cH:35][c:36]([CH3:37])[cH:38][cH:39]1,0,0.8292499999999999,0.031379730719048544,0.17075000000000007
573,0.061,0.939,CC(C)C(=O)Nc1cccc(C2CCNCC2)c1.C[C@@H](C=O)COc1ccc(F)cc1,Cl[CH2:1][C@H:2]([CH3:3])[CH2:4][O:5][c:6]1[cH:7][cH:8][c:9]([F:10])[cH:11][cH:12]1.[CH3:13][CH:14]([CH3:15])[C:16](=[O:17])[NH:18][c:19]1[cH:20][cH:21][cH:22][c:23]([CH:24]2[CH2:25][CH2:26][NH:27][CH2:28][CH2:29]2)[cH:30]1,1,0.10025,0.027896012259819507,0.89975
574,0.564,0.436,CC(=O)CCl.CCOC(=O)Cc1cccc(S)c1,Cl[CH2:1][C:2]([CH3:3])=[O:4].[CH3:5][CH2:6][O:7][C:8](=[O:9])[CH2:10][c:11]1[cH:12][cH:13][cH:14][c:15]([SH:16])[cH:17]1,0,0.67425,0.07412953190193504,0.32575
575,0.881,0.119,CCCCCCCCCCCCS(=O)(=O)c1ccc(N)c(Cl)c1.CCOC(=O)C(C(=O)O)N1C(=O)c2ccccc2C1=O,CCO[C:1](=[O:2])[CH:3]([C:4](=[O:5])[O:6][CH2:7][CH3:8])[N:9]1[C:10](=[O:11])[c:12]2[cH:13][cH:14][cH:15][cH:16][c:17]2[C:18]1=[O:19].[CH3:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29][CH2:30][CH2:31][S:32](=[O:33])(=[O:34])[c:35]1[cH:36][cH:37][c:38]([NH2:39])[c:40]([Cl:41])[cH:42]1,1,0.82425,0.06520496530173144,0.17574999999999996
576,0.756,0.244,CCOC(=O)[C@@H]1CCCN1.Cc1cccc(C)c1N(CCCC(=O)O)C(=O)c1ccc(Cl)cc1,O[C:1]([CH2:2][CH2:3][CH2:4][N:5]([c:6]1[c:7]([CH3:8])[cH:9][cH:10][cH:11][c:12]1[CH3:13])[C:14](=[O:15])[c:16]1[cH:17][cH:18][c:19]([Cl:20])[cH:21][cH:22]1)=[O:23].[CH3:24][CH2:25][O:26][C:27](=[O:28])[C@@H:29]1[CH2:30][CH2:31][CH2:32][NH:33]1,0,0.707,0.10461118487045255,0.29300000000000004
577,0.701,0.299,CCOC(=O)c1ccc(-c2cc(N)ccc2Cl)cc1.O=C=NC1CCCCC1,[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:7][cH:8][c:9](-[c:10]2[cH:11][c:12]([NH2:13])[cH:14][cH:15][c:16]2[Cl:17])[cH:18][cH:19]1.[O:20]=[C:21]=[N:22][CH:23]1[CH2:24][CH2:25][CH2:26][CH2:27][CH2:28]1,0,0.71,0.060930288034769714,0.29000000000000004
578,0.891,0.1089999999999999,CCC1(CC)c2ccc(OC)cc2C(=O)C1CC=O.C[C@@H](O)CN,O=[C:1]1[c:2]2[c:3]([cH:4][cH:5][c:6]([O:7][CH3:8])[cH:9]2)[C:10]([CH2:11][CH3:12])([CH2:13][CH3:14])[CH:15]1[CH2:16][CH:17]=O.[CH3:18][C@@H:19]([OH:20])[CH2:21][NH2:22],0,0.7662500000000001,0.1296945931795154,0.2337499999999999
579,0.255,0.745,C=Cc1c(F)c(N2CC3CC=CC(NC(=O)OC(C)(C)C)C3C2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,F[c:1]1[c:2]([F:3])[c:4]([CH:5]=[CH2:6])[c:7]2[c:8]([c:9]1[F:10])[n:11]([CH:12]1[CH2:13][CH2:14]1)[cH:15][c:16]([C:17](=[O:18])[OH:19])[c:20]2=[O:21].[NH2:22][CH:23]1[CH:24]=[CH:25][CH2:26][CH:27]2[CH2:28][NH:29][CH2:30][CH:31]12,1,0.4455,0.18778511655613178,0.5545
580,0.201,0.7989999999999999,CCOC(=O)c1nc(Br)c2ccccn12.OB(O)c1ccc(F)cc1,Br[c:1]1[n:2][c:3]([C:4]([O:5][CH2:6][CH3:7])=[O:8])[n:9]2[c:10]1[cH:11][cH:12][cH:13][cH:14]2.OB(O)[c:15]1[cH:16][cH:17][c:18]([F:19])[cH:20][cH:21]1,0,0.296,0.09897727011794172,0.704
581,0.31,0.69,CCC=Cc1cn([Si](C)(C)C(C)(C)C)c2ccc(O[Si](C)(C)C(C)(C)C)cc12,Br[c:1]1[c:2]2[c:3]([cH:4][cH:5][c:6]([O:7][Si:8]([C:9]([CH3:10])([CH3:11])[CH3:12])([CH3:13])[CH3:14])[cH:15]2)[n:16]([Si:17]([CH3:18])([CH3:19])[C:20]([CH3:21])([CH3:22])[CH3:23])[cH:24]1.I[CH2:25][CH2:26][CH2:27][CH3:28],1,0.28775,0.045162899596903644,0.71225
582,0.717,0.283,CC(C)(C)OC(=O)N1CCC(Oc2ccc3c(c2)CCC(=O)N3c2ccc(F)cc2)CC1,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][CH:4]([O:5][c:6]2[cH:7][cH:8][c:9]3[c:10]([cH:11]2)[CH2:12][CH2:13][C:14](=[O:15])[N:16]3[c:17]2[cH:18][cH:19][c:20]([F:21])[cH:22][cH:23]2)[CH2:24][CH2:25]1,0,0.79525,0.05128047874191504,0.20475
583,0.888,0.1119999999999999,CC(c1cccc([N+](=O)[O-])c1)n1c(=O)oc2cc(F)c(F)cc21,O=[N+:1]([O-])[c:2]1[cH:3][cH:4][cH:5][c:6]([CH:7]([CH3:8])[n:9]2[c:10](=[O:11])[o:12][c:13]3[cH:14][c:15]([F:16])[c:17]([F:18])[cH:19][c:20]23)[cH:21]1,0,0.8525,0.032221886971436034,0.14749999999999996
584,0.519,0.481,C#C[Si](C)(C)C.O=[N+]([O-])c1ccccc1Br,Br[c:1]1[c:2]([N+:3](=[O:4])[O-:5])[cH:6][cH:7][cH:8][cH:9]1.[CH:10]#[C:11][Si:12]([CH3:13])([CH3:14])[CH3:15],0,0.45449999999999996,0.07573143336818605,0.5455000000000001
585,0.727,0.273,CCC(C)C(C(=O)O)c1ccccc1.N#Cc1c(N)sc2c1CCC2,Cl[C:1]([CH:2]([CH:3]([CH2:4][CH3:5])[CH3:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)=[O:13].[N:14]#[C:15][c:16]1[c:17]([NH2:18])[s:19][c:20]2[c:21]1[CH2:22][CH2:23][CH2:24]2,1,0.71,0.021482551058940813,0.29000000000000004
586,0.826,0.174,CCCCN(CCC(=O)O)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl.NC(CO)(CO)CO,O[C:1]([CH2:2][CH2:3][N:4]([CH2:5][CH2:6][CH2:7][CH3:8])[C:9](=[O:10])[c:11]1[n:12][n:13](-[c:14]2[cH:15][cH:16][c:17]([C:18](=[O:19])[NH:20][S:21](=[O:22])(=[O:23])[c:24]3[cH:25][cH:26][c:27]4[cH:28][cH:29][cH:30][cH:31][c:32]4[cH:33]3)[cH:34][c:35]2[C:36](=[O:37])[N:38]2[CH2:39][CH2:40][c:41]3[cH:42][cH:43][cH:44][cH:45][c:46]3[CH2:47]2)[c:48]([CH3:49])[c:50]1[Cl:51])=[O:52].[NH2:53][C:54]([CH2:55][OH:56])([CH2:57][OH:58])[CH2:59][OH:60],0,0.78575,0.0716462664763489,0.21425000000000005
587,0.297,0.7030000000000001,CCCCC=C1CC2CCC(C2)C1=O,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH:6]1[CH2:7][CH:8]2[CH:9]=[CH:10][CH:11]([CH2:12]2)[C:13]1=[O:14],1,0.236,0.042485291572496,0.764
588,0.542,0.4579999999999999,COC(=O)c1ncccc1-c1ccc(Cl)c(C(=O)O)c1.NCC1(O)CCCCCC1,O[C:1]([c:2]1[c:3]([Cl:4])[cH:5][cH:6][c:7](-[c:8]2[c:9]([C:10]([O:11][CH3:12])=[O:13])[n:14][cH:15][cH:16][cH:17]2)[cH:18]1)=[O:19].[NH2:20][CH2:21][C:22]1([OH:23])[CH2:24][CH2:25][CH2:26][CH2:27][CH2:28][CH2:29]1,0,0.532,0.024939927826679874,0.46799999999999997
589,0.7,0.3,CCNC.COc1ccc(-n2nc(C(=O)O)cc2-c2ccc(OCc3ccccc3)cn2)cn1,O[C:1]([c:2]1[n:3][n:4](-[c:5]2[cH:6][cH:7][c:8]([O:9][CH3:10])[n:11][cH:12]2)[c:13](-[c:14]2[cH:15][cH:16][c:17]([O:18][CH2:19][c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[cH:26][n:27]2)[cH:28]1)=[O:29].[CH3:30][CH2:31][NH:32][CH3:33],0,0.73525,0.032251937926270444,0.26475000000000004
590,0.528,0.472,CNC(=O)c1cn2nc(Cl)ccc2n1.Nc1cccc(O)c1,I[c:1]1[n:2][n:3]2[cH:4][c:5]([C:6]([NH:7][CH3:8])=[O:9])[n:10][c:11]2[cH:12][cH:13]1.[NH2:14][c:15]1[cH:16][cH:17][cH:18][c:19]([OH:20])[cH:21]1,1,0.4465,0.0934411579551538,0.5535
591,0.273,0.727,N[C@@H]1CCN(C(=O)CNc2ccc(-n3ccccc3=O)cc2)C1.O=C(O)c1ccc(Cl)s1,Br[CH2:1][C:2]([N:3]1[CH2:4][CH2:5][C@@H:6]([NH:7][C:8](=[O:9])[c:10]2[cH:11][cH:12][c:13]([Cl:14])[s:15]2)[CH2:16]1)=[O:17].[NH2:18][c:19]1[cH:20][cH:21][c:22](-[n:23]2[cH:24][cH:25][cH:26][cH:27][c:28]2=[O:29])[cH:30][cH:31]1,1,0.28775,0.030646166155002163,0.71225
592,0.754,0.246,C=C(C(=O)O)C(F)(F)F.CNOC,O[C:1]([C:2](=[CH2:3])[C:4]([F:5])([F:6])[F:7])=[O:8].[CH3:9][NH:10][O:11][CH3:12],0,0.662,0.12887008962517252,0.33799999999999997
593,0.719,0.281,COC(CBr)OC.COc1cc(Br)cc(C=O)c1O,Br[CH2:1][CH:2]([O:3][CH3:4])[O:5][CH3:6].[CH3:7][O:8][c:9]1[cH:10][c:11]([Br:12])[cH:13][c:14]([CH:15]=[O:16])[c:17]1[OH:18],0,0.7545,0.029244657631779542,0.24550000000000005
594,0.909,0.0909999999999999,CC(C)S(=O)(=O)c1ccccc1Nc1nc(Cl)ncc1Cl.CN1C(=O)CCC(C)(C)c2cc(N)ccc21,Cl[c:1]1[n:2][c:3]([NH:4][c:5]2[c:6]([S:7]([CH:8]([CH3:9])[CH3:10])(=[O:11])=[O:12])[cH:13][cH:14][cH:15][cH:16]2)[c:17]([Cl:18])[cH:19][n:20]1.[CH3:21][N:22]1[C:23](=[O:24])[CH2:25][CH2:26][C:27]([CH3:28])([CH3:29])[c:30]2[cH:31][c:32]([NH2:33])[cH:34][cH:35][c:36]21,0,0.89325,0.014254385290148445,0.10675000000000001
595,0.225,0.775,CC(C)=O.O=C(c1cc2cc(OC3CCNCC3)ccc2n1Cc1ccccc1)N1CCOCC1,Br[CH2:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1.[CH3:8][CH:9]([CH3:10])[N:11]1[CH2:12][CH2:13][CH:14]([O:15][c:16]2[cH:17][cH:18][c:19]3[nH:20][c:21]([C:22](=[O:23])[N:24]4[CH2:25][CH2:26][O:27][CH2:28][CH2:29]4)[cH:30][c:31]3[cH:32]2)[CH2:33][CH2:34]1,1,0.25025,0.02781523862921186,0.74975
596,0.228,0.772,COC(=O)C[C@@H]1COc2cc(O[C@@H]3CCc4c(B5OC(C)(C)C(C)(C)O5)ccc(F)c43)ccc21.Cc1cccc(-c2cc(C)c(Br)c(C)c2)n1,Br[c:1]1[c:2]([CH3:3])[cH:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][c:10]([CH3:11])[n:12]2)[cH:13][c:14]1[CH3:15].CC1(C)OB([c:16]2[c:17]3[c:18]([c:19]([F:20])[cH:21][cH:22]2)[C@H:23]([O:24][c:25]2[cH:26][c:27]4[c:28]([cH:29][cH:30]2)[C@H:31]([CH2:32][C:33]([O:34][CH3:35])=[O:36])[CH2:37][O:38]4)[CH2:39][CH2:40]3)OC1(C)C,0,0.20525,0.02420098138505957,0.7947500000000001
597,0.542,0.4579999999999999,COC(=O)c1cc(F)c(-c2cccc(C(F)(F)F)c2)nc1Oc1ccccc1Cl,CC(C)(C)[O:1][C:2](=[O:3])[c:4]1[cH:5][c:6]([F:7])[c:8](-[c:9]2[cH:10][cH:11][cH:12][c:13]([C:14]([F:15])([F:16])[F:17])[cH:18]2)[n:19][c:20]1[O:21][c:22]1[cH:23][cH:24][cH:25][cH:26][c:27]1[Cl:28],1,0.5095000000000001,0.04511374513382813,0.49049999999999994
598,0.102,0.898,CN.COC(=O)c1cc(N)nc(N)c1,CCO[C:1](=[O:2])[c:3]1[cH:4][c:5]([NH2:6])[n:7][c:8]([NH2:9])[cH:10]1.[CH3:11][NH2:12],1,0.191,0.10911920087683927,0.8089999999999999
599,0.799,0.2009999999999999,COC(=O)CC(=O)CBr,[CH3:1][O:2][C:3](=[O:4])[CH2:5][C:6](=[O:7])[CH2:8][Br:9],0,0.71025,0.08058652182592324,0.28974999999999995
600,0.596,0.404,COc1ccc2c(c1Cl)CC(=Cc1ccc(SC(F)(F)F)cc1)C2=O,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]2[c:7]([c:8]1[Cl:9])[CH2:10]/[C:11](=[CH:12]\[c:13]1[cH:14][cH:15][c:16]([S:17][C:18]([F:19])([F:20])[F:21])[cH:22][cH:23]1)[C:24]2=[O:25],1,0.56125,0.049846639806510516,0.43875
601,0.339,0.661,CN(Cc1ccc(N)cc1)C1CCOCC1.CN1CCN(c2ccc(-c3ccc4c(c3)C=C(C(=O)O)CCO4)cc2)CC1,O[C:1]([C:2]1=[CH:3][c:4]2[c:5]([cH:6][cH:7][c:8](-[c:9]3[cH:10][cH:11][c:12]([N:13]4[CH2:14][CH2:15][N:16]([CH3:17])[CH2:18][CH2:19]4)[cH:20][cH:21]3)[cH:22]2)[O:23][CH2:24][CH2:25]1)=[O:26].[CH3:27][N:28]([CH2:29][c:30]1[cH:31][cH:32][c:33]([NH2:34])[cH:35][cH:36]1)[CH:37]1[CH2:38][CH2:39][O:40][CH2:41][CH2:42]1,0,0.3725,0.04515805575974237,0.6275
602,0.622,0.378,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)O.O=[N+]([O-])c1ccc(OC2CCNCC2)cc1,O[CH:30]1[CH2:29][CH2:28][N:27]([C:25]([c:24]2[c:15]([O:14][CH:12]([CH3:11])[CH3:13])[cH:16][cH:17][c:18]([S:19]([CH3:20])(=[O:21])=[O:22])[cH:23]2)=[O:26])[CH2:32][CH2:31]1.[OH:1][c:2]1[cH:3][cH:4][c:5]([N+:6](=[O:7])[O-:8])[cH:9][cH:10]1,1,0.6895,0.04059864529759582,0.3105
603,0.311,0.6890000000000001,CC(C)(C)OC(=O)N[C@@H]1CCCN(C(Cl)=C(C#N)C#N)C1.CCOC(=O)CNCc1ccccc1Cl,Br[CH2:1][c:2]1[c:3]([Cl:4])[cH:5][cH:6][cH:7][cH:8]1.[CH3:9][CH2:10][O:11][C:12](=[O:13])[CH2:14][NH:15][C:16](=[C:17]([C:18]#[N:19])[C:20]#[N:21])[N:22]1[CH2:23][CH2:24][CH2:25][C@@H:26]([NH:27][C:28](=[O:29])[O:30][C:31]([CH3:32])([CH3:33])[CH3:34])[CH2:35]1,1,0.14275000000000002,0.09810549169134213,0.85725
604,0.557,0.4429999999999999,C#CC(=O)Cl.CCOc1ccc(F)c(-c2ccc3nc(N[C@@H]4CCC[C@@H]4N)ncc3c2)c1Cl,O[C:1]([C:2]#[CH:3])=[O:4].[CH3:5][CH2:6][O:7][c:8]1[cH:9][cH:10][c:11]([F:12])[c:13](-[c:14]2[cH:15][cH:16][c:17]3[n:18][c:19]([NH:20][C@@H:21]4[CH2:22][CH2:23][CH2:24][C@@H:25]4[NH2:26])[n:27][cH:28][c:29]3[cH:30]2)[c:31]1[Cl:32],1,0.6092500000000001,0.09373466541253561,0.39074999999999993
605,0.407,0.593,O=C(NCc1ccccc1)C1(CCCCN2CCNCC2)c2ccccc2-c2ccccc21.O=C(O)Cc1ccccc1,Br[CH2:1][CH2:2][CH2:3][CH2:4][C:5]1([C:6](=[O:7])[NH:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]2-[c:22]2[cH:23][cH:24][cH:25][cH:26][c:27]21.[O:28]=[C:29]([CH2:30][c:31]1[cH:32][cH:33][cH:34][cH:35][cH:36]1)[N:37]1[CH2:38][CH2:39][NH:40][CH2:41][CH2:42]1,1,0.38449999999999995,0.03274522866006587,0.6155
606,0.33,0.6699999999999999,CC(C)NC(=O)[C@@H]1CNCC(=O)N1CC1CCN(c2ccc(=O)n(C)n2)CC1.O=S(=O)(Cl)c1ccc2c(Cl)c[nH]c2c1,O[C:1]([CH:2]1[N:3]([CH2:4][CH:5]2[CH2:6][CH2:7][N:8]([c:9]3[n:10][n:11]([CH3:12])[c:13](=[O:14])[cH:15][cH:16]3)[CH2:17][CH2:18]2)[C:19](=[O:20])[CH2:21][N:22]([S:23](=[O:24])(=[O:25])[c:26]2[cH:27][cH:28][c:29]3[c:30]([Cl:31])[cH:32][nH:33][c:34]3[cH:35]2)[CH2:36]1)=[O:37].[CH3:38][CH:39]([CH3:40])[NH2:41],1,0.36725,0.05196813927783061,0.6327499999999999
607,0.373,0.627,BrCCCCCCCCC1CC1.CCCCCCCCOc1ccc(-c2ncc(O)cn2)cn1,Br[CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH:9]1[CH2:10][CH2:11]1.[CH3:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH2:18][CH2:19][O:20][c:21]1[cH:22][cH:23][c:24](-[c:25]2[n:26][cH:27][c:28]([OH:29])[cH:30][n:31]2)[cH:32][n:33]1,0,0.3965,0.015008331019803632,0.6034999999999999
608,0.862,0.138,COc1ccc(O)c([N+](=O)[O-])c1,O=[N+:1]([O-])[c:2]1[c:3]([OH:4])[cH:5][cH:6][c:7]([O:8][CH3:9])[cH:10]1,0,0.8785,0.016101242188104634,0.12150000000000005
609,0.585,0.415,N#Cc1ccc(OCC(F)(F)F)c(F)c1,[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]([O:7][CH2:8][C:9]([F:10])([F:11])[F:12])[c:13]([F:14])[cH:15]1,0,0.68375,0.07126841867194755,0.31625000000000003
610,0.767,0.2329999999999999,COC(=O)c1cccc(CBr)c1.O=C1CN(C(=O)c2ccc(Cl)cc2)Cc2ccccc2N1,Br[CH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]([O:8][CH3:9])=[O:10])[cH:11]1.[O:12]=[C:13]1[CH2:14][N:15]([C:16](=[O:17])[c:18]2[cH:19][cH:20][c:21]([Cl:22])[cH:23][cH:24]2)[CH2:25][c:26]2[cH:27][cH:28][cH:29][cH:30][c:31]2[NH:32]1,0,0.69375,0.05456360966798293,0.30625
611,0.271,0.729,CC(=O)Cl.Nc1cncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)ccn3n2)n1,Cl[c:1]1[n:2][c:3]([NH:4][CH2:5][c:6]2[cH:7][cH:8][cH:9][cH:10][n:11]2)[c:12]2[c:13](-[c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[cH:20][cH:21][n:22]2[n:23]1.Cl[c:24]1[cH:25][n:26][cH:27][c:28]([NH:29][C:30]([CH3:31])=[O:32])[n:33]1,1,0.30825,0.04272221319173434,0.69175
612,0.509,0.491,Nc1cnc(Br)cn1.OB(O)c1ccc(Cl)c(OCc2ccccc2)c1F,Br[c:1]1[n:2][cH:3][c:4]([NH2:5])[n:6][cH:7]1.OB(O)[c:8]1[cH:9][cH:10][c:11]([Cl:12])[c:13]([O:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[c:22]1[F:23],0,0.557,0.07592430440906259,0.44299999999999995
613,0.479,0.521,COc1cc(B2OC(C)(C)C(C)(C)O2)ccc1NC(=O)OC(C)(C)C.Nc1ncnc2c1c(I)nn2C1CCN(C(=O)OCc2ccccc2)CC1,CC1(C)OB([c:1]2[cH:2][c:3]([O:4][CH3:5])[c:6]([NH:7][C:8](=[O:9])[O:10][C:11]([CH3:12])([CH3:13])[CH3:14])[cH:15][cH:16]2)OC1(C)C.I[c:17]1[c:18]2[c:19]([NH2:20])[n:21][cH:22][n:23][c:24]2[n:25]([CH:26]2[CH2:27][CH2:28][N:29]([C:30](=[O:31])[O:32][CH2:33][c:34]3[cH:35][cH:36][cH:37][cH:38][cH:39]3)[CH2:40][CH2:41]2)[n:42]1,0,0.37324999999999997,0.06938074300553432,0.62675
