mol_idx,edit_type,site_idx,template_id,exact_match,template_match,error
995,a,13,124,0,1,0
996,b,12,543,0,0,1
997,b,22,543,0,1,0
998,b,7,543,1,1,0
999,a,11,123,0,1,0
1000,b,28,546,0,1,0
1001,a,10,124,0,0,1
1002,b,5,514,1,1,0
1003,a,33,124,0,1,0
1004,b,22,539,0,1,0
1005,b,8,419,0,0,1
1006,b,16,542,0,1,0
1007,a,10,123,0,1,0
1008,b,8,496,0,1,0
1009,b,10,520,0,0,1
1010,b,32,534,0,1,0
1011,b,21,547,0,1,0
1012,a,33,124,0,1,0
1013,b,0,537,1,1,0
1014,b,41,535,0,0,1
1015,b,5,506,1,1,0
1016,b,2,545,0,1,0
1017,a,16,117,0,0,1
1018,b,17,536,1,1,0
1019,b,18,519,0,0,1
1020,b,81,544,0,0,1
1021,b,7,532,0,0,1
1022,b,14,534,0,1,0
1023,b,18,532,0,1,0
1024,b,7,540,0,0,1
1025,a,0,122,0,0,1
1026,a,15,123,0,1,0
1027,a,6,124,0,1,0
1028,b,3,539,0,0,1
1029,a,8,117,0,0,1
1030,b,49,547,1,1,0
1031,b,9,546,1,0,1
1032,a,25,122,0,1,0
1033,b,28,547,0,1,0
1034,a,2,124,0,0,1
1035,a,4,123,0,0,1
1036,a,12,122,0,1,0
1037,a,2,124,0,0,1
1038,b,14,520,0,1,0
1039,b,44,544,0,1,0
1040,b,16,545,0,1,0
1041,b,36,541,0,0,1
1042,b,2,545,0,0,1
1043,b,11,497,0,0,1
1044,b,28,527,0,1,0
1045,b,18,480,0,1,0
1046,a,2,121,0,1,0
1047,a,13,121,0,1,0
1048,b,1,525,1,1,0
1049,b,19,546,1,1,0
1050,b,23,545,0,1,0
1051,b,1,485,0,0,1
1052,b,18,529,0,0,1
1053,b,14,518,0,1,0
1054,b,1,508,0,0,1
1055,b,8,545,0,0,1
1056,b,10,541,0,0,1
1057,a,15,123,0,0,1
1058,a,2,124,0,0,1
1059,b,35,547,0,0,1
1060,a,0,122,1,0,1
1061,b,17,528,0,1,0
1062,b,33,531,1,1,0
1063,b,20,540,0,1,0
1064,b,2,545,0,1,0
1065,b,14,538,0,1,0
1066,b,5,542,0,1,1
1067,b,2,511,0,1,0
1068,a,32,122,0,0,1
1069,b,19,547,1,1,0
1070,b,13,534,0,0,1
1071,b,30,485,0,0,1
1072,b,36,539,0,0,1
1073,a,3,120,0,0,1
1074,b,16,538,0,0,1
1075,b,12,542,0,1,0
1076,b,8,431,0,0,1
1077,a,1,115,0,1,0
1078,b,24,546,0,1,0
1079,b,4,533,0,1,0
1080,b,20,542,0,0,1
1081,b,6,545,0,1,0
1082,b,15,509,0,1,0
1083,b,10,521,0,1,0
1084,b,34,546,0,0,1
1085,b,10,517,0,1,0
1086,b,20,543,0,1,0
1087,a,3,120,0,0,1
1088,a,20,122,0,1,0
1089,b,24,546,0,1,0
1090,b,34,536,0,0,1
1091,b,23,479,0,0,1
1092,a,18,124,0,0,1
1093,b,15,504,1,0,1
1094,b,9,520,1,1,1
1095,a,4,122,0,1,0
1096,b,32,498,0,0,1
1097,b,100,482,0,1,0
1098,b,6,522,0,1,0
1099,b,30,539,0,0,1
1100,b,24,532,0,0,1
1101,b,30,541,0,0,1
1102,a,15,107,0,0,1
1103,b,30,545,0,1,0
1104,b,12,543,0,1,0
1105,b,17,546,1,1,0
1106,b,27,495,0,0,1
1107,b,15,544,0,0,1
1108,b,29,543,0,0,1
1109,b,6,505,0,0,1
1110,a,7,114,0,0,1
1111,b,30,536,0,1,1
1112,a,22,123,0,1,0
1113,b,21,471,0,0,1
1114,b,17,529,0,0,1
1115,b,19,534,1,1,0
1116,b,10,543,0,1,0
1117,b,11,546,1,0,1
1118,b,7,527,1,1,1
1119,b,12,546,0,1,0
1120,b,5,544,0,0,1
1121,b,6,535,0,1,0
1122,b,22,538,0,0,1
1123,b,14,387,0,1,0
1124,b,19,517,0,1,0
1125,b,20,547,0,0,1
1126,b,20,547,0,1,0
1127,b,68,547,0,1,0
1128,a,19,122,0,1,0
1129,b,5,538,0,0,1
1130,b,48,529,1,1,0
1131,a,18,124,0,1,0
1132,b,9,542,1,1,0
1133,b,18,542,0,1,0
1134,b,20,515,1,1,0
1135,b,11,520,0,1,0
1136,a,27,123,0,0,1
1137,b,57,547,0,1,0
1138,a,10,117,0,0,1
1139,b,44,285,1,0,1
1140,b,2,545,0,1,0
1141,b,24,535,0,1,0
1142,b,23,501,0,0,1
1143,b,11,530,1,1,1
1144,b,20,541,0,1,0
1145,a,2,120,0,1,0
1146,b,15,537,0,0,1
1147,b,15,544,0,0,1
1148,a,19,115,0,0,1
1149,b,5,543,1,0,1
1150,b,20,542,0,1,0
1151,b,7,545,0,1,0
1152,a,26,124,0,1,0
1153,b,21,544,0,1,0
1154,b,15,480,0,1,0
1155,b,40,540,0,1,0
1156,b,42,546,0,0,1
1157,a,3,111,0,1,0
1158,b,15,546,0,0,1
1159,b,26,537,0,0,1
1160,b,0,547,0,1,0
1161,b,14,543,0,1,0
1162,b,4,542,0,0,1
1163,a,2,123,0,0,1
1164,b,10,537,0,0,1
1165,b,7,546,1,1,0
1166,b,5,544,0,0,1
1167,b,20,543,0,0,1
1168,b,16,541,0,1,0
1169,b,15,486,0,0,1
1170,b,33,547,0,1,0
1171,a,5,123,0,1,0
1172,b,38,542,0,0,1
1173,a,5,124,0,1,0
1174,b,1,529,0,0,1
1175,b,52,505,0,1,0
1176,b,17,540,0,1,0
1177,b,1,505,1,1,0
1178,b,6,528,0,1,0
1179,b,33,545,0,1,0
1180,b,6,542,0,1,0
1181,b,13,544,0,1,0
1182,b,89,190,0,1,0
1183,a,8,122,0,1,0
1184,b,19,544,0,0,1
1185,b,8,534,0,1,0
1186,a,27,122,0,1,0
1187,b,28,538,0,1,0
1188,b,24,547,0,1,0
1189,a,17,123,0,0,1
1190,b,24,545,0,0,1
1191,b,13,526,1,1,0
1192,b,15,546,0,0,1
1193,b,32,442,0,1,0
1194,b,19,547,0,1,0
1195,a,1,115,0,0,1
1196,b,5,514,0,0,1
1197,a,8,124,0,1,0
1198,b,17,517,0,0,1
1199,a,13,124,0,1,0
1200,b,50,528,0,1,0
1201,b,24,542,0,1,0
1202,a,11,123,0,1,0
1203,b,0,547,0,0,1
1204,a,19,117,0,1,0
1205,b,9,540,1,1,0
1206,a,2,121,0,1,0
1207,b,3,519,0,0,1
1208,b,1,529,1,0,1
1209,a,0,122,1,1,0
1210,b,6,530,0,0,1
1211,b,13,538,1,1,0
1212,b,26,544,0,0,1
1213,b,18,540,0,1,0
1214,b,19,524,0,0,1
1215,b,33,535,0,1,0
1216,b,15,543,1,1,0
1217,a,20,124,0,0,1
1218,a,0,122,1,1,0
1219,b,39,547,1,1,0
1220,b,19,545,0,1,0
1221,a,23,123,0,1,0
1222,b,7,534,1,1,0
1223,b,30,544,0,0,1
1224,b,8,547,0,1,0
1225,a,9,123,0,1,0
1226,a,6,124,0,1,0
1227,b,3,494,0,0,1
1228,b,30,534,0,1,0
1229,b,5,524,1,0,1
1230,b,29,545,0,1,0
1231,b,37,547,0,0,1
1232,b,9,536,0,0,1
1233,b,24,546,0,0,1
1234,a,0,124,1,1,0
1235,b,5,514,1,0,1
1236,b,18,547,0,1,0
1237,b,40,539,0,0,1
1238,b,24,536,0,1,1
1239,b,9,536,0,0,1
1240,b,23,543,1,0,1
1241,b,9,536,0,0,1
1242,a,3,116,0,0,1
1243,a,2,124,0,0,1
1244,a,0,122,1,1,0
1245,b,7,545,0,1,0
1246,b,20,518,0,0,1
1247,b,7,516,0,1,0
1248,a,13,122,0,1,0
1249,b,13,543,0,0,1
1250,b,12,533,0,1,0
1251,b,17,518,0,1,0
1252,b,15,545,0,0,1
1253,a,19,122,0,0,1
1254,b,19,523,0,0,1
1255,a,17,123,0,1,0
1256,b,21,546,0,1,0
1257,b,26,542,0,0,1
1258,b,14,542,0,0,1
1259,a,12,124,0,1,0
1260,b,9,403,0,1,0
1261,a,14,123,0,0,1
1262,b,13,547,0,0,1
1263,a,25,123,0,1,0
1264,b,8,414,0,1,0
1265,b,47,547,0,0,1
1266,b,18,502,0,0,1
1267,b,46,542,0,0,1
1268,b,18,396,0,1,0
1269,b,23,532,0,1,1
1270,b,11,547,0,0,1
1271,b,26,529,0,0,1
1272,b,13,523,0,0,1
1273,b,17,528,0,0,1
1274,b,39,547,0,1,1
1275,b,16,545,0,0,1
1276,a,16,124,0,1,0
1277,a,11,123,0,1,0
1278,b,23,547,1,1,0
1279,b,25,547,1,1,0
1280,b,13,526,1,1,0
1281,b,27,504,0,0,1
1282,a,12,124,0,0,1
1283,b,29,547,0,0,1
1284,b,1,530,0,0,1
1285,b,29,529,1,1,0
1286,b,3,525,0,0,1
1287,b,39,547,0,0,1
1288,b,33,547,0,1,0
1289,b,21,540,0,1,0
1290,b,10,501,0,0,1
1291,b,50,539,0,0,1
1292,b,10,547,0,1,0
1293,b,8,515,1,1,0
1294,b,18,525,0,0,1
1295,b,13,526,0,0,1
1296,b,27,545,0,1,0
1297,b,1,539,0,0,1
1298,b,29,547,0,0,1
1299,b,21,546,0,1,0
1300,b,37,463,0,0,1
1301,b,36,541,0,1,0
1302,b,13,544,0,0,1
1303,b,26,542,0,0,1
1304,b,22,532,0,1,0
1305,b,12,504,0,0,1
1306,b,21,544,0,0,1
1307,a,13,122,0,0,1
1308,b,19,541,0,1,0
1309,b,14,545,0,1,0
1310,b,54,509,0,0,1
1311,b,0,515,0,0,1
1312,b,18,527,0,1,0
1313,b,9,419,0,0,1
1314,b,17,529,1,1,0
1315,a,0,123,1,1,0
1316,b,19,546,1,1,0
1317,b,45,537,0,0,1
1318,b,3,547,0,1,0
1319,a,0,122,1,1,0
1320,b,15,547,0,1,0
1321,b,66,547,0,1,1
1322,b,10,546,0,0,1
1323,b,35,533,0,1,0
1324,b,36,547,0,1,1
1325,b,34,535,0,0,1
1326,b,13,535,0,0,1
1327,b,1,515,1,1,0
1328,b,3,547,0,1,0
1329,b,34,536,1,1,0
1330,a,15,122,0,1,0
1331,a,27,124,0,0,1
1332,a,15,124,0,0,1
1333,b,21,536,1,1,0
1334,b,13,545,0,1,0
1335,b,13,526,1,1,0
1336,b,10,545,0,1,0
1337,b,38,547,0,1,1
1338,b,26,543,0,0,1
1339,b,18,529,0,0,1
1340,b,41,547,0,1,0
1341,a,28,124,0,0,1
1342,b,21,546,1,0,1
1343,b,0,537,1,0,1
1344,a,21,124,0,0,1
1345,b,12,533,0,0,1
1346,b,30,547,0,1,0
1347,a,4,120,0,0,0
1348,a,2,124,0,0,1
1349,b,19,547,0,0,1
1350,b,9,546,1,1,0
1351,b,13,526,0,0,1
1352,a,2,121,0,1,0
1353,b,36,538,0,0,1
1354,a,2,124,0,1,0
1355,b,6,539,0,0,1
1356,a,16,121,0,0,1
1357,b,9,543,1,1,0
1358,b,8,508,1,0,1
1359,b,10,547,0,1,0
1360,b,14,546,0,0,1
1361,a,1,120,0,1,0
1362,a,17,124,0,1,0
1363,b,63,547,0,0,1
1364,b,28,536,1,1,0
1365,b,4,413,0,0,1
1366,b,16,515,0,0,1
1367,b,20,373,0,1,0
1368,b,5,519,1,0,1
1369,a,1,120,0,0,1
1370,b,20,489,0,0,1
1371,b,15,536,1,1,0
1372,a,5,124,0,1,0
1373,b,24,520,0,1,0
1374,b,18,542,0,1,0
1375,b,33,487,0,0,1
1376,b,19,499,0,0,1
1377,b,38,541,0,0,1
1378,b,13,531,1,1,0
1379,b,19,541,0,1,0
1380,b,7,546,1,1,0
1381,a,2,123,0,0,1
1382,a,1,120,0,0,1
1383,b,16,540,0,1,0
1384,b,4,547,0,1,0
1385,b,44,537,0,0,1
1386,b,17,488,0,1,0
1387,b,24,547,0,1,0
1388,a,30,121,0,1,0
1389,b,36,547,0,1,0
1390,a,6,64,0,0,1
1391,a,13,123,0,1,0
1392,a,19,122,0,1,0
1393,a,2,121,0,0,1
1394,b,9,544,0,0,1
1395,b,28,547,0,1,0
1396,b,22,547,0,0,1
1397,b,12,539,0,0,1
1398,a,17,123,0,1,0
1399,b,47,547,0,1,0
1400,b,18,538,0,0,1
1401,b,3,547,0,1,0
1402,a,1,120,0,0,1
1403,b,28,541,0,1,0
1404,b,27,545,0,1,0
1405,b,21,533,0,1,0
1406,a,2,121,0,0,1
1407,b,3,547,0,1,0
1408,b,30,532,0,1,1
1409,b,66,546,0,1,1
1410,b,20,544,0,0,1
1411,b,19,533,0,0,1
1412,b,23,517,0,0,1
1413,b,3,547,0,1,0
1414,b,57,547,0,1,0
1415,b,19,547,1,1,0
1416,b,0,530,1,1,0
1417,b,11,539,0,0,1
1418,b,21,544,0,1,0
1419,b,20,521,0,0,1
1420,b,5,544,1,0,1
1421,a,10,120,0,0,1
1422,b,5,542,0,0,1
1423,b,14,525,0,0,1
1424,a,12,123,0,1,0
1425,b,18,527,0,1,0
1426,b,6,515,1,1,0
1427,a,11,123,0,1,0
1428,b,26,527,0,1,0
1429,b,1,525,0,0,1
1430,a,15,117,0,0,1
1431,b,14,543,0,0,1
1432,b,14,527,0,1,0
1433,b,33,547,0,1,0
1434,a,4,122,0,0,1
1435,b,19,377,0,1,0
1436,b,28,515,0,0,1
1437,a,15,124,0,0,1
1438,b,14,531,0,1,0
1439,b,56,546,0,0,1
1440,b,17,545,1,0,1
1441,b,34,546,0,1,0
1442,b,58,547,0,1,1
1443,a,0,123,1,1,0
1444,b,45,455,0,1,0
1445,a,0,111,1,1,0
1446,b,13,526,0,0,1
1447,b,7,537,0,0,1
1448,a,5,124,0,0,1
1449,b,25,477,0,0,1
1450,a,45,122,0,0,1
1451,a,2,120,0,0,1
1452,b,9,547,0,0,1
1453,b,9,501,0,0,1
1454,b,27,542,0,0,1
1455,b,29,547,0,0,1
1456,b,17,539,1,1,0
1457,a,24,123,0,1,0
1458,b,10,518,0,0,1
1459,b,19,545,0,1,0
1460,b,52,546,0,1,0
1461,b,25,544,0,1,0
1462,b,20,434,0,0,1
1463,b,44,542,0,0,1
1464,a,9,124,0,1,0
1465,b,31,547,0,0,1
1466,a,9,122,0,0,1
1467,b,15,285,0,0,1
1468,b,15,478,0,1,0
1469,b,17,524,0,0,1
1470,b,15,544,0,1,0
1471,b,12,541,0,0,1
1472,b,73,547,0,0,1
1473,b,22,540,0,1,0
1474,a,0,122,1,1,0
1475,b,6,547,0,1,0
1476,b,17,547,1,0,1
1477,b,13,526,1,1,0
1478,b,26,539,0,0,1
1479,b,23,547,1,1,0
1480,a,18,111,0,1,0
1481,b,36,542,0,1,0
1482,b,10,508,0,0,1
1483,b,28,547,0,1,0
1484,b,39,547,0,0,1
1485,b,6,547,0,0,1
1486,b,41,546,1,0,1
1487,b,11,533,0,1,0
1488,b,11,546,1,1,0
1489,b,32,512,0,1,0
1490,b,1,525,0,0,1
1491,b,30,532,0,0,1
1492,b,30,538,0,1,1
1493,b,60,524,0,0,1
1494,b,5,542,0,0,1
1495,a,18,111,0,0,1
1496,b,20,547,0,0,1
1497,b,16,545,0,1,0
1498,b,23,545,0,0,1
1499,b,37,439,0,0,1
1500,b,29,545,0,1,0
1501,b,13,547,0,0,1
1502,b,9,528,0,1,0
1503,a,7,114,0,0,1
1504,b,6,544,0,1,0
1505,b,7,538,0,1,0
1506,b,69,547,0,1,0
1507,b,28,544,0,0,1
1508,b,12,545,0,0,1
1509,b,7,547,0,0,1
1510,b,15,546,1,0,1
1511,b,30,520,0,1,0
1512,b,37,547,0,0,1
1513,b,28,547,0,1,0
1514,b,45,547,0,1,0
1515,a,19,121,0,0,1
1516,b,22,534,0,0,1
1517,b,17,544,0,1,0
1518,b,16,489,0,0,1
1519,b,19,543,0,1,0
1520,b,15,543,1,1,0
1521,a,10,120,0,0,1
1522,b,15,545,0,1,0
1523,b,14,544,0,1,0
1524,b,7,534,1,1,0
1525,a,2,121,0,1,0
1526,b,4,539,0,0,1
1527,a,2,124,0,0,1
1528,a,10,121,0,1,0
1529,a,31,122,0,0,1
1530,b,3,547,0,1,0
1531,a,13,123,0,0,1
1532,b,38,514,0,0,1
1533,b,11,517,0,1,0
1534,b,30,540,0,1,0
1535,b,10,535,0,1,0
1536,b,23,547,1,1,0
1537,b,24,547,0,0,1
1538,b,30,547,0,1,0
1539,b,10,545,0,1,0
1540,a,15,122,0,1,0
1541,b,1,515,1,1,0
1542,a,9,123,0,0,1
1543,b,20,542,0,1,1
1544,b,55,547,1,0,1
1545,b,5,534,1,1,0
1546,b,38,546,0,0,1
1547,b,24,484,0,1,0
1548,b,48,527,0,1,0
1549,a,2,124,0,0,1
1550,b,21,475,0,1,0
1551,a,0,122,1,1,0
1552,a,0,124,1,1,0
1553,b,9,530,1,1,1
1554,b,14,547,0,1,0
1555,a,17,124,0,1,0
1556,b,24,534,0,0,1
1557,b,33,547,0,1,0
1558,b,15,533,0,0,1
1559,b,22,520,0,1,0
1560,b,42,539,0,0,1
1561,b,54,542,0,1,0
1562,b,20,535,0,0,1
1563,b,12,491,0,0,1
1564,a,2,123,0,1,0
1565,b,9,543,1,1,0
1566,b,15,545,0,0,1
1567,a,13,121,0,0,1
1568,b,8,545,0,0,1
1569,b,28,544,0,1,0
1570,b,29,544,0,0,1
1571,b,29,545,0,1,0
1572,b,37,530,1,1,0
1573,b,43,501,0,0,1
1574,a,13,118,0,0,1
1575,b,34,547,0,0,1
1576,b,28,546,0,1,0
1577,a,1,115,0,1,0
1578,b,16,547,0,0,1
1579,b,21,547,0,0,1
1580,a,20,123,0,1,0
1581,b,9,544,1,1,0
1582,b,29,536,1,1,0
1583,b,93,547,0,1,0
1584,b,20,477,0,0,1
1585,b,20,534,0,0,1
1586,b,14,545,0,1,0
1587,b,50,527,0,1,0
1588,b,15,523,0,1,0
1589,b,7,542,1,0,1
1590,b,15,541,1,0,1
1591,b,20,545,0,1,0
1592,b,13,546,0,0,1
1593,a,24,123,0,0,1
1594,b,16,512,0,1,0
1595,b,13,536,0,1,1
1596,b,1,529,0,0,1
1597,b,1,537,0,0,1
1598,b,2,511,0,1,0
1599,a,0,123,1,0,1
1600,b,22,547,0,1,0
1601,b,16,542,0,0,1
1602,b,1,539,1,1,0
1603,a,30,124,0,0,1
1604,b,32,547,0,1,1
1605,b,38,539,0,1,0
1606,b,7,520,0,1,0
1607,b,24,534,0,0,1
1608,a,0,122,1,1,0
1609,b,46,539,0,0,1
1610,a,5,124,0,1,0
1611,a,14,121,0,0,1
1612,b,14,532,0,0,1
1613,a,26,124,0,1,0
1614,b,5,519,0,0,1
1615,b,36,512,0,1,0
1616,b,4,533,0,0,1
1617,b,29,547,0,1,0
1618,b,12,502,0,0,1
1619,b,5,540,0,1,0
1620,a,23,124,0,0,1
1621,b,12,547,0,1,0
1622,b,10,516,0,1,0
1623,b,16,512,0,1,0
1624,b,29,546,1,1,0
1625,b,13,547,0,0,1
1626,b,11,535,0,1,1
1627,b,3,547,0,1,0
1628,b,8,540,0,1,0
1629,b,16,546,0,0,1
1630,b,6,519,0,1,0
1631,b,15,537,0,0,1
1632,b,69,529,1,1,0
1633,b,12,521,0,0,1
1634,b,29,545,0,0,1
1635,b,7,546,1,0,1
1636,b,11,497,1,1,0
1637,b,13,532,0,1,0
1638,b,39,547,0,1,0
1639,b,13,540,1,1,0
1640,a,18,124,0,1,0
1641,b,29,535,0,1,0
1642,b,2,544,0,0,1
1643,b,14,546,0,1,0
1644,b,2,450,0,1,0
1645,a,12,122,0,0,1
1646,b,2,522,0,1,0
1647,b,2,544,0,1,0
1648,a,2,120,0,0,1
1649,b,17,442,0,0,1
1650,b,6,528,0,0,1
1651,b,9,546,1,1,0
1652,b,22,547,0,1,0
1653,b,15,545,0,1,0
1654,a,15,121,0,0,1
1655,b,67,544,0,1,0
1656,b,12,541,0,0,1
1657,b,5,514,1,1,0
1658,b,14,518,0,0,1
1659,a,57,124,0,1,0
1660,a,9,124,0,1,0
1661,a,13,121,0,0,1
1662,b,33,547,1,1,0
1663,b,4,547,0,1,0
1664,a,9,122,0,1,0
1665,b,9,541,0,1,1
1666,b,28,542,0,1,0
1667,b,42,539,0,0,1
1668,a,10,121,0,0,1
1669,b,15,502,0,0,1
1670,a,20,122,0,1,0
1671,b,34,542,0,0,1
1672,b,14,530,0,0,1
1673,a,2,124,0,0,1
1674,b,36,546,0,0,1
1675,b,24,536,0,1,1
1676,b,42,545,0,0,1
1677,b,22,543,0,1,0
1678,b,5,514,1,1,0
1679,a,13,111,0,1,0
1680,b,7,544,1,1,0
1681,b,5,544,1,1,0
1682,b,3,547,0,1,0
1683,b,56,539,0,0,1
1684,b,19,545,0,1,0
1685,b,41,547,1,1,0
1686,b,29,501,0,0,1
1687,b,3,547,0,1,1
1688,a,9,123,0,1,0
1689,a,7,123,0,1,0
1690,a,0,122,1,1,0
1691,b,30,533,0,1,1
1692,b,46,529,0,0,1
1693,a,5,122,0,1,0
1694,b,40,546,0,1,0
1695,b,7,542,1,1,0
1696,b,25,547,0,0,1
1697,b,8,547,0,1,0
1698,b,11,546,1,1,0
1699,a,2,123,0,0,1
1700,a,0,124,1,1,0
1701,b,44,547,0,0,1
1702,b,9,546,1,0,1
1703,b,19,532,0,0,1
1704,b,28,540,0,1,0
1705,b,17,543,0,0,1
1706,a,17,123,0,0,1
1707,b,11,534,1,1,0
1708,b,4,487,0,0,1
1709,a,18,124,0,1,0
1710,b,22,539,0,0,1
1711,a,18,124,0,0,1
1712,b,19,532,0,1,0
1713,a,10,123,0,0,1
1714,b,1,544,0,0,1
1715,b,7,545,0,1,0
1716,b,6,301,0,0,1
1717,b,11,531,0,1,0
1718,b,24,534,0,1,1
1719,a,16,124,0,1,0
1720,a,4,123,0,0,1
1721,b,48,534,0,0,1
1722,b,30,545,0,0,1
1723,b,16,414,0,0,1
1724,b,5,542,1,1,0
1725,a,13,111,0,1,0
1726,a,0,123,1,1,0
1727,b,41,535,0,1,0
1728,b,18,542,0,1,0
1729,b,20,547,0,0,1
1730,b,38,531,0,0,1
1731,b,12,547,0,1,0
1732,b,5,540,0,1,0
1733,b,20,546,0,0,1
1734,a,11,121,0,0,1
1735,a,22,121,0,0,1
1736,b,21,547,0,1,0
1737,b,17,546,0,1,1
1738,a,0,123,1,1,0
1739,b,19,546,1,1,0
1740,a,0,123,1,0,1
1741,a,2,121,0,1,0
1742,b,40,547,0,1,0
1743,b,10,528,0,1,0
1744,b,15,531,0,1,0
1745,b,22,545,0,1,0
1746,b,21,539,0,0,1
1747,b,36,533,0,0,1
1748,b,10,541,0,1,0
1749,a,6,117,0,0,1
1750,b,47,547,0,1,0
1751,b,4,541,0,0,1
1752,b,29,547,0,0,1
1753,a,0,122,1,0,1
1754,b,33,545,0,1,0
1755,b,41,547,0,1,0
1756,a,17,115,0,0,1
1757,b,49,544,0,0,1
1758,b,2,528,0,0,1
1759,b,29,547,0,1,1
1760,a,0,122,1,1,0
1761,b,10,545,0,1,0
1762,b,15,532,0,0,1
1763,b,34,534,0,0,1
1764,b,14,540,0,1,0
1765,b,6,547,0,1,0
1766,b,13,545,0,1,0
1767,b,14,538,0,0,1
1768,a,21,123,0,1,0
1769,b,20,537,1,0,1
1770,b,21,529,0,0,1
1771,b,15,497,1,0,1
1772,b,15,497,1,0,1
1773,a,7,117,0,0,1
1774,b,36,539,0,1,0
1775,b,34,477,0,0,1
1776,b,16,530,1,1,1
1777,b,14,535,0,1,0
1778,b,16,547,0,1,0
1779,b,2,529,0,0,1
1780,b,23,547,0,0,1
1781,a,38,123,0,0,1
1782,b,13,526,1,1,0
1783,a,14,122,0,1,0
1784,b,22,547,0,0,1
1785,b,25,547,0,0,1
1786,b,12,547,0,1,0
1787,b,4,539,0,1,0
1788,b,19,536,0,1,0
1789,a,27,124,0,1,0
1790,b,42,545,0,1,0
1791,b,19,546,0,0,1
1792,a,2,124,0,1,0
1793,b,23,540,0,0,1
1794,b,11,474,0,1,0
1795,b,15,547,0,1,0
1796,b,5,519,1,1,0
1797,b,29,539,1,1,0
1798,a,32,123,0,1,0
1799,b,8,531,0,1,0
1800,a,5,117,0,1,0
1801,b,6,537,0,0,1
1802,b,51,547,1,1,0
1803,a,4,123,0,0,1
1804,b,17,544,0,1,0
1805,b,1,544,0,0,1
1806,b,7,527,0,0,1
1807,b,17,543,0,1,1
1808,b,34,542,0,0,1
1809,a,14,124,0,0,1
1810,b,10,530,1,1,1
1811,b,9,546,1,0,1
1812,b,31,544,1,1,0
1813,b,2,545,0,1,0
1814,b,17,546,1,1,0
1815,b,23,545,0,1,0
1816,b,22,536,0,0,1
1817,b,45,547,0,1,0
1818,b,8,442,0,1,0
1819,b,15,535,0,1,0
1820,b,11,546,0,0,1
1821,b,22,546,0,1,0
1822,b,14,547,0,1,0
1823,b,24,545,0,1,0
1824,b,47,544,0,1,0
1825,a,12,117,0,0,1
1826,b,17,471,0,0,1
1827,b,16,515,0,0,1
1828,b,1,466,1,1,0
1829,b,34,546,0,0,1
1830,b,11,543,0,0,1
1831,b,14,515,1,1,0
1832,a,18,123,0,0,1
1833,b,25,545,0,0,1
1834,b,18,541,0,0,1
1835,b,15,535,0,1,0
1836,b,12,542,0,1,0
1837,b,2,450,0,1,0
1838,b,35,539,1,1,0
1839,b,30,536,1,1,0
1840,b,9,525,0,0,1
1841,b,26,539,0,0,1
1842,b,18,543,0,1,0
1843,b,15,515,1,1,0
1844,b,7,534,0,0,1
1845,b,40,537,0,0,1
1846,b,28,502,0,0,1
1847,b,14,547,0,1,1
1848,b,21,284,0,0,1
1849,b,13,533,0,1,0
1850,a,0,123,0,0,1
1851,b,5,524,1,1,0
1852,b,20,523,1,0,1
1853,b,17,547,1,1,0
1854,b,41,500,0,0,1
1855,b,7,547,0,1,0
1856,b,102,540,0,0,1
1857,b,36,546,0,1,0
1858,b,12,544,0,1,0
1859,a,7,120,0,1,0
1860,b,47,547,0,0,1
1861,b,33,547,0,1,0
1862,a,15,123,0,0,1
1863,b,0,515,1,1,0
1864,b,32,497,0,0,1
1865,a,14,98,0,1,0
1866,b,8,541,0,1,0
1867,a,30,122,0,1,0
1868,b,46,359,0,0,1
1869,b,10,392,0,0,1
1870,b,8,547,0,0,1
1871,b,83,444,0,1,0
1872,b,18,500,0,0,1
1873,b,34,540,0,1,0
1874,a,2,124,0,1,0
1875,b,6,546,0,0,1
1876,a,9,122,0,0,1
1877,b,5,546,1,0,1
1878,b,48,544,0,0,1
1879,b,23,534,1,1,0
1880,b,20,526,0,0,1
1881,b,5,546,0,0,1
1882,a,29,123,0,1,0
1883,a,9,123,0,0,1
1884,a,0,122,1,1,0
1885,b,1,515,0,0,1
1886,b,9,532,0,0,1
1887,b,13,508,0,0,1
1888,b,12,547,0,1,0
1889,b,20,414,0,1,0
1890,a,23,121,0,1,0
1891,b,1,515,0,0,1
1892,b,13,545,0,1,0
1893,b,11,541,0,1,0
1894,a,23,124,0,1,0
1895,b,2,547,0,0,1
1896,b,16,547,0,0,1
1897,b,48,530,0,1,0
1898,b,14,506,0,0,1
1899,a,7,122,0,0,1
1900,a,10,121,0,0,1
1901,b,10,531,0,1,0
1902,b,7,539,0,0,1
1903,b,6,408,0,0,0
1904,b,13,526,1,1,1
1905,b,7,546,0,0,1
1906,a,12,123,0,1,0
1907,b,13,488,1,1,0
1908,b,32,540,0,1,0
1909,b,5,539,0,0,1
1910,b,7,546,1,1,0
1911,b,32,541,0,0,1
1912,b,36,539,0,0,1
1913,a,0,122,1,0,1
1914,a,23,124,0,1,0
1915,a,19,124,0,1,0
1916,b,22,541,0,1,0
1917,b,11,534,1,0,1
1918,b,15,537,1,1,0
1919,b,15,544,0,0,1
1920,b,13,526,0,0,1
1921,b,7,547,0,1,0
1922,a,21,124,0,1,0
1923,b,11,541,0,0,1
1924,b,15,547,0,1,0
1925,a,24,122,0,0,1
