mol_idx,frequency,bucket,uq,top_score,error
1104,955,4) very common (100+),0.5700000000000001,0.43,0
1105,2537,4) very common (100+),0.11499999999999999,0.885,0
1106,24,3) common (21-100),0.648,0.352,1
1107,433,4) very common (100+),0.5720000000000001,0.428,1
1108,924,4) very common (100+),0.757,0.243,1
1109,157,4) very common (100+),0.492,0.508,1
1110,197,4) very common (100+),0.544,0.456,1
1111,566,4) very common (100+),0.786,0.214,1
1112,1493,4) very common (100+),0.6699999999999999,0.33,0
1113,4,1) very rare (1-5),0.729,0.271,1
1114,97,3) common (21-100),0.786,0.214,1
1115,457,4) very common (100+),0.20499999999999996,0.795,0
1116,955,4) very common (100+),0.16900000000000004,0.831,0
1117,4537,4) very common (100+),0.538,0.462,1
1118,366,4) very common (100+),0.08699999999999997,0.913,1
1119,2537,4) very common (100+),0.694,0.306,0
1120,169,4) very common (100+),0.864,0.136,1
1121,553,4) very common (100+),0.521,0.479,0
1122,452,4) very common (100+),0.663,0.337,1
1123,12,2) rare (6-20),0.599,0.401,0
1124,235,4) very common (100+),0.40800000000000003,0.592,0
1125,2537,4) very common (100+),0.40900000000000003,0.591,1
1126,4537,4) very common (100+),0.18200000000000005,0.818,0
1127,4537,4) very common (100+),0.11699999999999999,0.883,0
1128,1277,4) very common (100+),0.03700000000000003,0.963,0
1129,5,1) very rare (1-5),0.346,0.654,1
1130,413,4) very common (100+),0.061000000000000054,0.939,0
1131,1797,4) very common (100+),0.491,0.509,0
1132,924,4) very common (100+),0.373,0.627,0
1133,924,4) very common (100+),0.5549999999999999,0.445,0
1134,179,4) very common (100+),0.29700000000000004,0.703,0
1135,264,4) very common (100+),0.654,0.346,0
1136,197,4) very common (100+),0.46499999999999997,0.535,1
1137,4537,4) very common (100+),0.344,0.656,0
1138,433,4) very common (100+),0.632,0.368,1
1139,5,1) very rare (1-5),0.377,0.623,1
1140,1916,4) very common (100+),0.06000000000000005,0.94,0
1141,553,4) very common (100+),0.544,0.456,0
1142,2537,4) very common (100+),0.661,0.339,1
1143,442,4) very common (100+),0.374,0.626,1
1144,900,4) very common (100+),0.18799999999999994,0.812,0
1145,433,4) very common (100+),0.73,0.27,0
1146,154,4) very common (100+),0.614,0.386,1
1147,2537,4) very common (100+),0.778,0.222,1
1148,228,4) very common (100+),0.889,0.111,1
1149,2537,4) very common (100+),0.478,0.522,1
1150,924,4) very common (100+),0.122,0.878,0
1151,1916,4) very common (100+),0.552,0.448,0
1152,1797,4) very common (100+),0.42800000000000005,0.572,0
1153,1299,4) very common (100+),0.30600000000000005,0.694,0
1154,52,3) common (21-100),0.10599999999999998,0.894,0
1155,828,4) very common (100+),0.481,0.519,0
1156,287,4) very common (100+),0.40800000000000003,0.592,1
1157,134,4) very common (100+),0.48,0.52,0
1158,900,4) very common (100+),0.694,0.306,1
1159,33,3) common (21-100),0.591,0.409,1
1160,4537,4) very common (100+),0.45599999999999996,0.544,0
1161,955,4) very common (100+),0.524,0.476,0
1162,307,4) very common (100+),0.722,0.278,1
1163,197,4) very common (100+),0.585,0.415,1
1164,782,4) very common (100+),0.663,0.337,1
1165,2537,4) very common (100+),0.18500000000000005,0.815,0
1166,1797,4) very common (100+),0.593,0.407,1
1167,553,4) very common (100+),0.20499999999999996,0.795,1
1168,900,4) very common (100+),0.401,0.599,0
1169,900,4) very common (100+),0.796,0.204,1
1170,4537,4) very common (100+),0.22399999999999998,0.776,0
1171,1493,4) very common (100+),0.139,0.861,0
1172,4537,4) very common (100+),0.774,0.226,1
1173,1797,4) very common (100+),0.583,0.417,0
1174,40,3) common (21-100),0.548,0.452,1
1175,109,4) very common (100+),0.45999999999999996,0.54,0
1176,828,4) very common (100+),0.28800000000000003,0.712,0
1177,109,4) very common (100+),0.16800000000000004,0.832,0
1178,393,4) very common (100+),0.29000000000000004,0.71,0
1179,1916,4) very common (100+),0.583,0.417,0
1180,924,4) very common (100+),0.377,0.623,0
1181,1299,4) very common (100+),0.5640000000000001,0.436,0
1182,2,1) very rare (1-5),0.729,0.271,0
1183,1277,4) very common (100+),0.18700000000000006,0.813,0
1184,955,4) very common (100+),0.45199999999999996,0.548,1
1185,457,4) very common (100+),0.636,0.364,0
1186,1277,4) very common (100+),0.23299999999999998,0.767,0
1187,782,4) very common (100+),0.09399999999999997,0.906,0
1188,4537,4) very common (100+),0.499,0.501,0
1189,134,4) very common (100+),0.277,0.723,1
1190,8,2) rare (6-20),0.32299999999999995,0.677,1
1191,323,4) very common (100+),0.46599999999999997,0.534,0
1192,385,4) very common (100+),0.827,0.173,1
1193,28,3) common (21-100),0.562,0.438,0
1194,4537,4) very common (100+),0.46499999999999997,0.535,0
1195,228,4) very common (100+),0.44299999999999995,0.557,1
1196,4537,4) very common (100+),0.7,0.3,1
1197,1797,4) very common (100+),0.5800000000000001,0.42,0
1198,54,3) common (21-100),0.712,0.288,1
1199,1797,4) very common (100+),0.257,0.743,0
1200,393,4) very common (100+),0.909,0.091,0
1201,924,4) very common (100+),0.31899999999999995,0.681,0
1202,1493,4) very common (100+),0.19099999999999995,0.809,0
1203,271,4) very common (100+),0.377,0.623,1
1204,228,4) very common (100+),0.812,0.188,0
1205,828,4) very common (100+),0.483,0.517,0
1206,1123,4) very common (100+),0.37,0.63,0
1207,955,4) very common (100+),0.747,0.253,1
1208,42,3) common (21-100),0.501,0.499,1
1209,1277,4) very common (100+),0.7070000000000001,0.293,0
1210,1123,4) very common (100+),0.6930000000000001,0.307,1
1211,782,4) very common (100+),0.25,0.75,0
1212,955,4) very common (100+),0.5609999999999999,0.439,1
1213,828,4) very common (100+),0.381,0.619,0
1214,782,4) very common (100+),0.605,0.395,1
1215,553,4) very common (100+),0.675,0.325,0
1216,955,4) very common (100+),0.602,0.398,0
1217,900,4) very common (100+),0.7,0.3,1
1218,1277,4) very common (100+),0.44299999999999995,0.557,0
1219,4537,4) very common (100+),0.33999999999999997,0.66,0
1220,1916,4) very common (100+),0.07899999999999996,0.921,0
1221,1493,4) very common (100+),0.252,0.748,0
1222,457,4) very common (100+),0.17900000000000005,0.821,0
1223,553,4) very common (100+),0.663,0.337,1
1224,4537,4) very common (100+),0.40900000000000003,0.591,0
1225,1493,4) very common (100+),0.08499999999999996,0.915,0
1226,1797,4) very common (100+),0.387,0.613,0
1227,307,4) very common (100+),0.23399999999999999,0.766,1
1228,457,4) very common (100+),0.21799999999999997,0.782,0
1229,5,1) very rare (1-5),0.504,0.496,1
1230,1916,4) very common (100+),0.32799999999999996,0.672,0
1231,5,1) very rare (1-5),0.469,0.531,1
1232,271,4) very common (100+),0.514,0.486,1
1233,1916,4) very common (100+),0.616,0.384,1
1234,1797,4) very common (100+),0.583,0.417,0
1235,2537,4) very common (100+),0.534,0.466,1
1236,4537,4) very common (100+),0.09499999999999997,0.905,0
1237,235,4) very common (100+),0.629,0.371,1
1238,566,4) very common (100+),0.264,0.736,1
1239,900,4) very common (100+),0.741,0.259,1
1240,1299,4) very common (100+),0.41100000000000003,0.589,1
1241,71,3) common (21-100),0.476,0.524,1
1242,14,2) rare (6-20),0.5349999999999999,0.465,1
1243,924,4) very common (100+),0.32099999999999995,0.679,1
1244,1277,4) very common (100+),0.269,0.731,0
1245,1916,4) very common (100+),0.274,0.726,0
1246,42,3) common (21-100),0.562,0.438,1
1247,212,4) very common (100+),0.46099999999999997,0.539,0
1248,1277,4) very common (100+),0.052000000000000046,0.948,0
1249,14,2) rare (6-20),0.22499999999999998,0.775,1
1250,452,4) very common (100+),0.30800000000000005,0.692,0
1251,245,4) very common (100+),0.6599999999999999,0.34,0
1252,2,1) very rare (1-5),0.532,0.468,1
1253,924,4) very common (100+),0.16600000000000004,0.834,1
1254,271,4) very common (100+),0.5409999999999999,0.459,1
1255,1493,4) very common (100+),0.627,0.373,0
1256,2537,4) very common (100+),0.06399999999999995,0.936,0
1257,2537,4) very common (100+),0.349,0.651,1
1258,804,4) very common (100+),0.6779999999999999,0.322,1
1259,1797,4) very common (100+),0.759,0.241,0
1260,14,2) rare (6-20),0.21999999999999997,0.78,0
1261,193,4) very common (100+),0.619,0.381,1
1262,1916,4) very common (100+),0.32499999999999996,0.675,1
1263,1493,4) very common (100+),0.569,0.431,0
1264,18,2) rare (6-20),0.09999999999999998,0.9,0
1265,265,4) very common (100+),0.6970000000000001,0.303,1
1266,307,4) very common (100+),0.22799999999999998,0.772,1
1267,452,4) very common (100+),0.634,0.366,1
1268,13,2) rare (6-20),0.44899999999999995,0.551,0
1269,452,4) very common (100+),0.474,0.526,1
1270,955,4) very common (100+),0.372,0.628,1
1271,0,1) very rare (1-5),0.627,0.373,1
1272,271,4) very common (100+),0.536,0.464,1
1273,107,4) very common (100+),0.581,0.419,1
1274,4537,4) very common (100+),0.648,0.352,1
1275,18,2) rare (6-20),0.138,0.862,1
1276,1797,4) very common (100+),0.511,0.489,0
1277,1493,4) very common (100+),0.33099999999999996,0.669,0
1278,4537,4) very common (100+),0.29100000000000004,0.709,0
1279,4537,4) very common (100+),0.381,0.619,0
1280,323,4) very common (100+),0.06699999999999995,0.933,0
1281,4537,4) very common (100+),0.6970000000000001,0.303,1
1282,1916,4) very common (100+),0.615,0.385,1
1283,1299,4) very common (100+),0.42100000000000004,0.579,1
1284,307,4) very common (100+),0.792,0.208,1
1285,413,4) very common (100+),0.77,0.23,0
1286,828,4) very common (100+),0.829,0.171,1
1287,10,2) rare (6-20),0.502,0.498,1
1288,4537,4) very common (100+),0.6819999999999999,0.318,0
1289,828,4) very common (100+),0.20499999999999996,0.795,0
1290,90,3) common (21-100),0.373,0.627,1
1291,782,4) very common (100+),0.563,0.437,1
1292,4537,4) very common (100+),0.30500000000000005,0.695,0
1293,179,4) very common (100+),0.32599999999999996,0.674,0
1294,12,2) rare (6-20),0.756,0.244,1
1295,6,2) rare (6-20),0.45699999999999996,0.543,1
1296,1916,4) very common (100+),0.16400000000000003,0.836,0
1297,385,4) very common (100+),0.728,0.272,1
1298,553,4) very common (100+),0.759,0.241,1
1299,2537,4) very common (100+),0.42300000000000004,0.577,0
1300,7,2) rare (6-20),0.977,0.023,1
1301,900,4) very common (100+),0.41800000000000004,0.582,0
1302,955,4) very common (100+),0.534,0.466,1
1303,804,4) very common (100+),0.636,0.364,1
1304,452,4) very common (100+),0.7090000000000001,0.291,0
1305,1123,4) very common (100+),0.681,0.319,1
1306,1916,4) very common (100+),0.743,0.257,1
1307,265,4) very common (100+),0.26,0.74,1
1308,900,4) very common (100+),0.753,0.247,0
1309,1916,4) very common (100+),0.041000000000000036,0.959,0
1310,245,4) very common (100+),0.365,0.635,1
1311,115,4) very common (100+),0.6619999999999999,0.338,1
1312,366,4) very common (100+),0.010000000000000009,0.99,0
1313,804,4) very common (100+),0.755,0.245,1
1314,413,4) very common (100+),0.123,0.877,0
1315,1493,4) very common (100+),0.20899999999999996,0.791,0
1316,2537,4) very common (100+),0.252,0.748,0
1317,452,4) very common (100+),0.85,0.15,1
1318,4537,4) very common (100+),0.15000000000000002,0.85,0
1319,1277,4) very common (100+),0.22099999999999997,0.779,0
1320,4537,4) very common (100+),0.38,0.62,0
1321,4537,4) very common (100+),0.615,0.385,1
1322,1299,4) very common (100+),0.861,0.139,1
1323,452,4) very common (100+),0.36,0.64,0
1324,4537,4) very common (100+),0.16500000000000004,0.835,1
1325,97,3) common (21-100),0.615,0.385,1
1326,573,4) very common (100+),0.751,0.249,1
1327,179,4) very common (100+),0.21099999999999997,0.789,0
1328,4537,4) very common (100+),0.265,0.735,0
1329,566,4) very common (100+),0.08199999999999996,0.918,0
1330,1277,4) very common (100+),0.123,0.877,0
1331,146,4) very common (100+),0.84,0.16,1
1332,385,4) very common (100+),0.406,0.594,1
1333,566,4) very common (100+),0.025000000000000022,0.975,0
1334,1916,4) very common (100+),0.765,0.235,0
1335,323,4) very common (100+),0.346,0.654,0
1336,1916,4) very common (100+),0.04800000000000004,0.952,0
1337,4537,4) very common (100+),0.04300000000000004,0.957,1
1338,2537,4) very common (100+),0.5840000000000001,0.416,1
1339,40,3) common (21-100),0.601,0.399,1
1340,4537,4) very common (100+),0.06399999999999995,0.936,0
1341,146,4) very common (100+),0.521,0.479,1
1342,4537,4) very common (100+),0.28800000000000003,0.712,1
1343,6,2) rare (6-20),0.09699999999999998,0.903,1
1344,1123,4) very common (100+),0.369,0.631,1
1345,235,4) very common (100+),0.544,0.456,1
1346,4537,4) very common (100+),0.615,0.385,0
1347,2,1) very rare (1-5),0.924,0.076,0
1348,1123,4) very common (100+),0.35,0.65,1
1349,2537,4) very common (100+),0.5509999999999999,0.449,1
1350,2537,4) very common (100+),0.31000000000000005,0.69,0
1351,5,1) very rare (1-5),0.534,0.466,1
1352,1123,4) very common (100+),0.43799999999999994,0.562,0
1353,1299,4) very common (100+),0.33899999999999997,0.661,1
1354,1797,4) very common (100+),0.44899999999999995,0.551,0
1355,782,4) very common (100+),0.819,0.181,1
1356,1797,4) very common (100+),0.506,0.494,1
1357,955,4) very common (100+),0.19799999999999995,0.802,0
1358,1,1) very rare (1-5),0.41800000000000004,0.582,1
1359,4537,4) very common (100+),0.05900000000000005,0.941,0
1360,1916,4) very common (100+),0.30800000000000005,0.692,1
1361,433,4) very common (100+),0.491,0.509,0
1362,1797,4) very common (100+),0.18100000000000005,0.819,0
1363,1916,4) very common (100+),0.243,0.757,1
1364,566,4) very common (100+),0.31200000000000006,0.688,0
1365,1299,4) very common (100+),0.739,0.261,1
1366,111,4) very common (100+),0.632,0.368,1
1367,10,2) rare (6-20),0.32499999999999996,0.675,0
1368,1299,4) very common (100+),0.722,0.278,1
1369,573,4) very common (100+),0.31999999999999995,0.68,1
1370,86,3) common (21-100),0.18200000000000005,0.818,1
1371,566,4) very common (100+),0.09799999999999998,0.902,0
1372,1797,4) very common (100+),0.45599999999999996,0.544,0
1373,264,4) very common (100+),0.18999999999999995,0.81,0
1374,924,4) very common (100+),0.745,0.255,0
1375,553,4) very common (100+),0.756,0.244,1
1376,42,3) common (21-100),0.15800000000000003,0.842,1
1377,1916,4) very common (100+),0.34299999999999997,0.657,1
1378,446,4) very common (100+),0.17500000000000004,0.825,0
1379,900,4) very common (100+),0.606,0.394,0
1380,2537,4) very common (100+),0.11499999999999999,0.885,0
1381,197,4) very common (100+),0.7150000000000001,0.285,1
1382,228,4) very common (100+),0.617,0.383,1
1383,828,4) very common (100+),0.03200000000000003,0.968,0
1384,4537,4) very common (100+),0.11199999999999999,0.888,0
1385,433,4) very common (100+),0.842,0.158,1
1386,65,3) common (21-100),0.07199999999999995,0.928,0
1387,4537,4) very common (100+),0.349,0.651,0
1388,1123,4) very common (100+),0.523,0.477,0
1389,4537,4) very common (100+),0.121,0.879,0
1390,8,2) rare (6-20),0.81,0.19,1
1391,1493,4) very common (100+),0.245,0.755,0
1392,1277,4) very common (100+),0.274,0.726,0
1393,1916,4) very common (100+),0.6,0.4,1
1394,59,3) common (21-100),0.5609999999999999,0.439,1
1395,4537,4) very common (100+),0.376,0.624,0
1396,2537,4) very common (100+),0.07699999999999996,0.923,1
1397,782,4) very common (100+),0.23399999999999999,0.766,1
1398,1493,4) very common (100+),0.625,0.375,0
1399,4537,4) very common (100+),0.5820000000000001,0.418,0
1400,281,4) very common (100+),0.627,0.373,1
1401,4537,4) very common (100+),0.17200000000000004,0.828,0
1402,1493,4) very common (100+),0.538,0.462,1
1403,900,4) very common (100+),0.31599999999999995,0.684,0
1404,1916,4) very common (100+),0.07599999999999996,0.924,0
1405,452,4) very common (100+),0.878,0.122,0
1406,1797,4) very common (100+),0.33599999999999997,0.664,1
1407,4537,4) very common (100+),0.656,0.344,0
1408,452,4) very common (100+),0.374,0.626,1
1409,2537,4) very common (100+),0.17900000000000005,0.821,1
1410,6,2) rare (6-20),0.14,0.86,1
1411,1299,4) very common (100+),0.698,0.302,1
1412,452,4) very common (100+),0.637,0.363,1
1413,4537,4) very common (100+),0.16700000000000004,0.833,0
1414,4537,4) very common (100+),0.30700000000000005,0.693,0
1415,4537,4) very common (100+),0.567,0.433,0
1416,442,4) very common (100+),0.875,0.125,0
1417,235,4) very common (100+),0.698,0.302,1
1418,1299,4) very common (100+),0.267,0.733,0
1419,212,4) very common (100+),0.598,0.402,1
1420,955,4) very common (100+),0.31000000000000005,0.69,1
1421,228,4) very common (100+),0.79,0.21,1
1422,900,4) very common (100+),0.732,0.268,1
1423,94,3) common (21-100),0.755,0.245,1
1424,1493,4) very common (100+),0.15200000000000002,0.848,0
1425,366,4) very common (100+),0.05500000000000005,0.945,0
1426,179,4) very common (100+),0.44799999999999995,0.552,0
1427,1493,4) very common (100+),0.18600000000000005,0.814,0
1428,366,4) very common (100+),0.009000000000000008,0.991,0
1429,10,2) rare (6-20),0.63,0.37,1
1430,196,4) very common (100+),0.764,0.236,1
1431,2537,4) very common (100+),0.496,0.504,1
1432,366,4) very common (100+),0.32699999999999996,0.673,0
1433,4537,4) very common (100+),0.629,0.371,0
1434,52,3) common (21-100),0.742,0.258,1
1435,11,2) rare (6-20),0.485,0.515,0
1436,1493,4) very common (100+),0.34199999999999997,0.658,1
1437,1123,4) very common (100+),0.346,0.654,1
1438,446,4) very common (100+),0.014000000000000012,0.986,0
1439,265,4) very common (100+),0.359,0.641,1
1440,457,4) very common (100+),0.256,0.744,1
1441,2537,4) very common (100+),0.865,0.135,0
1442,4537,4) very common (100+),0.265,0.735,1
1443,1493,4) very common (100+),0.44199999999999995,0.558,0
1444,33,3) common (21-100),0.6619999999999999,0.338,0
1445,134,4) very common (100+),0.395,0.605,0
1446,88,3) common (21-100),0.916,0.084,1
1447,33,3) common (21-100),0.659,0.341,1
1448,78,3) common (21-100),0.31100000000000005,0.689,1
1449,115,4) very common (100+),0.31999999999999995,0.68,1
1450,4537,4) very common (100+),0.274,0.726,1
1451,307,4) very common (100+),0.524,0.476,1
1452,142,4) very common (100+),0.501,0.499,1
1453,107,4) very common (100+),0.29100000000000004,0.709,1
1454,47,3) common (21-100),0.853,0.147,1
1455,2537,4) very common (100+),0.544,0.456,1
1456,804,4) very common (100+),0.6910000000000001,0.309,0
1457,1493,4) very common (100+),0.20399999999999996,0.796,0
1458,15,2) rare (6-20),0.794,0.206,1
1459,1916,4) very common (100+),0.646,0.354,0
1460,2537,4) very common (100+),0.6659999999999999,0.334,0
1461,1299,4) very common (100+),0.5449999999999999,0.455,0
1462,212,4) very common (100+),0.41300000000000003,0.587,1
1463,28,3) common (21-100),0.42600000000000005,0.574,1
1464,1797,4) very common (100+),0.31399999999999995,0.686,0
1465,56,3) common (21-100),0.29300000000000004,0.707,1
1466,1493,4) very common (100+),0.15700000000000003,0.843,1
1467,0,1) very rare (1-5),0.836,0.164,1
1468,49,3) common (21-100),0.344,0.656,0
1469,393,4) very common (100+),0.708,0.292,1
1470,1299,4) very common (100+),0.652,0.348,0
1471,4537,4) very common (100+),0.769,0.231,1
1472,78,3) common (21-100),0.621,0.379,1
1473,828,4) very common (100+),0.392,0.608,0
1474,1277,4) very common (100+),0.623,0.377,0
1475,4537,4) very common (100+),0.11599999999999999,0.884,0
1476,287,4) very common (100+),0.32099999999999995,0.679,1
1477,323,4) very common (100+),0.06999999999999995,0.93,0
1478,39,3) common (21-100),0.484,0.516,1
1479,4537,4) very common (100+),0.14600000000000002,0.854,0
1480,134,4) very common (100+),0.8049999999999999,0.195,0
1481,924,4) very common (100+),0.44299999999999995,0.557,0
1482,88,3) common (21-100),0.488,0.512,1
1483,4537,4) very common (100+),0.11199999999999999,0.888,0
1484,1916,4) very common (100+),0.46299999999999997,0.537,1
1485,2537,4) very common (100+),0.42000000000000004,0.58,1
1486,955,4) very common (100+),0.83,0.17,1
1487,452,4) very common (100+),0.34299999999999997,0.657,0
1488,2537,4) very common (100+),0.46699999999999997,0.533,0
1489,157,4) very common (100+),0.19399999999999995,0.806,0
1490,2,1) very rare (1-5),0.37,0.63,1
1491,4537,4) very common (100+),0.763,0.237,1
1492,782,4) very common (100+),0.504,0.496,1
1493,24,3) common (21-100),0.634,0.366,1
1494,804,4) very common (100+),0.642,0.358,1
1495,197,4) very common (100+),0.755,0.245,1
1496,2537,4) very common (100+),0.36,0.64,1
1497,1916,4) very common (100+),0.278,0.722,0
1498,36,3) common (21-100),0.30600000000000005,0.694,1
1499,12,2) rare (6-20),0.721,0.279,1
1500,1916,4) very common (100+),0.746,0.254,0
1501,2537,4) very common (100+),0.573,0.427,1
1502,393,4) very common (100+),0.22199999999999998,0.778,0
1503,197,4) very common (100+),0.47,0.53,1
1504,1299,4) very common (100+),0.18700000000000006,0.813,0
1505,782,4) very common (100+),0.06000000000000005,0.94,0
1506,4537,4) very common (100+),0.607,0.393,0
1507,955,4) very common (100+),0.767,0.233,1
1508,0,1) very rare (1-5),0.22199999999999998,0.778,1
1509,804,4) very common (100+),0.596,0.404,1
1510,955,4) very common (100+),0.835,0.165,1
1511,264,4) very common (100+),0.119,0.881,0
1512,235,4) very common (100+),0.538,0.462,1
1513,4537,4) very common (100+),0.374,0.626,0
1514,4537,4) very common (100+),0.42400000000000004,0.576,0
1515,281,4) very common (100+),0.656,0.344,1
1516,153,4) very common (100+),0.5349999999999999,0.465,1
1517,1299,4) very common (100+),0.32199999999999995,0.678,0
1518,900,4) very common (100+),0.5389999999999999,0.461,1
1519,955,4) very common (100+),0.43600000000000005,0.564,0
1520,955,4) very common (100+),0.786,0.214,0
1521,573,4) very common (100+),0.494,0.506,1
1522,1916,4) very common (100+),0.34299999999999997,0.657,0
1523,1299,4) very common (100+),0.644,0.356,0
1524,457,4) very common (100+),0.31899999999999995,0.681,0
1525,1123,4) very common (100+),0.727,0.273,0
1526,782,4) very common (100+),0.40900000000000003,0.591,1
1527,1123,4) very common (100+),0.481,0.519,1
1528,1123,4) very common (100+),0.606,0.394,0
1529,287,4) very common (100+),0.471,0.529,1
1530,4537,4) very common (100+),0.397,0.603,0
1531,197,4) very common (100+),0.15800000000000003,0.842,1
1532,37,3) common (21-100),0.5920000000000001,0.408,1
1533,235,4) very common (100+),0.19199999999999995,0.808,0
1534,828,4) very common (100+),0.616,0.384,0
1535,553,4) very common (100+),0.808,0.192,0
1536,4537,4) very common (100+),0.44799999999999995,0.552,0
1537,1916,4) very common (100+),0.763,0.237,1
1538,4537,4) very common (100+),0.10399999999999998,0.896,0
1539,1916,4) very common (100+),0.45399999999999996,0.546,0
1540,1277,4) very common (100+),0.41900000000000004,0.581,0
1541,179,4) very common (100+),0.605,0.395,0
1542,0,1) very rare (1-5),0.679,0.321,1
1543,924,4) very common (100+),0.753,0.247,1
1544,271,4) very common (100+),0.15700000000000003,0.843,1
1545,457,4) very common (100+),0.45999999999999996,0.54,0
1546,4537,4) very common (100+),0.563,0.437,1
1547,58,3) common (21-100),0.721,0.279,0
1548,366,4) very common (100+),0.007000000000000006,0.993,0
1549,1123,4) very common (100+),0.514,0.486,1
1550,47,3) common (21-100),0.677,0.323,0
1551,1277,4) very common (100+),0.10599999999999998,0.894,0
1552,1797,4) very common (100+),0.20399999999999996,0.796,0
1553,442,4) very common (100+),0.77,0.23,1
1554,4537,4) very common (100+),0.237,0.763,0
1555,1797,4) very common (100+),0.391,0.609,0
1556,307,4) very common (100+),0.17000000000000004,0.83,1
1557,4537,4) very common (100+),0.08899999999999997,0.911,0
1558,307,4) very common (100+),0.528,0.472,1
1559,264,4) very common (100+),0.254,0.746,0
1560,4537,4) very common (100+),0.28400000000000003,0.716,1
1561,924,4) very common (100+),0.46299999999999997,0.537,0
1562,323,4) very common (100+),0.264,0.736,1
1563,109,4) very common (100+),0.353,0.647,1
1564,1493,4) very common (100+),0.648,0.352,0
1565,955,4) very common (100+),0.44099999999999995,0.559,0
1566,553,4) very common (100+),0.41700000000000004,0.583,1
1567,287,4) very common (100+),0.7030000000000001,0.297,1
1568,900,4) very common (100+),0.704,0.296,1
1569,1299,4) very common (100+),0.522,0.478,0
1570,88,3) common (21-100),0.8260000000000001,0.174,1
1571,1916,4) very common (100+),0.62,0.38,0
1572,442,4) very common (100+),0.42700000000000005,0.573,0
1573,955,4) very common (100+),0.621,0.379,1
1574,385,4) very common (100+),0.575,0.425,1
1575,271,4) very common (100+),0.649,0.351,1
1576,2537,4) very common (100+),0.21099999999999997,0.789,0
1577,196,4) very common (100+),0.6,0.4,0
1578,287,4) very common (100+),0.30200000000000005,0.698,1
1579,782,4) very common (100+),0.254,0.746,1
1580,1493,4) very common (100+),0.17800000000000005,0.822,0
1581,1299,4) very common (100+),0.5509999999999999,0.449,0
1582,566,4) very common (100+),0.33999999999999997,0.66,0
1583,4537,4) very common (100+),0.53,0.47,0
1584,413,4) very common (100+),0.897,0.103,1
1585,7,2) rare (6-20),0.366,0.634,1
1586,1916,4) very common (100+),0.43100000000000005,0.569,0
1587,366,4) very common (100+),0.007000000000000006,0.993,0
1588,287,4) very common (100+),0.16100000000000003,0.839,0
1589,782,4) very common (100+),0.495,0.505,1
1590,58,3) common (21-100),0.5840000000000001,0.416,1
1591,1916,4) very common (100+),0.243,0.757,0
1592,24,3) common (21-100),0.08899999999999997,0.911,1
1593,197,4) very common (100+),0.42300000000000004,0.577,1
1594,157,4) very common (100+),0.040000000000000036,0.96,0
1595,566,4) very common (100+),0.15500000000000003,0.845,1
1596,97,3) common (21-100),0.46699999999999997,0.533,1
1597,146,4) very common (100+),0.8009999999999999,0.199,1
1598,153,4) very common (100+),0.21799999999999997,0.782,0
1599,197,4) very common (100+),0.748,0.252,1
1600,4537,4) very common (100+),0.359,0.641,0
1601,782,4) very common (100+),0.45099999999999996,0.549,1
1602,804,4) very common (100+),0.345,0.655,0
1603,1123,4) very common (100+),0.694,0.306,1
1604,4537,4) very common (100+),0.43200000000000005,0.568,1
1605,804,4) very common (100+),0.375,0.625,0
1606,264,4) very common (100+),0.19499999999999995,0.805,0
1607,27,3) common (21-100),0.873,0.127,1
1608,1277,4) very common (100+),0.126,0.874,0
1609,782,4) very common (100+),0.834,0.166,1
1610,1797,4) very common (100+),0.364,0.636,0
1611,1797,4) very common (100+),0.43300000000000005,0.567,1
1612,900,4) very common (100+),0.736,0.264,1
1613,1797,4) very common (100+),0.46399999999999997,0.536,0
1614,32,3) common (21-100),0.404,0.596,1
1615,157,4) very common (100+),0.14200000000000002,0.858,0
1616,307,4) very common (100+),0.484,0.516,1
1617,4537,4) very common (100+),0.483,0.517,0
1618,323,4) very common (100+),0.27,0.73,1
1619,828,4) very common (100+),0.24,0.76,0
1620,452,4) very common (100+),0.5640000000000001,0.436,1
1621,4537,4) very common (100+),0.679,0.321,0
1622,212,4) very common (100+),0.496,0.504,0
1623,157,4) very common (100+),0.04600000000000004,0.954,0
1624,2537,4) very common (100+),0.708,0.292,0
1625,265,4) very common (100+),0.264,0.736,1
1626,553,4) very common (100+),0.471,0.529,1
1627,4537,4) very common (100+),0.624,0.376,0
1628,828,4) very common (100+),0.11099999999999999,0.889,0
1629,433,4) very common (100+),0.469,0.531,1
1630,258,4) very common (100+),0.7010000000000001,0.299,0
1631,433,4) very common (100+),0.665,0.335,1
1632,413,4) very common (100+),0.17700000000000005,0.823,0
1633,212,4) very common (100+),0.585,0.415,1
1634,9,2) rare (6-20),0.779,0.221,1
1635,4537,4) very common (100+),0.20699999999999996,0.793,1
1636,88,3) common (21-100),0.629,0.371,0
1637,452,4) very common (100+),0.634,0.366,0
1638,4537,4) very common (100+),0.20699999999999996,0.793,0
1639,828,4) very common (100+),0.010000000000000009,0.99,0
1640,1797,4) very common (100+),0.352,0.648,0
1641,553,4) very common (100+),0.5549999999999999,0.445,0
1642,2537,4) very common (100+),0.516,0.484,1
1643,2537,4) very common (100+),0.16200000000000003,0.838,0
1644,30,3) common (21-100),0.7050000000000001,0.295,0
1645,452,4) very common (100+),0.128,0.872,1
1646,271,4) very common (100+),0.484,0.516,0
