mol_idx,top_score,uq,pred_top1,true_reactants,error
221,0.22,0.78,O=C1CCCN1.OCCc1ccc(Br)cc1,Cl[C:1](=[O:2])[CH2:3][CH2:4][CH2:5]Cl.[NH2:6][CH2:7][CH2:8][c:9]1[cH:10][cH:11][c:12]([Br:13])[cH:14][cH:15]1,1
222,0.198,0.802,COc1ccc2c(O)cc(Cl)nc2c1.OB(O)c1ccccc1,CCO[C:1](=[O:2])[CH2:3][C:4](=O)[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1.[CH3:11][O:12][c:13]1[cH:14][cH:15][cH:16][c:17]([NH2:18])[cH:19]1,1
223,0.738,0.262,COc1cc(-c2nc3ncccc3[nH]2)ccc1N.CS(=O)(=O)Cl,O=[C:1](O)[c:2]1[cH:3][c:4]([O:5][CH3:6])[c:7]([NH:8][S:9]([CH3:10])(=[O:11])=[O:12])[cH:13][cH:14]1.[NH2:15][c:16]1[cH:17][cH:18][cH:19][n:20][c:21]1[NH2:22],1
224,0.055,0.945,C[C@H](CC#CC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)[C@@H]5O[C@@H]5[C@]4(C)[C@H]3CC[C@]12C,O[OH:1].[CH3:2][C@H:3]([CH2:4][CH2:5][CH2:6][C:7]([CH3:8])([CH3:9])[OH:10])[C@H:11]1[CH2:12][CH2:13][C@H:14]2[C@@H:15]3[CH:16]=[CH:17][C:18]4=[CH:19][C:20](=[O:21])[CH:22]=[CH:23][C@:24]4([CH3:25])[C@H:26]3[CH2:27][CH2:28][C@:29]12[CH3:30],1
225,0.186,0.8140000000000001,CC(C)(C)OC(=O)NCCCc1ccc2cccnc2n1.CCOC(=O)CBr,O=[C:1]([CH2:2][CH2:3][CH2:4][N:5]([CH2:6][C:7]([O:8][CH2:9][CH3:10])=[O:11])[C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[CH3:19].O=[CH:20][c:21]1[c:22]([NH2:23])[n:24][cH:25][cH:26][cH:27]1,1
226,0.713,0.28700000000000003,CI.Cc1ccc2nc[nH]c2c1,O=[CH:1]O.[CH3:2][NH:3][c:4]1[cH:5][c:6]([CH3:7])[cH:8][cH:9][c:10]1[NH2:11],1
227,0.065,0.935,Clc1ccc([C@H]2O[C@H]2COCc2ccccc2)cc1,CC(C)(C)O[OH:1].[OH:2][CH2:3][CH:4]=[CH:5][c:6]1[cH:7][cH:8][c:9]([Cl:10])[cH:11][cH:12]1,1
228,0.167,0.833,CC(=O)n1c(=O)[nH]c2cc(F)c(F)cc21,[NH2:1][c:2]1[cH:3][c:4]([F:5])[c:6]([F:7])[cH:8][c:9]1[NH2:10].c1cn([C:11](n2ccnc2)=[O:12])cn1,1
229,0.998,0.0020000000000000018,NNc1nc(-c2ccc(F)cc2)cs1.O=C1CCN(Cc2ccccc2)CC1,O=[C:1]([CH2:2]Br)[c:3]1[cH:4][cH:5][c:6]([F:7])[cH:8][cH:9]1.[NH2:10][C:11](=[S:12])[NH:13][N:14]=[C:15]1[CH2:16][CH2:17][N:18]([CH2:19][c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[CH2:26][CH2:27]1,1
230,0.362,0.638,Cc1ccc(C)[nH]1.Clc1ncc(Br)nc1Br,O=[C:1]([CH3:2])[CH2:3][CH2:4][C:5](=O)[CH3:6].[NH2:7][c:8]1[n:9][cH:10][c:11]([Br:12])[n:13][c:14]1[Br:15],1
231,0.248,0.752,OC1(CCl)C(Cc2ccc(F)cc2)CCC12CC2,C[S+](C)[CH3:1].[O:2]=[C:3]1[CH:4]([CH2:5][c:6]2[cH:7][cH:8][c:9]([F:10])[cH:11][cH:12]2)[CH2:13][CH2:14][C:15]12[CH2:16][CH2:17]2,1
232,0.233,0.767,O=[N+]([O-])c1nc(CCCc2cn(CCc3ccsc3)nn2)c[nH]1,[CH:1]#[C:2][CH2:3][CH2:4][CH2:5][c:6]1[cH:7][nH:8][c:9]([NH2:10])[n:11]1.[N-:13]=[N+:14]=[N:15][CH2:16][CH2:17][c:18]1[cH:19][cH:20][s:21][cH:22]1,1
233,0.17,0.83,CCOC(=O)c1nc(N)sc1C(O)c1cccc(SC)c1,O=[C:1]([C:2]([O:3][CH2:4][CH3:5])=[O:6])[CH:7](Br)[CH2:8][c:9]1[cH:10][cH:11][cH:12][c:13]([S:14][CH3:15])[cH:16]1.[NH2:17][C:18]([NH2:19])=[S:20],1
234,0.235,0.765,C1COCCN1.COc1cc(C=O)ccc1Nc1nc2c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)c(Cl)cnc2[nH]1,S=[C:1]=[N:2][c:3]1[c:4]([O:5][CH3:6])[cH:7][c:8]([CH2:9][N:10]2[CH2:11][CH2:12][O:13][CH2:14][CH2:15]2)[cH:16][cH:17]1.[NH2:18][C:19](=[O:20])[C@H:21]1[C@@H:22]2[CH:23]=[CH:24][C@@H:25]([CH2:26]2)[C@H:27]1[NH:28][c:29]1[c:30]([Cl:31])[cH:32][n:33][c:34]([NH2:35])[c:36]1[NH2:37],1
235,0.27,0.73,C1=COCCC1.COC(=O)[C@H]1CC[C@H](Cn2c(=O)[nH]c3ccc(O)cc32)CC1,[CH3:1][O:2][C:3](=[O:4])[C@H:5]1[CH2:6][CH2:7][C@H:8]([CH2:9][NH:10][c:11]2[cH:12][c:13]([O:14][CH:15]3[CH2:16][CH2:17][CH2:18][CH2:19][O:20]3)[cH:21][cH:22][c:23]2[NH2:24])[CH2:25][CH2:26]1.c1cn([C:27](n2ccnc2)=[O:28])cn1,1
236,0.184,0.8160000000000001,CC(C)C(=O)Nc1cccc(C2CCNCC2)c1.COc1ccc2[nH]c(-c3cccc(Cl)c3)c(CCCCl)c2c1,N[NH:1][c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][cH:9]1.O=[C:10]([CH2:11][CH2:12][CH2:13][CH2:14][N:15]1[CH2:16][CH2:17][CH:18]([c:19]2[cH:20][cH:21][cH:22][c:23]([NH:24][C:25]([CH:26]([CH3:27])[CH3:28])=[O:29])[cH:30]2)[CH2:31][CH2:32]1)[c:33]1[cH:34][cH:35][cH:36][c:37]([Cl:38])[cH:39]1,1
237,0.493,0.507,C1CCNCC1.FC(F)(F)c1ccc(Br)c2ccccc12,Br[CH2:1][CH2:2][CH2:3][CH2:4][CH2:5]Br.[NH2:6][c:7]1[cH:8][cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]12,1
238,0.021,0.979,CC(C)=O.OCC1OC1CO,O[OH:1].[CH3:2][C:3]1([CH3:4])[O:5][CH2:6][CH:7]=[CH:8][CH2:9][O:10]1,1
239,0.27,0.73,CI.CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(NS(C)(=O)=O)c(-c3nnc(-c4cc5c(F)cccc5[nH]4)o3)cc12,O=[C:5]([NH:4][NH:3][C:2](=[O:1])[c:32]1[cH:33][c:34]2[c:35]([F:36])[cH:37][cH:38][cH:39][c:40]2[nH:41]1)[c:6]1[c:7]([N:8]([CH3:9])[S:10]([CH3:11])(=[O:12])=[O:13])[cH:14][c:15]2[o:16][c:17](-[c:18]3[cH:19][cH:20][c:21]([F:22])[cH:23][cH:24]3)[c:25]([C:26]([NH:27][CH3:28])=[O:29])[c:30]2[cH:31]1,1
240,0.367,0.633,CC(=O)n1c2c(c3ccccc31)C(C)(C)c1ccccc1-2,N[NH:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1.O=[C:8]1[CH2:9][C:10]([CH3:11])([CH3:12])[c:13]2[c:14]1[cH:15][cH:16][cH:17][cH:18]2,1
241,0.17,0.83,CC(C)(C)c1cc(B2OC(C)(C)C(C)(C)O2)cc(C(C)(C)C)c1.Nc1nc(CC2CCCCC2)c(Br)s1,O=[C:1]([CH:2](Br)[c:3]1[cH:4][c:5]([C:6]([CH3:7])([CH3:8])[CH3:9])[cH:10][c:11]([C:12]([CH3:13])([CH3:14])[CH3:15])[cH:16]1)[CH2:17][CH:18]1[CH2:19][CH2:20][CH2:21][CH2:22][CH2:23]1.[NH2:24][C:25]([NH2:26])=[S:27],1
242,0.17,0.83,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Br)c(F)c2)cn1.OB(O)c1cscn1,O=[C:1]([CH2:2][C:3](=O)[C:4]([F:5])([F:6])[F:7])[c:8]1[cH:9][cH:10][c:11](-[c:12]2[cH:13][s:14][cH:15][n:16]2)[c:17]([F:18])[cH:19]1.[NH2:20][NH:21][c:22]1[cH:23][cH:24][c:25]([S:26]([NH2:27])(=[O:28])=[O:29])[n:30][cH:31]1,1
243,0.206,0.794,O=C1C(Br)=C(c2ccc(F)cc2)C(=O)N1c1ccccn1.O=C1COc2ccc(B(O)O)cc2N1,O1[C:1](=[O:2])[C:3]([c:4]2[cH:5][cH:6][c:7]([F:8])[cH:9][cH:10]2)=[C:11]([c:12]2[cH:13][cH:14][c:15]3[c:16]([cH:17]2)[NH:18][C:19](=[O:20])[CH2:21][O:22]3)[C:23]1=[O:24].[NH2:25][c:26]1[cH:27][cH:28][cH:29][cH:30][n:31]1,1
244,0.753,0.247,NCc1ccc(-c2ncc(-c3nnn[nH]3)cc2-c2ccccc2)cc1.O=Cc1ccc(-c2csnn2)cc1,[N-:1]=[N+:2]=[N-:3].[N:4]#[C:5][c:6]1[cH:7][n:8][c:9](-[c:10]2[cH:11][cH:12][c:13]([CH2:14][NH:15][CH2:16][c:17]3[cH:18][cH:19][c:20](-[c:21]4[cH:22][s:23][n:24][n:25]4)[cH:26][cH:27]3)[cH:28][cH:29]2)[c:30](-[c:31]2[cH:32][cH:33][cH:34][cH:35][cH:36]2)[cH:37]1,1
245,0.236,0.764,N.O=C(O)c1cccc2[nH]c(-c3ccc(C4OCCCO4)cc3F)nc12,O=[C:1](O)[c:2]1[cH:3][cH:4][c:5]([CH:6]2[O:7][CH2:8][CH2:9][CH2:10][O:11]2)[cH:12][c:13]1[F:14].[NH2:15][C:16](=[O:17])[c:18]1[cH:19][cH:20][cH:21][c:22]([NH2:23])[c:24]1[NH2:25],1
246,0.669,0.33099999999999996,Cc1cc(-c2ccc(F)cc2)[nH]n1.ClCc1ccccn1,O=[C:1]([CH3:2])[CH2:3][C:4](=O)[c:5]1[cH:6][cH:7][c:8]([F:9])[cH:10][cH:11]1.[NH2:12][NH:13][CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][n:20]1,1
247,0.715,0.28500000000000003,Nc1ccccc1.O=[N+]([O-])c1cnc2[nH]c(Cl)nc2c1,S=[C:1]=[N:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1.[NH2:9][c:10]1[cH:11][c:12]([N+:13](=[O:14])[O-:15])[cH:16][n:17][c:18]1[NH2:19],1
248,0.129,0.871,CC(C)(C)OC(=O)c1ccc(B(O)O)cc1.c1ccc(-c2ccc(CCc3nnn[nH]3)[nH]2)cc1,C[Si](C)(C)[N:1]=[N+:2]=[N-:3].[CH3:4][C:5]([CH3:6])([CH3:7])[O:8][C:9](=[O:10])[c:11]1[cH:12][cH:13][c:14](-[n:15]2[c:16]([CH2:17][CH2:18][C:19]#[N:20])[cH:21][cH:22][c:23]2-[c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[cH:30][cH:31]1,1
249,0.643,0.357,C1CCNC1.COC(=O)c1cc(Br)cc(C(=O)OC)c1,I[CH2:1][CH2:2][CH2:3][CH2:4]I.[CH3:5][O:6][C:7](=[O:8])[c:9]1[cH:10][c:11]([NH2:12])[cH:13][c:14]([C:15](=[O:16])[O:17][CH3:18])[cH:19]1,1
250,0.085,0.915,CC(=O)n1nnnc1Cc1cccc(OCc2ccccc2)c1,C[Si](C)(C)[N:1]=[N+:2]=[N-:3].[N:4]#[C:5][CH2:6][c:7]1[cH:8][cH:9][cH:10][c:11]([O:12][CH2:13][c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[cH:20]1,1
251,0.248,0.752,CCOC(=O)Cc1nc(Br)sc1CC.OB(O)c1ccc(C(F)(F)F)cc1,O=[C:1]([CH2:2][C:3]([O:4][CH2:5][CH3:6])=[O:7])[CH:8](Br)[CH2:9][CH3:10].[NH2:11][C:12](=[S:13])[c:14]1[cH:15][cH:16][c:17]([C:18]([F:19])([F:20])[F:21])[cH:22][cH:23]1,1
252,0.071,0.929,COc1ccc(Cn2nnnc2-c2ccccc2)cc1,[N-:1]=[N+:2]=[N-:3].[N:4]#[C:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1,1
253,0.111,0.889,COC(=O)c1cc(-c2ccc(Br)cn2)n(-c2ccc(Cl)nn2)n1.[C-]#N,O=[C:1]([C:2]([O:3][CH3:4])=[O:5])[CH2:6][C:7](=O)[c:8]1[cH:9][cH:10][c:11]([C:12]#[N:13])[cH:14][n:15]1.[NH2:16][NH:17][c:18]1[cH:19][cH:20][c:21]([Cl:22])[n:23][n:24]1,1
254,0.162,0.838,CC(=O)n1nc(-c2ccccc2)cc1-c1ccccc1C,O=[C:1]([c:2]1[c:3]([CH3:4])[cH:5][cH:6][cH:7][cH:8]1)[CH2:9][C:10](=O)[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1.[NH2:17][NH2:18],1
255,0.601,0.399,CC(C)(C)OC(=O)N1CCC(c2nc3ccccc3[nH]2)CC1,O=[C:1](O)[CH:2]1[CH2:3][CH2:4][NH:5][CH2:6][CH2:7]1.[NH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]1[NH2:15],1
256,0.662,0.33799999999999997,C1NCC2OC12.O=C(Cl)OCc1ccccc1,O=C(O[OH:1])c1cccc(Cl)c1.[O:2]=[C:3]([O:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)[N:12]1[CH2:13][CH:14]=[CH:15][CH2:16]1,1
257,0.432,0.5680000000000001,CCOC(=O)c1csc(Cl)n1.Cc1ccc(N)nc1,O=[C:1]([C:2]([O:3][CH2:4][CH3:5])=[O:6])[CH2:7]Br.[CH3:8][c:9]1[cH:10][cH:11][c:12]([NH:13][C:14]([NH2:15])=[S:16])[n:17][cH:18]1,1
258,0.415,0.585,Clc1cc(-c2nc3ccccc3[nH]2)cnc1Cl.Nc1ccc(Cl)cc1,O=[C:1](O)[c:2]1[cH:3][n:4][c:5]([NH:6][c:7]2[cH:8][cH:9][c:10]([Cl:11])[cH:12][cH:13]2)[c:14]([Cl:15])[cH:16]1.[NH2:17][c:18]1[cH:19][cH:20][cH:21][cH:22][c:23]1[NH2:24],1
259,0.339,0.661,Brc1nc(-c2ccncc2Br)cs1.Cc1cccc(N)c1,O=[C:1]([CH2:2]Br)[c:3]1[cH:4][cH:5][n:6][cH:7][c:8]1[Br:9].[CH3:10][c:11]1[cH:12][cH:13][cH:14][c:15]([NH:16][C:17]([NH2:18])=[S:19])[cH:20]1,1
260,0.098,0.902,COc1ccc(Cn2cnc3cc4c(cc3c2=O)OCO4)cc1,O=[CH:1][NH2:2].O[C:3]([c:4]1[c:5]([NH2:6])[cH:7][c:8]2[c:9]([cH:10]1)[O:11][CH2:12][O:13]2)=[O:14],1
261,0.735,0.265,CI.Clc1ccc2ncc3nc[nH]c3c2c1,O=[CH:1]O.[CH3:2][NH:3][c:4]1[c:5]([NH2:6])[cH:7][n:8][c:9]2[cH:10][cH:11][c:12]([Cl:13])[cH:14][c:15]12,1
262,0.07,0.9299999999999999,O=c1[nH]cnc2cc(Br)c(Cl)nc12,O=[CH:1][NH2:2].O[C:3]([c:4]1[c:5]([NH2:6])[cH:7][c:8]([Br:9])[cH:10][n:11]1)=[O:12],1
263,0.307,0.6930000000000001,CCOC(=O)c1cc(-c2ccccc2)[nH]c1C.OB(O)c1cccc(Br)c1,O=[C:1]([CH2:2][CH:3]([C:4]([O:5][CH2:6][CH3:7])=[O:8])[C:9](=O)[CH3:10])[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1.[NH2:17][c:18]1[cH:19][cH:20][cH:21][c:22]([Br:23])[cH:24]1,1
264,0.456,0.544,C[C@]12Cc3cn[nH]c3C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@@]21OCOC12COCO2.Fc1cc(F)cc(Br)c1,O=[C:1]1[CH:2]=[C:3]2[CH2:4][CH2:5][C@@H:6]3[C@H:7]([C@@H:8]([OH:9])[CH2:10][C@@:11]4([CH3:12])[C@H:13]3[CH2:14][CH2:15][C@@:16]43[O:17][CH2:18][O:19][C:20]34[CH2:21][O:22][CH2:23][O:24]4)[C@@:25]2([CH3:26])[CH2:27][CH:28]1[CH:29]=O.[NH2:30][NH:31][c:32]1[cH:33][c:34]([F:35])[cH:36][c:37]([F:38])[cH:39]1,1
265,0.152,0.848,COc1ccc(B(O)O)cc1C.CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2Br)nc1,O=[C:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[c:8]([CH3:9])[cH:10]1)[CH2:11][C:12](=O)[C:13]([F:14])([F:15])[F:16].[CH3:17][S:18](=[O:19])(=[O:20])[c:21]1[cH:22][cH:23][c:24]([NH:25][NH2:26])[n:27][cH:28]1,1
266,0.117,0.883,CO.O=C(O)Cc1[nH]c(C(c2ccccc2)c2ccccc2)nc1-c1ccc(F)cc1,O=[C:1]([CH:2](Br)[CH2:3][C:4]([O:5][CH3:6])=[O:7])[c:8]1[cH:9][cH:10][c:11]([F:12])[cH:13][cH:14]1.[NH:15]=[C:16]([NH2:17])[CH:18]([c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1,1
267,0.496,0.504,COC(=O)c1nc(C)sc1Br.Cc1ccc(B(O)O)c(F)c1F,O=[C:1]([C:2]([O:3][CH3:4])=[O:5])[CH:6](Cl)[c:7]1[cH:8][cH:9][c:10]([CH3:11])[c:12]([F:13])[c:14]1[F:15].[CH3:16][C:17]([NH2:18])=[S:19],1
268,0.634,0.366,COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2Cl)cc1OC.ClCc1nnn[nH]1,C[Si](C)(C)[N:1]=[N+:2]=[N-:3].[CH3:4][O:5][c:6]1[cH:7][cH:8][c:9]([S:10](=[O:11])(=[O:12])[N:13]([CH2:14][C:15]#[N:16])[c:17]2[cH:18][cH:19][c:20]([Cl:21])[cH:22][c:23]2[C:24](=[O:25])[c:26]2[cH:27][cH:28][cH:29][cH:30][c:31]2[Cl:32])[cH:33][c:34]1[O:35][CH3:36],1
269,0.613,0.387,CCOC(=O)C=C1CCCc2c1[nH]c1c(Br)cc(F)cc21,N[NH:1][c:2]1[cH:3][cH:4][c:5]([F:6])[cH:7][c:8]1[Br:9].O=[C:10]1[CH:11]([CH2:12][C:13]([O:14][CH2:15][CH3:16])=[O:17])[CH2:18][CH2:19][CH2:20][CH2:21]1,1
270,0.249,0.751,COCCCNc1nc(Cl)ncc1-c1nc(-c2ccncc2)cs1.Nc1ccc(F)c(Cl)c1,O=[C:1]([CH2:2]Br)[c:3]1[cH:4][cH:5][n:6][cH:7][cH:8]1.[CH3:9][O:10][CH2:11][CH2:12][CH2:13][NH:14][c:15]1[n:16][c:17]([NH:18][c:19]2[cH:20][cH:21][c:22]([F:23])[c:24]([Cl:25])[cH:26]2)[n:27][cH:28][c:29]1[C:30]([NH2:31])=[S:32],1
271,0.347,0.653,COCCBr.COCCOc1cc2c(=O)[nH]cnc2cc1O,CO[C:1]([c:2]1[c:3]([NH2:4])[cH:5][c:6]([O:7][CH2:8][CH2:9][O:10][CH3:11])[c:12]([O:13][CH2:14][CH2:15][O:16][CH3:17])[cH:18]1)=[O:19].O=[CH:20][NH2:21],1
272,0.997,0.0030000000000000027,NNc1nc(-c2cccc([N+](=O)[O-])c2)cs1.O=C1CCN(Cc2ccccc2)CC1,O=[C:1]([CH2:2]Br)[c:3]1[cH:4][cH:5][cH:6][c:7]([N+:8](=[O:9])[O-:10])[cH:11]1.[NH2:12][C:13](=[S:14])[NH:15][N:16]=[C:17]1[CH2:18][CH2:19][N:20]([CH2:21][c:22]2[cH:23][cH:24][cH:25][cH:26][cH:27]2)[CH2:28][CH2:29]1,1
273,0.604,0.396,CSc1nc(N2CCN(C(=O)OC(C)(C)C)CC2)n(-c2ccccc2)n1,Cl[CH2:1][CH2:2][NH:3][CH2:4][CH2:5]Cl.[CH3:6][S:7][c:8]1[n:9][c:10]([NH2:11])[n:12](-[c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[n:19]1,1
274,0.542,0.45799999999999996,CC(C)(C)OC(=O)N1CCN(c2ccccc2OCC(F)(F)F)CC1,Cl[CH2:1][CH2:2][NH:3][CH2:4][CH2:5]Cl.[NH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1[O:13][CH2:14][C:15]([F:16])([F:17])[F:18],1
275,0.194,0.806,Cn1c(=O)c(Br)cc2c3cc(-c4csc(N)n4)ccc3n(C)c21.OB(O)c1ccc(F)cc1,O=[C:1]([c:2]1[cH:3][cH:4][c:5]2[n:6]([CH3:7])[c:8]3[n:9]([CH3:10])[c:11](=[O:12])[c:13](-[c:14]4[cH:15][cH:16][c:17]([F:18])[cH:19][cH:20]4)[cH:21][c:22]3[c:23]2[cH:24]1)[CH2:25]Br.[NH2:26][C:27]([NH2:28])=[S:29],1
276,0.816,0.18400000000000005,C1CCNCC1.N#Cc1ccc(F)c2ccccc12,Br[CH2:1][CH2:2][CH2:3][CH2:4][CH2:5]Br.[N:6]#[C:7][c:8]1[cH:9][cH:10][c:11]([NH2:12])[c:13]2[cH:14][cH:15][cH:16][cH:17][c:18]12,1
277,0.648,0.352,COC(=O)c1ccc(C)c(-n2cc(-c3ccc(Cl)nc3)nn2)c1,[CH3:1][c:2]1[cH:3][cH:4][c:5]([C:6](=[O:7])[OH:8])[cH:9][c:10]1[N:11]=[N+:12]=[N-:13].[CH:14]#[C:15][c:16]1[cH:17][cH:18][c:19]([Cl:20])[n:21][cH:22]1,1
278,0.545,0.45499999999999996,BrCc1ccccc1.Cc1ccc(C)[nH]1,O=[C:1]([CH3:2])[CH2:3][CH2:4][C:5](=O)[CH3:6].[NH2:7][CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,1
279,0.518,0.482,C1COCCN1.O=c1[nH]c2ccc(Br)cc2[nH]1,[NH2:1][c:2]1[cH:3][cH:4][c:5]([N:6]2[CH2:7][CH2:8][O:9][CH2:10][CH2:11]2)[cH:12][c:13]1[NH2:14].c1cn([C:15](n2ccnc2)=[O:16])cn1,1
280,0.317,0.683,Cc1ccc([N+](=O)[O-])cc1Nc1nccc(-c2cccnc2)n1,O=[CH:1][CH2:2][C:3](=O)[c:4]1[cH:5][cH:6][cH:7][n:8][cH:9]1.[CH3:10][c:11]1[cH:12][cH:13][c:14]([NH2:15])[cH:16][c:17]1[NH:18][C:19](=[NH:20])[NH2:21],1
281,0.319,0.681,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.Cc1cccc2[nH]c([C@@H]3CCCNC3)nc12,O=[C:1](O)[C@@H:2]1[CH2:3][CH2:4][CH2:5][N:6]([C:7]([O:8][C:9]([CH3:10])([CH3:11])[CH3:12])=[O:13])[CH2:14]1.[CH3:15][c:16]1[cH:17][cH:18][cH:19][c:20]([NH2:21])[c:22]1[NH2:23],1
282,0.148,0.852,CC(C)c1csc(Br)n1.O=[N+]([O-])c1cc(C(F)(F)F)ccc1B(O)O,O=[C:1]([CH:2]([CH3:3])[CH3:4])[CH2:5]Br.[NH2:6][C:7](=[S:8])[c:9]1[cH:10][cH:11][c:12]([C:13]([F:14])([F:15])[F:16])[cH:17][c:18]1[N+:19](=[O:20])[O-:21],1
283,0.38,0.62,Cc1ncoc1-c1nc2ccc(Br)cc2n1C.O=c1cc(OCc2ccc(F)cc2)cc[nH]1,O=[C:1](O)[c:2]1[c:3]([CH3:4])[n:5][cH:6][o:7]1.[CH3:8][NH:9][c:10]1[cH:11][c:12](-[n:13]2[cH:14][cH:15][c:16]([O:17][CH2:18][c:19]3[cH:20][cH:21][c:22]([F:23])[cH:24][cH:25]3)[cH:26][c:27]2=[O:28])[cH:29][cH:30][c:31]1[NH2:32],1
284,0.174,0.8260000000000001,BrCC1CC1.O=C1N[C@H](c2ccc(Cl)cc2)[C@@H](c2cccc(Cl)c2)C[C@@H]1Cc1nnn[nH]1,[N-:1]=[N+:2]=[N-:3].[N:4]#[C:5][CH2:6][C@H:7]1[CH2:8][C@H:9]([c:10]2[cH:11][cH:12][cH:13][c:14]([Cl:15])[cH:16]2)[C@@H:17]([c:18]2[cH:19][cH:20][c:21]([Cl:22])[cH:23][cH:24]2)[N:25]([CH2:26][CH:27]2[CH2:28][CH2:29]2)[C:30]1=[O:31],1
285,0.611,0.389,Brc1cccc(-c2nnn[nH]2)c1.OB(O)c1ccccc1Br,[N-:1]=[N+:2]=[N-:3].[N:4]#[C:5][c:6]1[cH:7][cH:8][cH:9][c:10](-[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[Br:17])[cH:18]1,1
286,0.265,0.735,CCOC(=O)Cc1ccc(-n2nc(C)c(Cc3ccccc3)c2C)cc1,O=[C:1]([CH3:2])[CH:3]([CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[C:11](=O)[CH3:12].[NH2:13][NH:14][c:15]1[cH:16][cH:17][c:18]([CH2:19][CH2:20][OH:21])[cH:22][cH:23]1,1
287,0.058,0.942,COc1ccc(Cn2cnc3c(Br)cc(Cl)cc3c2=O)cc1,O=[CH:1][NH2:2].O[C:3]([c:4]1[c:5]([NH2:6])[c:7]([Br:8])[cH:9][c:10]([Cl:11])[cH:12]1)=[O:13],1
288,0.482,0.518,O=C(OCc1ccccc1)N1CCC(O)(CCl)CC1,C[S+](C)(=O)[CH3:1].[O:2]=[C:3]1[CH2:4][CH2:5][N:6]([C:7](=[O:8])[O:9][CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18]1,1
289,0.472,0.528,CC(C)(C)OC(=O)N1CCc2cc(Br)ccc21.O=C1CCCCN1,Cl[C:1](=[O:2])[CH2:3][CH2:4][CH2:5][CH2:6]Br.[CH3:7][C:8]([CH3:9])([CH3:10])[O:11][C:12](=[O:13])[N:14]1[CH2:15][CH2:16][c:17]2[cH:18][c:19]([NH2:20])[cH:21][cH:22][c:23]21,1
290,0.433,0.567,CC(C)(C)C(=O)Cl.CSc1nccc(-c2sc(N)nc2-c2cc(Cl)cc(N)c2F)n1,O=[C:1]([CH:2](Br)[c:3]1[cH:4][cH:5][n:6][c:7]([S:8][CH3:9])[n:10]1)[c:11]1[cH:12][c:13]([Cl:14])[cH:15][c:16]([NH:17][C:18](=[O:19])[C:20]([CH3:21])([CH3:22])[CH3:23])[c:24]1[F:25].[NH2:26][C:27]([NH2:28])=[S:29],1
291,0.345,0.655,Cc1cc2nc(Cn3cc(Cc4c[nH]c([N+](=O)[O-])n4)nn3)[nH]c2cc1C,[CH3:1][c:2]1[cH:3][c:4]2[n:5][c:6]([CH2:7][N:8]=[N+:9]=[N-:10])[nH:11][c:12]2[cH:13][c:14]1[CH3:15].[CH:16]#[C:17][CH2:18][c:19]1[cH:20][nH:21][c:22]([NH2:23])[n:24]1,1
