mol_idx,top_score,uq,pred_top1,true_reactants,error
1294,0.244,0.756,CC(C)I.Cc1c2c(nn1-c1cc(O)c(Cl)cc1F)CCCC2,O=[C:1]([CH3:2])[CH:3]1[CH2:4][CH2:5][CH2:6][CH2:7][C:8]1=O.[CH3:9][CH:10]([CH3:11])[O:12][c:13]1[cH:14][c:15]([NH:16][NH2:17])[c:18]([F:19])[cH:20][c:21]1[Cl:22],1
1295,0.543,0.45699999999999996,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.c1cnc2[nH]cc(C34CNCC3C4)c2c1,I[CH2:1]I.[CH3:2][C:3]([CH3:4])([CH3:5])[O:6][C:7](=[O:8])[N:9]1[CH2:10][CH:11]=[C:12]([c:13]2[cH:14][nH:15][c:16]3[n:17][cH:18][cH:19][cH:20][c:21]23)[CH2:22]1,1
1296,0.836,0.16400000000000003,CNC(=O)c1ccccc1Nc1cc(Cl)ncc1Br.Nc1ccc(N2CCOCC2)cc1,Cl[c:1]1[cH:2][c:3]([NH:4][c:5]2[c:6]([C:7]([NH:8][CH3:9])=[O:10])[cH:11][cH:12][cH:13][cH:14]2)[c:15]([Br:16])[cH:17][n:18]1.[NH2:19][c:20]1[cH:21][cH:22][c:23]([N:24]2[CH2:25][CH2:26][O:27][CH2:28][CH2:29]2)[cH:30][cH:31]1,0
1297,0.272,0.728,CO.O=C(O)c1ccc(Cc2ccccc2O)cc1,c1ccc(C[O:1][c:2]2[c:3]([CH2:4][c:5]3[cH:6][cH:7][c:8]([C:9]([O:10][CH3:11])=[O:12])[cH:13][cH:14]3)[cH:15][cH:16][cH:17][cH:18]2)cc1,1
1298,0.241,0.759,Cc1ccc(Nc2cncnc2)c(C(=O)O)n1.Cn1ccc(N)n1,Br[c:1]1[cH:2][n:3][cH:4][n:5][cH:6]1.[CH3:7][c:8]1[cH:9][cH:10][c:11]([NH2:12])[c:13]([C:14](=[O:15])[NH:16][c:17]2[cH:18][cH:19][n:20]([CH3:21])[n:22]2)[n:23]1,1
1299,0.577,0.42300000000000004,CC(C)(C)OC(=O)N1CCNCC1.CCOC(=O)c1sc2nc(CCl)[nH]c(=O)c2c1C,Cl[CH2:1][c:2]1[nH:3][c:4](=[O:5])[c:6]2[c:7]([s:8][c:9]([C:10]([O:11][CH2:12][CH3:13])=[O:14])[c:15]2[CH3:16])[n:17]1.[CH3:18][C:19]([CH3:20])([CH3:21])[O:22][C:23](=[O:24])[N:25]1[CH2:26][CH2:27][NH:28][CH2:29][CH2:30]1,0
1300,0.023,0.977,CCC(=O)C1(O)CCC(c2ccccc2)(N(C)C)CC1.NNc1ccccn1,I[c:1]1[c:2]([NH2:3])[n:4][cH:5][cH:6][cH:7]1.[CH3:8][C:9]#[C:10][C:11]1([OH:12])[CH2:13][CH2:14][C:15]([c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)([N:22]([CH3:23])[CH3:24])[CH2:25][CH2:26]1,1
1301,0.582,0.41800000000000004,Cc1ccc(S(=O)(=O)OCC2Cc3c(F)c(F)cc(Br)c3O2)cc1.Cc1ccccc1B(O)O,Br[c:1]1[cH:2][c:3]([F:4])[c:5]([F:6])[c:7]2[c:8]1[O:9][CH:10]([CH2:11][O:12][S:13]([c:14]1[cH:15][cH:16][c:17]([CH3:18])[cH:19][cH:20]1)(=[O:21])=[O:22])[CH2:23]2.OB(O)[c:24]1[c:25]([CH3:26])[cH:27][cH:28][cH:29][cH:30]1,0
1302,0.466,0.534,C1=C(c2nc3ccccc3s2)CCNC1.N#Cc1ccc(C=O)cc1,Br[CH2:1][c:2]1[cH:3][cH:4][c:5]([C:6]#[N:7])[cH:8][cH:9]1.[CH:10]1=[C:11]([c:12]2[n:13][c:14]3[cH:15][cH:16][cH:17][cH:18][c:19]3[s:20]2)[CH2:21][CH2:22][NH:23][CH2:24]1,1
1303,0.364,0.636,COC(=O)c1cc([N+](=O)[O-])ccc1O.Clc1ccc(C(Br)c2ccccc2)c(Cl)c1,O[CH:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:8]1[cH:9][cH:10][c:11]([Cl:12])[cH:13][c:14]1[Cl:15].[CH3:16][O:17][C:18](=[O:19])[c:20]1[cH:21][c:22]([N+:23](=[O:24])[O-:25])[cH:26][cH:27][c:28]1[OH:29],1
1304,0.291,0.7090000000000001,CC1(C)OB(c2ccc(C#N)c(Cl)c2)OC1(C)C.CCS(=O)(=O)NC(c1cncc(Br)c1)C1CC1,Br[c:1]1[cH:2][n:3][cH:4][c:5]([CH:6]([NH:7][S:8]([CH2:9][CH3:10])(=[O:11])=[O:12])[CH:13]2[CH2:14][CH2:15]2)[cH:16]1.CC1(C)OB([c:17]2[cH:18][cH:19][c:20]([C:21]#[N:22])[c:23]([Cl:24])[cH:25]2)OC1(C)C,0
1305,0.319,0.681,CC(C)C(Br)C(=O)O.COc1ccc(S)cc1,CC[O:1][C:2](=[O:3])[CH:4]([S:5][c:6]1[cH:7][cH:8][c:9]([O:10][CH3:11])[cH:12][cH:13]1)[CH:14]([CH3:15])[CH3:16],1
1306,0.257,0.743,CC(=O)Cc1cc(F)ccc1C.CC(C)N1C(=O)c2cc3nc(-c4c(N)cc[nH]c4=O)[nH]c3cc2C1=O,Cl[c:1]1[c:2](-[c:3]2[n:4][c:5]3[cH:6][c:7]4[c:8]([cH:9][c:10]3[nH:11]2)[C:12](=[O:13])[N:14]([CH:15]([CH3:16])[CH3:17])[C:18]4=[O:19])[c:20](=[O:21])[nH:22][cH:23][cH:24]1.[CH3:25][c:26]1[cH:27][cH:28][c:29]([F:30])[cH:31][c:32]1[CH2:33][CH:34]([CH3:35])[NH2:36],1
1307,0.74,0.26,Cc1cccc(/C=C/c2cccc([N+](=O)[O-])c2)c1,Br[c:1]1[cH:2][cH:3][cH:4][c:5]([NH2:6])[cH:7]1.[CH2:8]=[CH:9][c:10]1[cH:11][cH:12][cH:13][c:14]([CH3:15])[cH:16]1,1
1308,0.247,0.753,CS(=O)(=O)Nc1cccc(B(O)O)c1.NC(=O)c1cc(Br)cc2c(C3CCN(S(=O)(=O)CCCN4CCCC4)CC3)n[nH]c12,Br[c:1]1[cH:2][c:3]([C:4]([NH2:5])=[O:6])[c:7]2[c:8]([cH:9]1)[c:10]([CH:11]1[CH2:12][CH2:13][N:14]([S:15](=[O:16])(=[O:17])[CH2:18][CH2:19][CH2:20][N:21]3[CH2:22][CH2:23][CH2:24][CH2:25]3)[CH2:26][CH2:27]1)[n:28][nH:29]2.OB(O)[c:30]1[cH:31][cH:32][cH:33][c:34]([NH:35][S:36]([CH3:37])(=[O:38])=[O:39])[cH:40]1,0
1309,0.959,0.041000000000000036,COc1cccc(N)c1.O=[N+]([O-])c1cnc(Cl)nc1Cl,Cl[c:1]1[c:2]([N+:3](=[O:4])[O-:5])[cH:6][n:7][c:8]([Cl:9])[n:10]1.[CH3:11][O:12][c:13]1[cH:14][cH:15][cH:16][c:17]([NH2:18])[cH:19]1,0
1310,0.635,0.365,CC1(C)OB(c2ccc(NC(=O)NC3CC3)cc2)OC1(C)C.C[C@H]1COCCN1c1cc(C2(S(=O)(=O)c3ccc(Cl)cc3)CCOCC2)nc(Cl)n1,Cl[c:1]1[n:2][c:3]([C:4]2([S:5](=[O:6])(=[O:7])[c:8]3[cH:9][cH:10][c:11]([Cl:12])[cH:13][cH:14]3)[CH2:15][CH2:16][O:17][CH2:18][CH2:19]2)[cH:20][c:21]([N:22]2[C@@H:23]([CH3:24])[CH2:25][O:26][CH2:27][CH2:28]2)[n:29]1.OB(O)[c:30]1[cH:31][cH:32][c:33]([NH:34][C:35](=[O:36])[NH:37][CH:38]2[CH2:39][CH2:40]2)[cH:41][cH:42]1,1
1311,0.338,0.6619999999999999,N#CCOC(c1ccc(F)cc1)c1ccccc1Cl,CC(=O)[NH:1][CH2:2][CH2:3][O:4][CH:5]([c:6]1[cH:7][cH:8][c:9]([F:10])[cH:11][cH:12]1)[c:13]1[cH:14][cH:15][cH:16][cH:17][c:18]1[Cl:19],1
1312,0.99,0.010000000000000009,CC(=O)N1CCN(CCO)CC1.CS(=O)(=O)Cl,Cl[S:1]([CH3:2])(=[O:3])=[O:4].[CH3:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][N:11]([CH2:12][CH2:13][OH:14])[CH2:15][CH2:16]1,0
1313,0.245,0.755,CCC(O)(C#Cc1ccc(C(CC)(CC)c2ccc(OC[C@@H]3CCCC(=O)O3)c(C)c2)cc1C)CC,O[CH2:1][C@@H:2]1[CH2:3][CH2:4][CH2:5][C:6](=[O:7])[O:8]1.[CH3:9][CH2:10][C:11]([OH:12])(/[CH:13]=[CH:14]/[c:15]1[cH:16][cH:17][c:18]([C:19]([CH2:20][CH3:21])([CH2:22][CH3:23])[c:24]2[cH:25][cH:26][c:27]([OH:28])[c:29]([CH3:30])[cH:31]2)[cH:32][c:33]1[CH3:34])[CH2:35][CH3:36],1
1314,0.877,0.123,Cc1cc(C)n2nc(CO)nc2n1,[CH3:1][c:2]1[cH:3][c:4]([CH3:5])[n:6]2[n:7][c:8]([CH2:9][OH:10])[n:11][c:12]2[n:13]1,0
1315,0.791,0.20899999999999996,CC(C)(C)OC(=O)NC1CCN(CC2Cn3c(=O)ccc4cccc2c43)CC1,CC(C)(C)OC(=O)[NH:1][CH:2]1[CH2:3][CH2:4][N:5]([CH2:6][CH:7]2[CH2:8][n:9]3[c:10](=[O:11])[cH:12][cH:13][c:14]4[cH:15][cH:16][cH:17][c:18]2[c:19]34)[CH2:20][CH2:21]1,0
1316,0.748,0.252,O=C(Cl)c1ccc(Cl)cc1Cl.O=C1NC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][c:9]1[Cl:10].[O:11]=[C:12]1[NH:13][C:14](=[O:15])[c:16]2[c:17]([Cl:18])[c:19]([Cl:20])[c:21]([Cl:22])[c:23]([Cl:24])[c:25]21,0
1317,0.15,0.85,CCOC(=O)C1(c2ccccc2-c2ccc(-c3onc(C)c3C(=O)CCCc3ccccc3)cc2)CC1,Br[c:1]1[cH:2][cH:3][c:4](-[c:5]2[o:6][n:7][c:8]([CH3:9])[c:10]2[CH:11]([OH:12])[CH2:13][CH2:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[cH:22][cH:23]1.CC1(C)OB([c:24]2[c:25]([C:26]3([C:27]([O:28][CH2:29][CH3:30])=[O:31])[CH2:32][CH2:33]3)[cH:34][cH:35][cH:36][cH:37]2)OC1(C)C,1
1318,0.85,0.15000000000000002,NC1CCCC1.O=C(O)c1ccccc1S(=O)(=O)Cc1c(O[C@H](Cn2ccnc2)c2ccccc2)ccc2c1CCCC2=O,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[S:9](=[O:10])(=[O:11])[CH2:12][c:13]1[c:14]([O:15][C@H:16]([CH2:17][n:18]2[cH:19][cH:20][n:21][cH:22]2)[c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[cH:29][cH:30][c:31]2[c:32]1[CH2:33][CH2:34][CH2:35][C:36]2=[O:37].[NH2:38][CH:39]1[CH2:40][CH2:41][CH2:42][CH2:43]1,0
1319,0.779,0.22099999999999997,O=[N+]([O-])c1ccccc1NCCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,O=[N+:1]([O-])[c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[NH:8][CH2:9][CH2:10][CH2:11][N:12]1[CH2:13][CH2:14][N:15]([CH:16]([c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[c:23]2[cH:24][cH:25][cH:26][cH:27][cH:28]2)[CH2:29][CH2:30]1,0
1320,0.62,0.38,CCOc1cc(C(=O)O)ccc1Nc1ncc2c(n1)N(C1CCCC1)CC(F)(F)C(=O)N2C.CN1CCC(N)CC1,O[C:1]([c:2]1[cH:3][c:4]([O:5][CH2:6][CH3:7])[c:8]([NH:9][c:10]2[n:11][cH:12][c:13]3[c:14]([n:15]2)[N:16]([CH:17]2[CH2:18][CH2:19][CH2:20][CH2:21]2)[CH2:22][C:23]([F:24])([F:25])[C:26](=[O:27])[N:28]3[CH3:29])[cH:30][cH:31]1)=[O:32].[CH3:33][N:34]1[CH2:35][CH2:36][CH:37]([NH2:38])[CH2:39][CH2:40]1,0
1321,0.385,0.615,COc1ccc(CC(=O)Nc2ccc(C(=O)N(CC(=O)OC(C)(C)C)Cc3ccc(C(=O)NN)cc3)cc2)c(C(F)(F)F)c1.Cc1ccc(-c2ccc(C(=O)O)cc2)cc1,O[C:1]([c:2]1[cH:3][cH:4][c:5]([CH2:6][N:7]([C:8]([c:9]2[cH:10][cH:11][c:12]([NH:13][C:14]([CH2:15][c:16]3[cH:17][cH:18][c:19]([O:20][CH3:21])[cH:22][c:23]3[C:24]([F:25])([F:26])[F:27])=[O:28])[cH:29][cH:30]2)=[O:31])[CH2:32][C:33](=[O:34])[O:35][C:36]([CH3:37])([CH3:38])[CH3:39])[cH:40][cH:41]1)=[O:42].[CH3:43][c:44]1[cH:45][cH:46][c:47](-[c:48]2[cH:49][cH:50][c:51]([C:52](=[O:53])[NH:54][NH2:55])[cH:56][cH:57]2)[cH:58][cH:59]1,1
1322,0.139,0.861,CC(C)CCN.CN(Cc1nc2ccccc2n1CCCCl)C1CCCc2cccnc21,O=[CH:1][CH2:2][CH:3]([CH3:4])[CH3:5].[CH3:6][N:7]([CH2:8][c:9]1[n:10][c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[n:17]1[CH2:18][CH2:19][CH2:20][NH2:21])[CH:22]1[CH2:23][CH2:24][CH2:25][c:26]2[cH:27][cH:28][cH:29][n:30][c:31]21,1
1323,0.64,0.36,COC(=O)c1cnc(-c2cccc(F)c2F)cc1Cl.Oc1ccccc1Cl,Cl[c:1]1[c:2]([C:3]([O:4][CH3:5])=[O:6])[cH:7][n:8][c:9](-[c:10]2[cH:11][cH:12][cH:13][c:14]([F:15])[c:16]2[F:17])[cH:18]1.[OH:19][c:20]1[cH:21][cH:22][cH:23][cH:24][c:25]1[Cl:26],0
1324,0.835,0.16500000000000004,CCOC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1.O=C(N[C@@H](CO)C(=O)O)OCc1ccccc1,O[C:1]([C@@H:2]([NH:3][C:4]([C@@H:5]([NH:6][C:7](=[O:8])[O:9][CH2:10][c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1)[CH2:17][OH:18])=[O:19])[CH2:20][c:21]1[cH:22][cH:23][c:24]([OH:25])[cH:26][cH:27]1)=[O:28].[CH3:29][CH2:30][O:31][C:32](=[O:33])[CH2:34][NH2:35],1
1325,0.385,0.615,COc1c(C)c(C)c2c(c1C)CC1(CCC1)CN2.Clc1ccc(Br)cc1,O[CH:1]1[c:2]2[c:3]([c:4]([CH3:5])[c:6]([CH3:7])[c:8]([O:9][CH3:10])[c:11]2[CH3:12])[N:13]([c:14]2[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]2)[CH2:21][C:22]12[CH2:23][CH2:24][CH2:25]2,1
1326,0.249,0.751,CC(O)(c1ccc(Br)cc1)C(F)(F)F.O=S(=O)(c1cccs1)N1CCN[C@@H](CN2C3COCC2CC(O)C3)C1,[CH3:1][C:2]([OH:3])([c:4]1[cH:5][cH:6][c:7]([N:8]2[CH2:9][CH2:10][N:11]([S:12](=[O:13])(=[O:14])[c:15]3[cH:16][cH:17][cH:18][s:19]3)[CH2:20][C@@H:21]2[CH2:22][N:23]2[CH:24]3[CH2:25][O:26][CH2:27][CH:28]2[CH2:29][C:30](=[O:31])[CH2:32]3)[cH:33][cH:34]1)[C:35]([F:36])([F:37])[F:38],1
1327,0.789,0.21099999999999997,N#Cc1cccc2[nH]cc(Cl)c12,[N:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][c:7]2[nH:8][cH:9][c:10]([Cl:11])[c:12]12,0
1328,0.735,0.265,Nc1cc(Cl)cc(Cl)c1.O=C(O)c1cc(F)ccc1O,O[C:1](=[O:2])[c:3]1[cH:4][c:5]([F:6])[cH:7][cH:8][c:9]1[OH:10].[NH2:11][c:12]1[cH:13][c:14]([Cl:15])[cH:16][c:17]([Cl:18])[cH:19]1,0
1329,0.918,0.08199999999999996,COC(=O)[C@H](C(C)C)N1Cc2cc(-c3ccc(N)cc3)ccc2C1=O.FC(F)(F)c1ccccc1N=C=S,[CH3:1][O:2][C:3](=[O:4])[C@H:5]([CH:6]([CH3:7])[CH3:8])[N:9]1[CH2:10][c:11]2[cH:12][c:13](-[c:14]3[cH:15][cH:16][c:17]([NH2:18])[cH:19][cH:20]3)[cH:21][cH:22][c:23]2[C:24]1=[O:25].[F:26][C:27]([F:28])([F:29])[c:30]1[cH:31][cH:32][cH:33][cH:34][c:35]1[N:36]=[C:37]=[S:38],0
1330,0.877,0.123,Cc1nsc(NC(=O)Cc2ccc(O)c([N+](=O)[O-])c2)c1Cl,O=[N+:1]([O-])[c:2]1[c:3]([OH:4])[cH:5][cH:6][c:7]([CH2:8][C:9]([NH:10][c:11]2[s:12][n:13][c:14]([CH3:15])[c:16]2[Cl:17])=[O:18])[cH:19]1,0
1331,0.16,0.84,CCOc1ccc(-c2c(S(C)(=O)=O)ccc(C(=O)c3cnn(C(C)(C)C)c3OC)c2C)cc1,I[c:1]1[c:2]([CH3:3])[c:4]([C:5](=[O:6])[c:7]2[cH:8][n:9][n:10]([C:11]([CH3:12])([CH3:13])[CH3:14])[c:15]2[OH:16])[cH:17][cH:18][c:19]1[S:20]([CH3:21])(=[O:22])=[O:23].OB(O)[c:24]1[cH:25][cH:26][c:27]([O:28][CH2:29][CH3:30])[cH:31][cH:32]1,1
1332,0.594,0.406,COC(=O)c1cc(Cc2c(C)c(OC)c(OC)c(OC)c2OC)ccc1O,c1ccc(C[O:1][c:2]2[cH:3][cH:4][c:5]([CH2:6][c:7]3[c:8]([CH3:9])[c:10]([O:11][CH3:12])[c:13]([O:14][CH3:15])[c:16]([O:17][CH3:18])[c:19]3[O:20][CH3:21])[cH:22][c:23]2[C:24](=[O:25])[OH:26])cc1,1
1333,0.975,0.025000000000000022,COc1ccc(C(=O)N=C=S)cc1.NC(=O)c1ccccc1N,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([C:7](=[O:8])[N:9]=[C:10]=[S:11])[cH:12][cH:13]1.[NH2:14][C:15](=[O:16])[c:17]1[cH:18][cH:19][cH:20][cH:21][c:22]1[NH2:23],0
1334,0.235,0.765,CCCn1ncc(Cl)c(Cl)c1=O.COc1ccc(CN)cc1OC,Cl[c:1]1[cH:2][n:3][n:4]([CH2:5][CH2:6][CH3:7])[c:8](=[O:9])[c:10]1[Cl:11].[CH3:12][O:13][c:14]1[cH:15][cH:16][c:17]([CH2:18][NH2:19])[cH:20][c:21]1[O:22][CH3:23],0
1335,0.654,0.346,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.NC1(C(=O)O)CCCCC1,CC(C)(C)OC(=O)O[C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7].[NH2:8][C:9]1([C:10](=[O:11])[OH:12])[CH2:13][CH2:14][CH2:15][CH2:16][CH2:17]1,0
1336,0.952,0.04800000000000004,Clc1nc(Cl)c2c(n1)CCC2.Cn1cnc(N)c1,Cl[c:1]1[n:2][c:3]([Cl:4])[n:5][c:6]2[c:7]1[CH2:8][CH2:9][CH2:10]2.[CH3:11][n:12]1[cH:13][n:14][c:15]([NH2:16])[cH:17]1,0
1337,0.957,0.04300000000000004,CC(C)(C)OC(=O)NC(Cc1ccc(F)cc1)C(=O)O.COC(=O)C(Cc1ccc2ccccc2c1)N1CCNC(CC2CC2)C1=O,O[C:1]([C@H:2]([NH:3][C:4]([O:5][C:6]([CH3:7])([CH3:8])[CH3:9])=[O:10])[CH2:11][c:12]1[cH:13][cH:14][c:15]([F:16])[cH:17][cH:18]1)=[O:19].[CH3:20][O:21][C:22](=[O:23])[CH:24]([CH2:25][c:26]1[cH:27][cH:28][c:29]2[cH:30][cH:31][cH:32][cH:33][c:34]2[cH:35]1)[N:36]1[CH2:37][CH2:38][NH:39][CH:40]([CH2:41][CH:42]2[CH2:43][CH2:44]2)[C:45]1=[O:46],1
1338,0.416,0.5840000000000001,CCC(=O)Nc1cccc(C2CCNCC2)c1.O=C(CCCCBr)c1ccccc1Cl,Cl[CH2:1][CH2:2][CH2:3][CH2:4][C:5](=[O:6])[c:7]1[cH:8][cH:9][cH:10][cH:11][c:12]1[Cl:13].[CH3:14][CH2:15][C:16](=[O:17])[NH:18][c:19]1[cH:20][cH:21][cH:22][c:23]([CH:24]2[CH2:25][CH2:26][NH:27][CH2:28][CH2:29]2)[cH:30]1,1
1339,0.399,0.601,CC1(C)OCc2ccc(CO)cc21,Br[c:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[C:7]([CH3:8])([CH3:9])[O:10][CH2:11]2.CN(C)[CH:12]=[O:13],1
1340,0.936,0.06399999999999995,CC(C)(C)OC(=O)N1CCC2C(N)CCC21.Cc1cc(OCc2c(F)cccc2F)c2nc(C)c(C(=O)O)n2c1,O[C:1]([c:2]1[c:3]([CH3:4])[n:5][c:6]2[c:7]([O:8][CH2:9][c:10]3[c:11]([F:12])[cH:13][cH:14][cH:15][c:16]3[F:17])[cH:18][c:19]([CH3:20])[cH:21][n:22]12)=[O:23].[CH3:24][C:25]([CH3:26])([CH3:27])[O:28][C:29](=[O:30])[N:31]1[CH2:32][CH2:33][CH:34]2[CH:35]([NH2:36])[CH2:37][CH2:38][CH:39]12,0
1341,0.479,0.521,COC(=O)[C@H](C)Oc1ccc(C(F)(F)F)cc1-c1ccc(S(=O)(=O)N(C)C)cc1Cl,I[c:1]1[cH:2][cH:3][c:4]([S:5]([N:6]([CH3:7])[CH3:8])(=[O:9])=[O:10])[cH:11][c:12]1[Cl:13].OB(O)[c:14]1[c:15]([O:16][C@@H:17]([CH3:18])[C:19](=[O:20])[OH:21])[cH:22][cH:23][c:24]([C:25]([F:26])([F:27])[F:28])[cH:29]1,1
1342,0.712,0.28800000000000003,Cc1cc(C#N)ccc1C(=O)Cl.c1ccc2c(c1)CCCCN2,O[C:1]([c:2]1[c:3]([CH3:4])[cH:5][c:6]([C:7]#[N:8])[cH:9][cH:10]1)=[O:11].[cH:12]1[cH:13][cH:14][c:15]2[c:16]([cH:17]1)[CH2:18][CH2:19][CH2:20][CH2:21][NH:22]2,1
1343,0.903,0.09699999999999998,O=C1CCC2(c3ccc4ccccc4c3)CC12,I[CH2:1]I.[OH:2][CH:3]1[CH:4]=[C:5]([c:6]2[cH:7][cH:8][c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[cH:15]2)[CH2:16][CH2:17]1,1
1344,0.631,0.369,COC(=O)C1(NC(=O)Cc2ccc(OCc3ccccc3)cc2)Cc2ccc(-c3ccc(Cl)cc3)cc2C1,CC[O:1][C:2](=[O:3])[C:4]1([NH:5][C:6](=[O:7])[CH2:8][c:9]2[cH:10][cH:11][c:12]([O:13][CH2:14][c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[cH:21][cH:22]2)[CH2:23][c:24]2[cH:25][cH:26][c:27](-[c:28]3[cH:29][cH:30][c:31]([Cl:32])[cH:33][cH:34]3)[cH:35][c:36]2[CH2:37]1,1
1345,0.456,0.544,CCCC[C@H](C)O.Nc1nc(Cl)nc2c1ncn2C1CCCCO1,F[c:1]1[n:2][c:3]([NH2:4])[c:5]2[c:6]([n:7]1)[n:8]([CH:9]1[CH2:10][CH2:11][CH2:12][CH2:13][O:14]1)[cH:15][n:16]2.[CH3:17][CH2:18][CH2:19][CH2:20][C@H:21]([CH3:22])[OH:23],1
1346,0.385,0.615,CC(=O)N1CCC(C(=O)O)CC1.CCN(C(=O)c1ccc(Cl)cc1)[C@@H]1CCNC[C@H]1c1ccc(Cl)c(Cl)c1,O[C:1]([CH:2]1[CH2:3][CH2:4][N:5]([C:6]([CH3:7])=[O:8])[CH2:9][CH2:10]1)=[O:11].[CH3:12][CH2:13][N:14]([C:15](=[O:16])[c:17]1[cH:18][cH:19][c:20]([Cl:21])[cH:22][cH:23]1)[C@@H:24]1[CH2:25][CH2:26][NH:27][CH2:28][C@H:29]1[c:30]1[cH:31][cH:32][c:33]([Cl:34])[c:35]([Cl:36])[cH:37]1,0
1347,0.076,0.924,ClP(c1ccccc1)c1ccccc1,Cl[P:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,0
1348,0.65,0.35,COC(=O)c1ccc(C#Cc2ccc(C3(N(Cc4ccccc4)Cc4ccccc4)CC3)cc2)cc1,CC[O:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([C:8]#[C:9][c:10]2[cH:11][cH:12][c:13]([C:14]3([N:15]([CH2:16][c:17]4[cH:18][cH:19][cH:20][cH:21][cH:22]4)[CH2:23][c:24]4[cH:25][cH:26][cH:27][cH:28][cH:29]4)[CH2:30][CH2:31]3)[cH:32][cH:33]2)[cH:34][cH:35]1,1
1349,0.449,0.5509999999999999,CC(=O)N1CCCC(C(=O)O)C1.CNCc1ccc(C(=O)N2CC3(C)CC2CC(C)(C)C3)cc1,Cl[C:1]([CH:2]1[CH2:3][CH2:4][CH2:5][N:6]([C:7]([CH3:8])=[O:9])[CH2:10]1)=[O:11].[CH3:12][NH:13][CH2:14][c:15]1[cH:16][cH:17][c:18]([C:19](=[O:20])[N:21]2[CH2:22][C:23]3([CH3:24])[CH2:25][CH:26]2[CH2:27][C:28]([CH3:29])([CH3:30])[CH2:31]3)[cH:32][cH:33]1,1
1350,0.69,0.31000000000000005,CCOC(=N)CCOC.CCOC(=O)Cl,Cl[C:1]([O:2][CH2:3][CH3:4])=[O:5].[CH3:6][CH2:7][O:8][C:9](=[NH:10])[CH2:11][CH2:12][O:13][CH3:14],0
1351,0.466,0.534,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.N[C@H]1C[C@H](O)C1,O=C(c1ccc([N+](=O)[O-])cc1)[O:1][C@H:2]1[CH2:3][C@H:4]([NH:5][C:6]([O:7][C:8]([CH3:9])([CH3:10])[CH3:11])=[O:12])[CH2:13]1,1
1352,0.562,0.43799999999999994,CCOC(=O)Cn1nnc(-c2cc(OCCCCOc3cc(F)ccc3Br)no2)n1,CC[O:1][C:2](=[O:3])[CH2:4][n:5]1[n:6][n:7][c:8](-[c:9]2[cH:10][c:11]([O:12][CH2:13][CH2:14][CH2:15][CH2:16][O:17][c:18]3[cH:19][c:20]([F:21])[cH:22][cH:23][c:24]3[Br:25])[n:26][o:27]2)[n:28]1,0
1353,0.661,0.33899999999999997,CCCNC(=O)c1ccc(N(C)C(CN2CCC(O)C2)c2ccccc2)cc1.O=C(Cl)c1ccccc1,O=[CH2:1].[CH3:2][CH2:3][CH2:4][NH:5][C:6](=[O:7])[c:8]1[cH:9][cH:10][c:11]([NH:12][CH:13]([CH2:14][N:15]2[CH2:16][CH2:17][CH:18]([O:19][C:20](=[O:21])[c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[CH2:28]2)[c:29]2[cH:30][cH:31][cH:32][cH:33][cH:34]2)[cH:35][cH:36]1,1
1354,0.551,0.44899999999999995,COC(=O)c1ccc(C(=O)N2CCCC2)cc1,C[O:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([C:8](=[O:9])[N:10]2[CH2:11][CH2:12][CH2:13][CH2:14]2)[cH:15][cH:16]1,0
