,Template,Frequency,Class
238,[N:1]-[c:2]>>[N:1].Br-[c:2]_00_-10_00,5,239
239,[S:1]-[C:3]-[S:2]>>[S:1].[S:2].O=[C:3]_110_000_000,5,240
240,[n:1]-[C:2]>>[n:1].C-C(=O)-O-[C:2]_10_00_00,5,241
241,[C:1]-[c:2]>>Br-[C:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C_00_00_00,5,242
242,[C:1]-[S:3]=[O:2]>>Cl-[C:1].[O:2]-[S:3]_000_0-10_000,5,243
243,[N:1]-[C:2]>>[N:1].C-C-O-[C:2]_20_10_00,5,244
244,[C:1]-[C:2]>>Br-[C:1].[C:2]-[Mg+]_00_00_00,5,245
245,[N:1]-[c:2]>>[N:1].Br-[c:2]_20_10_00,5,246
246,[c:1]-[C:2]>>F-C(-F)(-F)-S(=O)(=O)-O-[c:1].C-C-C-[CH2]-[Sn](-[C:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,6,247
247,[N:1]-[C:2]>>[N:1].C-C-C(=O)-O-[C:2]_10_00_00,6,248
248,[C:1]-[C:2]-[O:3]>>Cl-[C:1].[C:2]=[O:3]_00-1_000_000,6,249
249,[N:2]-[C:3]-[c:1]>>[c:1].[N:2].O=[C:3]_110_000_000,6,250
250,[S:1]-[c:2]>>[S:1].F-[c:2]_00_-10_00,6,251
251,[S:1]-[C:2]>>[S:1].Cl-[C:2]_00_-10_00,6,252
252,[c:1]-[c:2]>>I-[c:1].[CH3]-[Sn](-[CH3])(-[CH3])-[c:2]_00_00_00,6,253
253,[N:1]-[C:2]>>[N:1].C-C(-C)(-C)-C(=O)-O-[C:2]_10_00_00,6,254
254,[C:1]-[C:2]>>[C:1].Cl-[C:2]_10_00_00,6,255
255,[C:1]-[c:2]>>F-C(-F)(-F)-S(=O)(=O)-O-[C:1].C-C-C-[CH2]-[Sn](-[c:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,6,256
256,[c:1]:[n:2]:[c:3]:[c:4]>>Cl-[c:1].[N:2]-[C:3]=[C:4]_0100_0000_0000,6,257
257,[c:1]-[C:2]>>Br-[c:1].[C:2]-[Sn](-[CH3])(-[CH3])-[CH3]_00_00_00,6,258
258,[c:1]-[C:2]>>Br-[c:1].C-[Si](-C)(-C)-[C:2]_00_00_00,6,259
259,[N:1]-[C:2]>>[N:1].Cl-C-C(=O)-O-[C:2]_10_00_00,6,260
260,[c:1]-[C:2]>>Br-[c:1].Br-[C:2]_00_00_00,6,261
261,[C:1]-[c:2]>>Cl-[C:1].[Zn+]-[c:2]_00_00_00,6,262
262,[C:1]1-[C:2]-[C:3]-1>>I-[C:1]-I.[C:2]=[C:3]_000_000_000,6,263
263,[c:1]-[C:2]>>[c:1].Br-[C:2]_10_00_00,6,264
264,[N:1]-[c:2]>>O=C(-[N:1])-[c:2]_00_00_00,6,265
265,[c:1]:[n:2]:[n:3]:[c:4]>>Br-[c:1].[N:2]-[N:3]=[C:4]_0100_0000_0000,6,266
266,[C:1]=[C:2]>>Br-[C:1]-Br.O=[C:2]_00_00_00,6,267
267,[C:3]1-[C:1]-[C:2]-[C:6]-[C:5]=[C:4]-1>>[C:1]=[C:2].[C:3]=[C:4]-[C:5]=[C:6]_000000_000000_000000,6,268
268,[S:1]=[O:2]>>[S:1].O=S(-[O-])-O-[O:2]_01_00_00,7,269
269,[c:1]-[C:2]>>I-[c:1].O-B(-O)-[C:2]_00_00_00,7,270
270,[c:1]-[C:2]>>Br-[c:1].[C:2]-[Mg+]_00_00_00,7,271
271,[c:1]-[C:2]>>[c:1].C-C(=O)-O-[C:2]_10_00_00,7,272
272,[c:1]-[Sn:2]>>[c:1].[Cl]-[Sn:2]_10_00_00,7,273
273,[C:1]1-[C:2]-[C:3]-1>>[C:1]=[C:2].C-[S+](-C)(=O)-[C:3]_001_000_000,7,274
274,[C:1]=[C:2]>>O=[C:1].C-O-P(=O)(-[C:2])-O-C_01_00_00,7,275
275,[C:1]-[C:2]>>[C:1].Br-[C:2]_10_00_00,7,276
276,[c:1]-[c:2]>>Br-[c:1].Cl-[c:2]_00_00_00,7,277
277,[N:1]-[C:2]>>[N:1].C-O-[C:2]_20_10_00,7,278
278,[N:1]-[O:2]>>[N:1].Cl-c1:c:c:c:c(-C(=O)-O-[O:2]):c:1_01_-11_00,7,279
279,[C:1]1-[C:2]-[C:3]-[C:4]=[C:5]-[C:6]-1>>[C:1]=[C:2].[C:3]=[C:4]-[C:5]=[C:6]_000000_000000_000000,8,280
280,[c:1]-[C:2]>>[Mg+]-[c:1].C-O-N(-C)-[C:2]_00_00_00,8,281
281,[c:1]-[C:2]>>I-[c:1].[C:2]-[Cu]_00_00_00,8,282
282,[S:1]-[c:2]>>[S:1].Br-[c:2]_00_-10_00,8,283
283,[C:1]-[c:2]>>C-C1(-C)-O-B(-[C:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_00_00_00,8,284
284,[c:1]-[c:2]>>Br-[c:1].C-C1(-C)-C-O-B(-[c:2])-O-C-1_00_00_00,9,285
285,[c:1]-[S:3]=[O:2]>>Br-[c:1].[O:2]-[S:3]_000_0-10_000,9,286
286,[C:1]-[C:2]-[C:3]-[N:4]>>[c:1]:[c:2]:[c:3]:[n:4]_-1-1-1-1_0000_0000,9,287
287,[C:1]-[C:2]>>[C:1].C-S(=O)(=O)-O-[C:2]_00_-10_00,9,288
288,[c:1]-[C:2]>>I-[c:1].C-C-C-[CH2]-[Sn](-[C:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,9,289
289,[N:1]-[C:3]-[N:2]>>[N:1].C-[Si](-C)(-C)-[N:2]=[C:3]_1-20_000_000,9,290
290,[c:1]-[C:2]>>Cl-[c:1].[C:2]-[Mg+]_00_00_00,9,291
291,[S:1]-[C:2]>>[S:1].I-[C:2]_10_00_00,9,292
292,[c:1]-[C:2]>>Cl-[c:1].[C:2]-[Zn+]_00_00_00,9,293
293,[c:1]-[Sn:2]>>Br-[c:1].[Cl]-[Sn:2]_00_00_00,9,294
294,[c:1]-[I:2]>>N-[c:1].I-C-[I:2]_00_00_00,10,295
295,[c:1]-[C:2]>>Cl-[c:1].O-B(-O)-[C:2]_00_00_00,10,296
296,[N:1]-[C:2]>>[N:1].Cl-[C:2]_20_10_00,10,297
297,[C:1]-[C:3]-[N:2]>>[C:1].[N:2].O=[C:3]_110_000_000,10,298
298,[c:1]:[n:2]:[c:3]:[n:4]>>O=[C:1].[N:2]-[C:3]=[N:4]_0200_0000_0000,10,299
299,[N:1]-[c:2]>>[N:1].F-[c:2]_20_10_00,11,300
300,[O:1]-[c:2]>>[O:1].Br-[c:2]_00_-10_00,11,301
301,[N:1]-[c:2]>>[N:1].Cl-[c:2]_20_10_00,11,302
302,[n:1]-[C:2]-[N:3]>>[n:1].[C:2]=[N:3]_10-1_000_000,11,303
303,[C:1]1-[C:2]-[C:3]-[N:4]-[C:5]-[C:6]-1>>[c:1]1:[c:2]:[c:3]:[n:4]:[c:5]:[c:6]:1_-1-1-1-1-1-1_000000_000000,11,304
304,[N:1]-[c:2]>>[N:1].Cl-[c:2]_00_-10_00,11,305
305,[c:1]-[C:2]>>Br-[c:1].C-B1-O-B(-C)-O-B(-[C:2])-O-1_00_00_00,11,306
306,[c:1]-[C:2]>>I-[c:1].C-[Si](-C)(-C)-[C:2]_00_00_00,11,307
307,[c:1]-[C:2]>>O-B(-O)-[c:1].F-C(-F)(-F)-S(=O)(=O)-O-[C:2]_00_00_00,12,308
308,[c:1]-[C:2]>>Br-[c:1].I-[C:2]_00_00_00,12,309
309,[O:1]-[C:2]>>[O:1].O-[C:2]_10_00_01,12,310
310,[C:1]=[C:2]>>O=[C:1].O=[C:2]_00_00_00,12,311
311,[C:1]1-[C:2]-[C:3]-[C:4]-[C:5]-[N:6]-1>>[c:1]1:[c:2]:[c:3]:[c:4]:[c:5]:[n:6]:1_-1-1-1-1-1-1_000000_000000,12,312
312,[C:2]-[C:3]-[N:1]>>[N:1].[C:2].O=[C:3]_110_000_000,12,313
313,[c:1]:[n:2]:[c:3]:[c:4]>>F-[c:1].[N:2]-[C:3]=[C:4]_0100_0000_0000,12,314
314,[c:4]:[c:3]:[c:2]:[n:1]>>[N:1].C-C-O-[C:2]/[C:3]=[C:4]_1000_0000_0000,12,315
315,[C:1]-[Cl:2]>>O-[C:1].Cl-C(-Cl)(-Cl)-[Cl:2]_00_00_00,12,316
316,[C:1]=[O:2]>>[C:1]-[O:2]_11_00_20,13,317
317,[c:1]-[C:2]>>I-[c:1].C-C1(-C)-O-B(-[C:2])-O-C-1(-C)-C_00_00_00,13,318
318,[c:1]-[C:2]>>Br-[c:1].Cl-[C:2]_00_00_00,13,319
319,[C:1]-[c:2]>>Cl-[C:1].O-B(-O)-[c:2]_00_00_00,13,320
320,[S:1]-[C:2]>>[S:1].Br-[C:2]_00_-10_00,14,321
321,[N:1]-[c:2]>>[N:1].O-B(-O)-[c:2]_10_00_00,14,322
322,[c:1]-[c:2]>>C-C1(-C)-O-B(-[c:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_00_00_00,14,323
323,[C:1]-[P:3]=[O:2]>>Br-[C:1].C-C-[O:2]-[P:3]_000_000_000,14,324
324,[C:1]=[C:2]>>C=[C:1].C=[C:2]_00_00_00,15,325
325,[c:1]-[c:2]>>Br-[c:1].I-[c:2]_00_00_00,15,326
326,[c:1]-[c:2]>>Br-[c:1].[CH3]-[Sn](-[CH3])(-[CH3])-[c:2]_00_00_00,15,327
327,[c:1]-[C:2]>>Cl-[c:1].C-C1(-C)-O-B(-[C:2])-O-C-1(-C)-C_00_00_00,15,328
328,[N:1]-[S:2]>>[N:1].O-[S:2]_10_00_00,16,329
329,[S:1]-[c:2]>>[S:1].Cl-[c:2]_00_-10_00,16,330
330,[N:1]-[C:2]>>[N:1].O-[C:2]_20_10_00,17,331
331,[N:1]-[C:2]>>[N:1].Cl-C(-Cl)(-Cl)-C-O-[C:2]_10_00_00,17,332
332,[C:1]-[C:3]-[N:2]>>[C:1].[N:2].O=[C:3]_010_-100_000,18,333
333,[N:1]=[C:2]>>[N:1].Cl-[C:2]-Cl_20_00_00,18,334
334,[O:1]-[C:2]>>[O:1].[C:2]=[N+]=[N-]_1-1_00_00,18,335
335,[S:1]-[c:2]>>[S:1].I-[c:2]_10_00_00,18,336
336,[N:1]-[c:2]>>[N:1].O-[c:2]_10_00_00,18,337
337,[C:1]=[C:2]>>[C:1]#[C:2]_-1-1_00_00,19,338
338,[C:1]=[O:2]>>[C:1]-[O:2]_11_00_10,19,339
339,[C:1]-[c:2]>>[C:1].F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_10_00_00,19,340
340,[c:1]-[c:2]>>Cl-[c:1].C-C-C-[CH2]-[Sn](-[c:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,19,341
341,[c:1]-[C:2]>>Cl-[c:1].C-C-C-[CH2]-[Sn](-[C:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,20,342
342,[c:1]-[c:2]>>I-[c:1].C-C-C-[CH2]-[Sn](-[c:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,21,343
343,[O:1]-[c:2]>>[O:1].F-[c:2]_00_-10_00,21,344
344,[C:1]-[C:2]-[O:3]>>Br-[C:1].[C:2]=[O:3]_00-1_000_000,21,345
345,[C:1]-[c:2]>>Br-[C:1].O-B(-O)-[c:2]_00_00_00,22,346
346,[S:1]-[c:2]>>[S:1].F-[c:2]_10_00_00,23,347
347,[O:1]-[C:2]>>[O:1].Br-[C:2]_00_-10_00,24,348
348,[N:1]-[C:2]>>[N:1].C-S(=O)(=O)-O-[C:2]_00_-10_00,24,349
349,[N:1]-[C:2]>>[N:1].I-[C:2]_00_-10_00,24,350
350,[c:1]-[C:2]>>Br-[c:1].[C:2]-[Zn+]_00_00_00,24,351
351,[C:1]-[c:2]>>[C:1].Cl-[c:2]_10_00_00,24,352
352,[O:1]-[C:2]>>[O:1].O-[C:2]_10_00_02,24,353
353,[O:1]-[C:2]>>[O:1].Cl-[C:2]_00_-10_00,26,354
354,[O:1]-[c:2]>>[O:1].O-[c:2]_10_00_00,27,355
355,[n:1]-[C:2]>>[n:1].O-[C:2]_10_00_00,27,356
356,[c:1]-[C:2]>>Br-[c:1].C-C1(-C)-O-B(-[C:2])-O-C-1(-C)-C_00_00_00,28,357
357,[O:1]-[c:2]>>[O:1].O-B(-O)-[c:2]_10_00_00,28,358
358,[O:1]-[c:2]>>[O:1].I-[c:2]_10_00_00,28,359
359,[N:1]-[C:2]>>[N:1].O=[C:2]_2-1_10_00,29,360
360,[c:1]-[C:2]-[O:3]>>[Mg+]-[c:1].[C:2]=[O:3]_00-1_000_000,30,361
361,[C:1]-[C:2]>>[C:1].Br-[C:2]_00_-10_00,30,362
362,[c:1]-[c:2]>>Br-[c:1].Br-[c:2]_00_00_00,30,363
363,[S:1]=[O:2]>>[S:1].O-[O:2]_01_00_00,31,364
364,[c:1]-[B:2]>>Br-[c:1].C-C1(-C)-O-B(-[B:2])-O-C-1(-C)-C_00_00_00,32,365
365,[c:1]-[C:2]>>Br-[c:1].[C:2]-[Cu]_00_00_00,33,366
366,[C:1]-[C:2]>>[C:1]-[Mg+].C-O-N(-C)-[C:2]_00_00_00,33,367
367,[C:1]=[C:2]>>O=[C:1].[C:2]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_00_00_00,34,368
368,[N:1]-[c:2]>>[N:1].F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_10_00_00,36,369
369,[N:1]-[C:3]-[c:2]>>[N:1].[c:2].O=[C:3]_110_000_000,37,370
370,[C:1]-[N:2]>>[C:1]=[N:2]_-1-1_00_00,37,371
371,[c:1]-[C:2]>>Br-[c:1].C-C-C-[CH2]-[Sn](-[C:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,37,372
372,[c:1]-[C:2]>>Br-[c:1].C-N(-C)-[C:2]_00_00_00,40,373
373,[S:1]-[c:2]>>[S:1].Br-[c:2]_10_00_00,41,374
374,[n:1]-[O:2]>>[n:1].Cl-c1:c:c:c:c(-C(=O)-O-[O:2]):c:1_01_-11_00,41,375
375,[N:1]-[C:2]>>[N:1].C-C(-C)(-C)-O-[C:2]_10_00_00,42,376
376,[n:1]-[C:2]>>[n:1].C-C(-C)(-C)-O-C(=O)-O-[C:2]_10_00_00,42,377
377,[c:1]-[C:2]>>Br-[c:1].O-B(-O)-[C:2]_00_00_00,42,378
378,[n:1]-[c:2]>>[n:1].I-[c:2]_10_00_00,42,379
379,[c:1]-[C:2]>>Br-[c:1].C-O-N(-C)-[C:2]_00_00_00,42,380
380,[N:1]-[C:2]>>[N:1].Cl-[C:2]_00_-10_00,43,381
381,[c:1]-[c:2]>>O-B(-O)-[c:1].F-C(-F)(-F)-S(=O)(=O)-O-[c:2]_00_00_00,43,382
382,[n:1]-[c:2]>>[n:1].O-B(-O)-[c:2]_10_00_00,46,383
383,[C:2]-[O:4]-[C:3]-[O:1]>>[O:1].O-[C:2].[C:3]=[O:4]_1000_0000_0000,47,384
384,[C:1]-[C:2]-[O:3]>>[C:1].[C:2]=[O:3]_10-1_000_000,48,385
385,[C:1]-[C:2]>>[c:1]:[c:2]_-1-1_00_00,48,386
386,[n:1]-[C:2]>>[n:1].C-S(=O)(=O)-O-[C:2]_10_00_00,49,387
387,[n:1]-[S:2]>>[n:1].Cl-[S:2]_10_00_00,52,388
388,[O:1]-[C:2]>>[O:1].C-S(=O)(=O)-O-[C:2]_10_00_00,54,389
389,[c:1]-[c:2]>>Br-[c:1].C-C-C-[CH2]-[Sn](-[c:2])(-[CH2]-C-C-C)-[CH2]-C-C-C_00_00_00,56,390
390,[N:1]-[C:2]>>[N:1].[C:2]-[O-]_10_00_00,56,391
391,[C:1]-[Br:2]>>O-[C:1].Br-C(-Br)(-Br)-[Br:2]_00_00_00,60,392
392,[C:1]-[c:2]>>[C:1].Br-[c:2]_00_-10_00,60,393
393,[O:1]-[c:2]>>[O:1].Cl-[c:2]_00_-10_00,63,394
394,[O:1]-[C:2]-[N:3]>>[O:1].[C:2]=[N:3]_10-1_000_000,65,395
395,[n:1]-[c:2]>>[n:1].F-[c:2]_10_00_00,65,396
396,[S:1]-[c:2]>>[S:1].Cl-[c:2]_10_00_00,66,397
397,[C:1]-[C:2]>>[C:1]#[C:2]_-2-2_00_00,71,398
398,[c:1]-[C:2]>>[c:1].C-N(-C)-[C:2]_10_00_00,75,399
399,[N:1]-[C:2]>>[N:1].F-C(-F)(-F)-C(=O)-O-[C:2]_10_00_00,76,400
400,[N:1]-[C:2]>>[N:1].Br-[C:2]_00_-10_00,77,401
401,[n:1]-[c:2]>>[n:1].Br-[c:2]_10_00_00,86,402
402,[C:1]=[C:2]>>O=[C:1].C-C-O-P(=O)(-[C:2])-O-C-C_01_00_00,88,403
403,[c:1]-[c:2]>>I-[c:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C_00_00_00,88,404
404,[n:1]-[c:2]>>[n:1].Cl-[c:2]_10_00_00,91,405
405,[O:1]-[c:2]>>[O:1].Br-[c:2]_10_00_00,94,406
406,[S:1]-[C:2]>>[S:1].Cl-[C:2]_10_00_00,100,407
407,[C:2]-[C:3]-[O:1]>>[O:1].[C:2]=[C:3]_1-10_000_000,107,408
408,[N:1]-[c:2]>>[N:1].I-[c:2]_10_00_00,107,409
409,[S:1]-[C:2]>>[S:1].Br-[C:2]_10_00_00,108,410
410,[S:1]=[O:2]>>[S:1].Cl-c1:c:c:c:c(-C(=O)-O-[O:2]):c:1_01_00_00,109,411
411,[c:1]-[C:2]>>[c:1].Cl-[C:2]_10_00_00,109,412
412,[N:1]-[C:2]>>[N:1].C-S(=O)(=O)-O-[C:2]_10_00_00,119,413
413,[C:1]=[C:2]>>O=[C:1].[C:2]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_01_00_00,142,414
414,[c:1]-[c:2]>>Cl-[c:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C_00_00_00,142,415
415,[c:1]-[c:2]>>I-[c:1].O-B(-O)-[c:2]_00_00_00,146,416
416,[C:1]-[C:2]-[O:3]>>[C:1]-[Mg+].[C:2]=[O:3]_00-1_000_000,153,417
417,[C:1]-[Br:2]>>[C:1].O=C1-C-C-C(=O)-N-1-[Br:2]_10_00_00,157,418
418,[n:1]-[C:2]>>[n:1].I-[C:2]_10_00_00,164,419
419,[N:1]-[C:2]>>[N:1].C-C(=O)-O-[C:2]_10_00_00,174,420
420,[C:1]-[N:2]>>[C:1]#[N:2]_-2-2_00_00,179,421
421,[C:1]-[c:2]>>[C:1].I-[c:2]_10_00_00,212,422
422,[O:1]-[c:2]>>[O:1].F-[c:2]_10_00_00,235,423
423,[c:1]-[c:2]>>Cl-[c:1].O-B(-O)-[c:2]_00_00_00,245,424
424,[N:1]-[C:2]>>[N:1].I-[C:2]_10_00_00,258,425
425,[C:1]=[C:2]>>[C:1].O=[C:2]_20_00_00,264,426
426,[C:1]-[c:2]>>[C:1].Br-[c:2]_10_00_00,265,427
427,[N:1]-[C:2]>>[N:1].C-O-[C:2]_10_00_00,271,428
428,[N:1]-[C:2]>>[N:1].C-C-O-[C:2]_10_00_00,287,429
429,[n:1]-[C:2]>>[n:1].Cl-[C:2]_10_00_00,307,430
430,[O:1]-[C:2]>>[O:1].I-[C:2]_10_00_00,307,431
431,[N:1]-[C:2]>>[N:1].C-C(-C)(-C)-O-C(=O)-O-[C:2]_10_00_00,323,432
432,[O:1]-[S:2]>>[O:1].Cl-[S:2]_10_00_00,366,433
433,[N:1]-[c:2]>>[N:1].F-[c:2]_10_00_00,393,434
434,[C:1]=[O:2]>>[C:1]-[O:2]_11_00_00,413,435
435,[C:1]-[C:2]>>[C:1]=[C:2]_-1-1_00_00,442,436
436,[N:1]=[C:2]>>[N:1].O=[C:2]_20_00_00,446,437
437,[c:1]-[c:2]>>Br-[c:1].C-C1(-C)-O-B(-[c:2])-O-C-1(-C)-C_00_00_00,452,438
438,[O:1]-[c:2]>>[O:1].Cl-[c:2]_10_00_00,452,439
439,[n:1]-[C:2]>>[n:1].Br-[C:2]_10_00_00,457,440
440,[N:1]-[c:2]>>[N:1].Br-[c:2]_10_00_00,553,441
441,[N:1]-[C:2]-[N:3]>>[N:1].[C:2]=[N:3]_10-1_000_000,566,442
442,[C:1]-[O:2]>>[C:1]=[O:2]_-1-1_00_00,573,443
443,[O:1]-[C:2]>>[O:1].Cl-[C:2]_10_00_00,782,444
444,[O:1]-[C:2]>>[O:1].O-[C:2]_10_00_00,804,445
445,[N:1]-[S:2]>>[N:1].Cl-[S:2]_10_00_00,828,446
446,[c:1]-[c:2]>>Br-[c:1].O-B(-O)-[c:2]_00_00_00,900,447
447,[O:1]-[C:2]>>[O:1].Br-[C:2]_10_00_00,924,448
448,[N:1]-[C:2]>>[N:1].Br-[C:2]_10_00_00,955,449
449,[N:1]-[C:2]>>[N:1].O=[C:2]_1-1_00_00,1299,450
450,[N:1]-[c:2]>>[N:1].Cl-[c:2]_10_00_00,1916,451
451,[N:1]-[C:2]>>[N:1].Cl-[C:2]_10_00_00,2537,452
452,[N:1]-[C:2]>>[N:1].O-[C:2]_10_00_00,4537,453
